level,gap_h,session_min,growth_spread_pct,sale_spread_pct,fastest,slowest
111,6,1,8.58049055911836,6.229849844056834,WARRIOR,PALADIN
112,6,1,8.700773047147825,6.287180223284428,WARRIOR,PALADIN
113,6,1,8.816157216121123,6.364522922982174,WARRIOR,PALADIN
114,6,1,8.927870713866515,6.432178277865086,WARRIOR,PALADIN
115,6,1,9.033031364570654,6.4999165538394355,WARRIOR,PALADIN
116,6,1,9.138641719298523,6.566770577650716,WARRIOR,PALADIN
117,6,1,9.24142876014562,6.624516026154703,WARRIOR,PALADIN
118,6,1,9.340454856437086,6.689425177957253,WARRIOR,PALADIN
119,6,1,9.433655412322484,6.754081674605428,WARRIOR,PALADIN
120,6,1,9.526242646706539,6.806986127501546,WARRIOR,PALADIN
20,6,5,1.726323084235326,1.625277621995047,ROGUE,CLERIC
21,6,5,1.7056252194321164,1.5400990060153275,ROGUE,CLERIC
22,6,5,1.6637918930205942,1.395710848768239,ROGUE,CLERIC
23,6,5,1.5811473353492644,1.3311408230403776,ROGUE,CLERIC
24,6,5,1.5473787522614524,1.2440622933991285,ROGUE,CLERIC
25,6,5,1.5549583421859303,1.2886363383457722,ROGUE,CLERIC
26,6,5,1.5750657163450033,1.285051365068468,ROGUE,CLERIC
27,6,5,1.6108544487390297,1.3021804998420317,ROGUE,CLERIC
28,6,5,1.687005605691172,1.2667437715945695,ROGUE,CLERIC
29,6,5,1.7112016831707155,1.3598001235744395,ROGUE,CLERIC
30,6,5,1.748547663734512,1.4513064725341307,ROGUE,CLERIC
31,6,5,1.8023626070825305,1.5760656508256643,ROGUE,CLERIC
32,6,5,1.8414250404729327,1.6561517779449142,ROGUE,CLERIC
33,6,5,1.8764974103673948,1.7181446403590872,ROGUE,CLERIC
34,6,5,1.9341010722045526,1.7780760674500407,ROGUE,CLERIC
35,6,5,1.9886749146412974,1.942471833137338,ROGUE,CLERIC
36,6,5,2.0473397936387583,2.1065909263668248,ROGUE,CLERIC
37,6,5,2.0873648102855746,2.191969963002638,ROGUE,CLERIC
38,6,5,2.1269460641627047,2.2496148955525985,ROGUE,CLERIC
39,6,5,2.1355768279204934,2.273349085453824,ROGUE,CLERIC
40,6,5,2.1981207911836442,2.2920209474836195,ROGUE,CLERIC
41,6,5,2.2284482324304022,2.3074264711959502,ROGUE,CLERIC
42,6,5,2.219605902522237,2.334622169613265,ROGUE,CLERIC
43,6,5,2.2339223091018656,2.308379286284068,ROGUE,CLERIC
44,6,5,2.2342214522163006,2.3483277623548737,ROGUE,CLERIC
45,6,5,2.2273286461707453,2.3528331469271357,ROGUE,CLERIC
46,6,5,2.188333900482742,2.354605290091638,ROGUE,CLERIC
47,6,5,2.1486550641208524,2.418319397321489,ROGUE,CLERIC
48,6,5,2.1167980411026077,2.463632714076658,ROGUE,CLERIC
49,6,5,2.0862115715493568,2.509974572487006,ROGUE,CLERIC
50,6,5,2.0899564746659216,2.5341759102903927,ROGUE,CLERIC
51,6,5,2.088814760784552,2.5796626596998884,ROGUE,CLERIC
52,6,5,2.081131754972132,2.584621193064951,ROGUE,CLERIC
53,6,5,2.062992005005171,2.6452507269561387,ROGUE,CLERIC
54,6,5,2.0538485804391104,2.64304853256212,ROGUE,CLERIC
55,6,5,2.0447323086839164,2.6878012719787625,ROGUE,CLERIC
56,6,5,2.0317858295920477,2.6995889080207114,ROGUE,CLERIC
57,6,5,2.0143993599419208,2.690471471212552,ROGUE,CLERIC
58,6,5,1.993045420968631,2.6686476903866385,ROGUE,CLERIC
59,6,5,1.9976999818106744,2.67576949639603,WARRIOR,CLERIC
60,6,5,2.0306067069785882,2.6717735322880243,WARRIOR,CLERIC
61,6,5,2.0706515263417824,2.6747519252716234,WARRIOR,CLERIC
62,6,5,2.11506948658422,2.658604165843559,WARRIOR,CLERIC
63,6,5,2.161137120024459,2.6791319894531984,WARRIOR,CLERIC
64,6,5,2.2064771742050127,2.7103634575754487,WARRIOR,CLERIC
65,6,5,2.262275954883086,2.7535768221586654,WARRIOR,CLERIC
66,6,5,2.3163126925660915,2.8063854578492142,WARRIOR,CLERIC
67,6,5,2.3732243199855008,2.853384584768026,WARRIOR,CLERIC
68,6,5,2.434581478515674,2.900746045576952,WARRIOR,CLERIC
69,6,5,2.545654536033881,2.954012535678552,WARRIOR,PALADIN
70,6,5,2.655436309780135,3.002479438201955,WARRIOR,PALADIN
71,6,5,2.769341690630367,3.0520224554718034,WARRIOR,PALADIN
72,6,5,2.88936871214569,3.1028344218607007,WARRIOR,PALADIN
73,6,5,3.0058936701929717,3.154944136778326,WARRIOR,PALADIN
74,6,5,3.1321170510369756,3.1987335094581626,WARRIOR,PALADIN
75,6,5,3.260942757306551,3.246331338800146,WARRIOR,PALADIN
76,6,5,3.39089926695606,3.292437847672458,WARRIOR,PALADIN
77,6,5,3.5228490599217954,3.3404795078536997,WARRIOR,PALADIN
78,6,5,3.652882499546539,3.3865466066141936,WARRIOR,PALADIN
79,6,5,3.7905750003589533,3.4340759685903777,WARRIOR,PALADIN
80,6,5,3.927058869538458,3.4808743172271006,WARRIOR,PALADIN
81,6,5,4.065736923537067,3.525595690389971,WARRIOR,PALADIN
82,6,5,4.207626993908131,3.5725574312456265,WARRIOR,PALADIN
83,6,5,4.3443145757364965,3.6203163410073014,WARRIOR,PALADIN
84,6,5,4.488520364077031,3.695907780458474,WARRIOR,PALADIN
85,6,5,4.634754565640997,3.791324616745695,WARRIOR,PALADIN
86,6,5,4.783245024919225,3.888573135129203,WARRIOR,PALADIN
87,6,5,4.935604873653676,3.97552555681544,WARRIOR,PALADIN
88,6,5,5.08423815950334,4.071202800712936,WARRIOR,PALADIN
89,6,5,5.240858693813544,4.172713541069961,WARRIOR,PALADIN
90,6,5,5.398966584458198,4.2672255290622685,WARRIOR,PALADIN
91,6,5,5.5582905112514736,4.357545789517214,WARRIOR,PALADIN
92,6,5,5.719205107551839,4.4559092276525325,WARRIOR,PALADIN
93,6,5,5.876243574012174,4.562152183170709,WARRIOR,PALADIN
94,6,5,6.038318477752336,4.668679082176874,WARRIOR,PALADIN
95,6,5,6.199093688904456,4.77430335912068,WARRIOR,PALADIN
96,6,5,6.362161425305546,4.871894544740218,WARRIOR,PALADIN
97,6,5,6.520077687049053,4.9633925033435,WARRIOR,PALADIN
98,6,5,6.6813697946188855,5.069245552426738,WARRIOR,PALADIN
99,6,5,6.843466986799696,5.169493025986682,WARRIOR,PALADIN
100,6,5,7.006468490237983,5.270140603570916,WARRIOR,PALADIN
101,6,5,7.165625309832224,5.37149846298961,WARRIOR,PALADIN
102,6,5,7.321345802146539,5.464874388302277,WARRIOR,PALADIN
103,6,5,7.4792523284559875,5.560281033304615,WARRIOR,PALADIN
104,6,5,7.633527258622097,5.657420171800687,WARRIOR,PALADIN
105,6,5,7.782640670479557,5.756707223673474,WARRIOR,PALADIN
106,6,5,7.922587706636186,5.829372138245281,WARRIOR,PALADIN
107,6,5,8.06353422194379,5.930750022379017,WARRIOR,PALADIN
108,6,5,8.200728668137636,6.014674815331822,WARRIOR,PALADIN
109,6,5,8.333683608983078,6.079345972208916,WARRIOR,PALADIN
110,6,5,8.458785015940995,6.153114421677097,WARRIOR,PALADIN
111,6,5,8.580490559118337,6.229849844056812,WARRIOR,PALADIN
112,6,5,8.700773047147802,6.287180223284472,WARRIOR,PALADIN
113,6,5,8.816157216121102,6.3645229229821965,WARRIOR,PALADIN
114,6,5,8.927870713866493,6.432178277865042,WARRIOR,PALADIN
115,6,5,9.033031364570654,6.499916553839413,WARRIOR,PALADIN
116,6,5,9.138641719298457,6.566770577650671,WARRIOR,PALADIN
117,6,5,9.241428760145642,6.624516026154681,WARRIOR,PALADIN
118,6,5,9.340454856437086,6.689425177957253,WARRIOR,PALADIN
119,6,5,9.433655412322416,6.754081674605428,WARRIOR,PALADIN
120,6,5,9.526242646706496,6.806986127501524,WARRIOR,PALADIN
20,6,12,1.7482177181926462,1.6921502863276316,ROGUE,CLERIC
21,6,12,1.727058719996477,1.6389692457629002,ROGUE,CLERIC
22,6,12,1.686016860168582,1.5784338158570277,ROGUE,CLERIC
23,6,12,1.6050104079173177,1.5021848268176763,ROGUE,CLERIC
24,6,12,1.5730036081136545,1.5292474754879493,ROGUE,CLERIC
25,6,12,1.5826517318203281,1.596257863956163,ROGUE,CLERIC
26,6,12,1.6046972309709417,1.6229351294412497,ROGUE,CLERIC
27,6,12,1.642638533589813,1.6102251617730268,ROGUE,CLERIC
28,6,12,1.7209671367855117,1.6670160066683648,ROGUE,CLERIC
29,6,12,1.7472108297243993,1.7334899768517653,ROGUE,CLERIC
30,6,12,1.7872751159610845,1.7870771283085451,ROGUE,CLERIC
31,6,12,1.8436237157964497,1.853412163206336,ROGUE,CLERIC
32,6,12,1.885652520732739,1.9172104168475812,ROGUE,CLERIC
33,6,12,1.924076270170172,2.0155379080156965,ROGUE,CLERIC
34,6,12,1.9852208081637235,2.101114946791993,ROGUE,CLERIC
35,6,12,2.0438938473412493,2.201962035620042,ROGUE,CLERIC
36,6,12,2.10665947209856,2.2781492847224527,ROGUE,CLERIC
37,6,12,2.151565437082237,2.347377726759192,ROGUE,CLERIC
38,6,12,2.196356275303657,2.410900196740462,ROGUE,CLERIC
39,6,12,2.2090460193856742,2.4701950365655145,ROGUE,CLERIC
40,6,12,2.275623298324536,2.564716168504777,ROGUE,CLERIC
41,6,12,2.309752124872899,2.6098069637463084,ROGUE,CLERIC
42,6,12,2.3043166307920693,2.676098124520765,ROGUE,CLERIC
43,6,12,2.322020923705015,2.744320604864292,ROGUE,CLERIC
44,6,12,2.325327066674787,2.8099212951874453,ROGUE,CLERIC
45,6,12,2.321695219953268,2.848620447372263,ROGUE,CLERIC
46,6,12,2.286284396488658,2.898851107228828,ROGUE,CLERIC
47,6,12,2.249759411011243,2.9475603345129553,ROGUE,CLERIC
48,6,12,2.2201860575420174,3.0068059793106006,ROGUE,CLERIC
49,6,12,2.191104096628438,3.046257046978429,ROGUE,CLERIC
50,6,12,2.1959479697914785,3.0879611817962616,ROGUE,CLERIC
51,6,12,2.196241174613678,3.1342332018925667,ROGUE,CLERIC
52,6,12,2.18982303185129,3.178833459831054,ROGUE,CLERIC
53,6,12,2.171922512484814,3.2321024384134756,ROGUE,CLERIC
54,6,12,2.163362515101497,3.286212000527855,ROGUE,CLERIC
55,6,12,2.1558048298995436,3.3439486692500076,ROGUE,CLERIC
56,6,12,2.14469619366191,3.396961561499734,ROGUE,CLERIC
57,6,12,2.128521594944255,3.4514355805662866,ROGUE,CLERIC
58,6,12,2.107715582450864,3.5099406042687686,ROGUE,CLERIC
59,6,12,2.089128334260537,3.567145419559692,ROGUE,CLERIC
60,6,12,2.0710596000203862,3.6297778321888297,ROGUE,CLERIC
61,6,12,2.054131269358339,3.6929456222423607,ROGUE,CLERIC
62,6,12,2.0419891093913956,3.7570572562885873,ROGUE,CLERIC
63,6,12,2.031593655393693,3.8256811655674072,ROGUE,CLERIC
64,6,12,2.0175125717759146,3.8970999772949932,ROGUE,WARRIOR
65,6,12,2.0431537091698315,3.9705635228161507,ROGUE,WARRIOR
66,6,12,2.071166877449837,4.044696433152262,ROGUE,WARRIOR
67,6,12,2.1015555937176966,4.150925906263936,ROGUE,WARRIOR
68,6,12,2.129715570290358,4.256983876265741,ROGUE,WARRIOR
69,6,12,2.156484421262861,4.372862458995286,ROGUE,WARRIOR
70,6,12,2.187490025428507,4.488643799310754,ROGUE,WARRIOR
71,6,12,2.229986470164369,4.580751165105834,RANGER,WARRIOR
72,6,12,2.3013138089948093,4.698664530528873,RANGER,WARRIOR
73,6,12,2.3713995322722337,4.812316376750214,RANGER,WARRIOR
74,6,12,2.4442552208864043,4.943827657810385,RANGER,WARRIOR
75,6,12,2.5203325281032862,5.089288140609272,RANGER,WARRIOR
76,6,12,2.5985765665598404,5.217660675991609,RANGER,WARRIOR
77,6,12,2.6759835571663837,5.339445184671399,RANGER,WARRIOR
78,6,12,2.752368135901273,5.458930397002959,RANGER,WARRIOR
79,6,12,2.827556939229825,5.592560353826603,RANGER,WARRIOR
80,6,12,2.906456566735671,5.69327709387446,RANGER,WARRIOR
81,6,12,2.9828103425201036,5.844842755814139,RANGER,WARRIOR
82,6,12,3.0603204704575226,5.937749174331031,RANGER,WARRIOR
83,6,12,3.1368779694923576,6.065858212623931,RANGER,WARRIOR
84,6,12,3.2156291062504394,6.201593576243258,RANGER,WARRIOR
85,6,12,3.2993289475063747,6.326783660906865,RANGER,WARRIOR
86,6,12,3.381036045416841,6.449859136023983,RANGER,WARRIOR
87,6,12,3.463203463203479,6.56575115199014,RANGER,WARRIOR
88,6,12,3.5411784257610934,6.701723682404559,RANGER,WARRIOR
89,6,12,3.6234478600319697,6.840999768604283,RANGER,WARRIOR
90,6,12,3.7100831275481028,6.9651939905092775,RANGER,WARRIOR
91,6,12,3.7961716248595456,7.086702535664746,RANGER,WARRIOR
92,6,12,3.8803113137789724,7.22358209599312,RANGER,WARRIOR
93,6,12,3.96410869391981,7.3519761072055045,RANGER,WARRIOR
94,6,12,4.04875288055353,7.498310100323846,RANGER,WARRIOR
95,6,12,4.133662849983621,7.608348501711881,RANGER,WARRIOR
96,6,12,4.22027541049943,7.7477249076221,RANGER,WARRIOR
97,6,12,4.303639639383872,7.873717785707202,RANGER,WARRIOR
98,6,12,4.3874431376239365,8.022277282149194,RANGER,WARRIOR
99,6,12,4.475893329924929,8.150633939893215,RANGER,WARRIOR
100,6,12,4.563387956086529,8.284032235280536,RANGER,WARRIOR
101,6,12,4.65148690693391,8.426295815215923,RANGER,WARRIOR
102,6,12,4.737176689477862,8.548773467529047,RANGER,WARRIOR
103,6,12,4.8231312820169014,8.690607120415429,RANGER,WARRIOR
104,6,12,4.9094902103469895,8.814201564961909,RANGER,WARRIOR
105,6,12,4.995054935174692,8.935398954826713,RANGER,WARRIOR
106,6,12,5.073694827415465,9.051952902840977,RANGER,WARRIOR
107,6,12,5.154938843330004,9.16954203757603,RANGER,WARRIOR
108,6,12,5.232660417041313,9.266900343463691,RANGER,WARRIOR
109,6,12,5.3096443431289275,9.3675324008885,RANGER,WARRIOR
110,6,12,5.385216370596191,9.461818984526293,RANGER,WARRIOR
111,6,12,5.461968397404671,9.556601463694015,RANGER,WARRIOR
112,6,12,5.5369072956298115,9.657626785561657,RANGER,WARRIOR
113,6,12,5.610165503600961,9.745748337092364,RANGER,WARRIOR
114,6,12,5.679988606926112,9.827299391239386,RANGER,WARRIOR
115,6,12,5.749041309437852,9.926129599457223,RANGER,WARRIOR
116,6,12,5.822051097015701,10.007233913201642,RANGER,WARRIOR
117,6,12,5.8945234656901935,10.07645468263172,RANGER,WARRIOR
118,6,12,5.965092025869612,10.155408149677836,RANGER,WARRIOR
119,6,12,6.033231431275632,10.235430977137948,RANGER,WARRIOR
120,6,12,6.099751170042689,10.29538964919916,RANGER,WARRIOR
20,8,1,1.726323084235326,1.625277621995025,ROGUE,CLERIC
21,8,1,1.7056252194321386,1.5400990060153052,ROGUE,CLERIC
22,8,1,1.6637918930206164,1.395710848768239,ROGUE,CLERIC
23,8,1,1.5811473353493088,1.331140823040422,ROGUE,CLERIC
24,8,1,1.5473787522614524,1.2440622933991063,ROGUE,CLERIC
25,8,1,1.5549583421859303,1.28863633834575,ROGUE,CLERIC
26,8,1,1.5750657163450033,1.2850513650684459,ROGUE,CLERIC
27,8,1,1.610854448739052,1.3021804998420095,ROGUE,CLERIC
28,8,1,1.6870056056912164,1.2667437715945917,ROGUE,CLERIC
29,8,1,1.7112016831706933,1.359800123574395,ROGUE,CLERIC
30,8,1,1.748547663734512,1.4513064725341307,ROGUE,CLERIC
31,8,1,1.8023626070825305,1.576065650825642,ROGUE,CLERIC
32,8,1,1.8414250404729549,1.656151777944892,ROGUE,CLERIC
33,8,1,1.8764974103673948,1.7181446403590872,ROGUE,CLERIC
34,8,1,1.9341010722045526,1.778076067450085,ROGUE,CLERIC
35,8,1,1.9886749146412974,1.9424718331373603,ROGUE,CLERIC
36,8,1,2.047339793638714,2.106590926366847,ROGUE,CLERIC
37,8,1,2.0873648102855524,2.191969963002638,ROGUE,CLERIC
38,8,1,2.1269460641626825,2.2496148955526207,ROGUE,CLERIC
39,8,1,2.135576827920449,2.2733490854538463,ROGUE,CLERIC
40,8,1,2.1981207911836442,2.2920209474836417,ROGUE,CLERIC
41,8,1,2.228448232430358,2.3074264711959502,ROGUE,CLERIC
42,8,1,2.219605902522237,2.3346221696132874,ROGUE,CLERIC
43,8,1,2.2339223091018434,2.308379286284068,ROGUE,CLERIC
44,8,1,2.2342214522163006,2.3483277623548737,ROGUE,CLERIC
45,8,1,2.2273286461707675,2.3528331469271135,ROGUE,CLERIC
46,8,1,2.188333900482742,2.3546052900916603,ROGUE,CLERIC
47,8,1,2.1486550641208524,2.418319397321511,ROGUE,CLERIC
48,8,1,2.1167980411026077,2.46363271407668,ROGUE,CLERIC
49,8,1,2.0862115715493568,2.509974572487006,ROGUE,CLERIC
50,8,1,2.0899564746659216,2.5341759102903483,ROGUE,CLERIC
51,8,1,2.088814760784574,2.579662659699866,ROGUE,CLERIC
52,8,1,2.081131754972132,2.584621193064951,ROGUE,CLERIC
53,8,1,2.0629920050052153,2.6452507269560943,ROGUE,CLERIC
54,8,1,2.0538485804391327,2.643048532562098,ROGUE,CLERIC
55,8,1,2.0447323086839164,2.6878012719787847,ROGUE,CLERIC
56,8,1,2.0317858295920477,2.699588908020689,ROGUE,CLERIC
57,8,1,2.014399359941943,2.6904714712125077,ROGUE,CLERIC
58,8,1,1.9930454209686532,2.668647690386572,ROGUE,CLERIC
59,8,1,1.9976999818106744,2.6757694963960077,WARRIOR,CLERIC
60,8,1,2.0306067069786327,2.6717735322880243,WARRIOR,CLERIC
61,8,1,2.07065152634176,2.6747519252716234,WARRIOR,CLERIC
62,8,1,2.1150694865842423,2.6586041658435366,WARRIOR,CLERIC
63,8,1,2.161137120024481,2.679131989453176,WARRIOR,CLERIC
64,8,1,2.2064771742049905,2.710363457575471,WARRIOR,CLERIC
65,8,1,2.262275954883086,2.753576822158643,WARRIOR,CLERIC
66,8,1,2.3163126925660915,2.8063854578492142,WARRIOR,CLERIC
67,8,1,2.3732243199855008,2.853384584768004,WARRIOR,CLERIC
68,8,1,2.4345814785157183,2.900746045576952,WARRIOR,CLERIC
69,8,1,2.5456545360339033,2.9540125356785296,WARRIOR,PALADIN
70,8,1,2.655436309780157,3.0024794382019326,WARRIOR,PALADIN
71,8,1,2.769341690630389,3.0520224554718256,WARRIOR,PALADIN
72,8,1,2.8893687121457123,3.1028344218606563,WARRIOR,PALADIN
73,8,1,3.005893670192994,3.1549441367782816,WARRIOR,PALADIN
74,8,1,3.1321170510369756,3.1987335094581626,WARRIOR,PALADIN
75,8,1,3.260942757306573,3.246331338800168,WARRIOR,PALADIN
76,8,1,3.3908992669560822,3.2924378476724137,WARRIOR,PALADIN
77,8,1,3.5228490599217954,3.340479507853744,WARRIOR,PALADIN
78,8,1,3.652882499546539,3.3865466066141936,WARRIOR,PALADIN
79,8,1,3.7905750003589533,3.4340759685903777,WARRIOR,PALADIN
80,8,1,3.9270588695385023,3.4808743172271006,WARRIOR,PALADIN
81,8,1,4.065736923537089,3.525595690389971,WARRIOR,PALADIN
82,8,1,4.207626993908176,3.5725574312456043,WARRIOR,PALADIN
83,8,1,4.344314575736541,3.620316341007279,WARRIOR,PALADIN
84,8,1,4.488520364077031,3.695907780458474,WARRIOR,PALADIN
85,8,1,4.634754565640997,3.791324616745695,WARRIOR,PALADIN
86,8,1,4.783245024919269,3.888573135129181,WARRIOR,PALADIN
87,8,1,4.935604873653676,3.9755255568153958,WARRIOR,PALADIN
88,8,1,5.08423815950334,4.071202800712981,WARRIOR,PALADIN
89,8,1,5.240858693813588,4.172713541069983,WARRIOR,PALADIN
90,8,1,5.398966584458198,4.267225529062224,WARRIOR,PALADIN
91,8,1,5.558290511251496,4.357545789517259,WARRIOR,PALADIN
92,8,1,5.719205107551839,4.45590922765251,WARRIOR,PALADIN
93,8,1,5.876243574012219,4.562152183170731,WARRIOR,PALADIN
94,8,1,6.038318477752358,4.668679082176874,WARRIOR,PALADIN
95,8,1,6.199093688904456,4.77430335912068,WARRIOR,PALADIN
96,8,1,6.362161425305546,4.871894544740196,WARRIOR,PALADIN
97,8,1,6.520077687049075,4.9633925033435,WARRIOR,PALADIN
98,8,1,6.681369794618908,5.069245552426738,WARRIOR,PALADIN
99,8,1,6.843466986799696,5.1694930259867045,WARRIOR,PALADIN
100,8,1,7.006468490237983,5.270140603570872,WARRIOR,PALADIN
101,8,1,7.165625309832246,5.371498462989588,WARRIOR,PALADIN
102,8,1,7.321345802146539,5.464874388302321,WARRIOR,PALADIN
103,8,1,7.479252328455943,5.560281033304637,WARRIOR,PALADIN
104,8,1,7.633527258622097,5.6574201718006645,WARRIOR,PALADIN
105,8,1,7.782640670479601,5.756707223673496,WARRIOR,PALADIN
106,8,1,7.922587706636208,5.829372138245303,WARRIOR,PALADIN
107,8,1,8.063534221943769,5.930750022379039,WARRIOR,PALADIN
108,8,1,8.200728668137703,6.014674815331866,WARRIOR,PALADIN
109,8,1,8.333683608983122,6.079345972208938,WARRIOR,PALADIN
110,8,1,8.458785015941018,6.153114421677075,WARRIOR,PALADIN
111,8,1,8.580490559118402,6.229849844056834,WARRIOR,PALADIN
112,8,1,8.700773047147802,6.28718022328445,WARRIOR,PALADIN
113,8,1,8.816157216121102,6.3645229229821965,WARRIOR,PALADIN
114,8,1,8.927870713866536,6.432178277865108,WARRIOR,PALADIN
115,8,1,9.033031364570654,6.4999165538394355,WARRIOR,PALADIN
116,8,1,9.138641719298523,6.566770577650716,WARRIOR,PALADIN
117,8,1,9.241428760145665,6.624516026154681,WARRIOR,PALADIN
118,8,1,9.340454856437086,6.689425177957253,WARRIOR,PALADIN
119,8,1,9.433655412322505,6.7540816746054055,WARRIOR,PALADIN
120,8,1,9.526242646706539,6.806986127501524,WARRIOR,PALADIN
20,8,5,1.726323084235326,1.625277621995025,ROGUE,CLERIC
21,8,5,1.7056252194320942,1.5400990060153275,ROGUE,CLERIC
22,8,5,1.663791893020572,1.3957108487682168,ROGUE,CLERIC
23,8,5,1.5811473353492866,1.3311408230403998,ROGUE,CLERIC
24,8,5,1.5473787522614524,1.2440622933990841,ROGUE,CLERIC
25,8,5,1.5549583421859081,1.28863633834575,ROGUE,CLERIC
26,8,5,1.5750657163450255,1.2850513650684903,ROGUE,CLERIC
27,8,5,1.6108544487390297,1.3021804998420317,ROGUE,CLERIC
28,8,5,1.6870056056911942,1.2667437715945917,ROGUE,CLERIC
29,8,5,1.7112016831707155,1.3598001235744395,ROGUE,CLERIC
30,8,5,1.7485476637344899,1.451306472534153,ROGUE,CLERIC
31,8,5,1.8023626070825527,1.5760656508256643,ROGUE,CLERIC
32,8,5,1.8414250404729327,1.6561517779449142,ROGUE,CLERIC
33,8,5,1.8764974103673948,1.7181446403590872,ROGUE,CLERIC
34,8,5,1.9341010722045526,1.7780760674501073,ROGUE,CLERIC
35,8,5,1.9886749146412974,1.9424718331373603,ROGUE,CLERIC
36,8,5,2.0473397936387583,2.106590926366847,ROGUE,CLERIC
37,8,5,2.0873648102855746,2.191969963002638,ROGUE,CLERIC
38,8,5,2.1269460641626825,2.2496148955525985,ROGUE,CLERIC
39,8,5,2.135576827920471,2.2733490854538685,ROGUE,CLERIC
40,8,5,2.198120791183622,2.292020947483664,ROGUE,CLERIC
41,8,5,2.22844823243038,2.3074264711959502,ROGUE,CLERIC
42,8,5,2.2196059025223036,2.334622169613265,ROGUE,CLERIC
43,8,5,2.2339223091018434,2.30837928628409,ROGUE,CLERIC
44,8,5,2.2342214522162784,2.3483277623548515,ROGUE,CLERIC
45,8,5,2.2273286461707453,2.352833146927158,ROGUE,CLERIC
46,8,5,2.188333900482764,2.3546052900916603,ROGUE,CLERIC
47,8,5,2.1486550641208524,2.418319397321511,ROGUE,CLERIC
48,8,5,2.11679804110263,2.463632714076658,ROGUE,CLERIC
49,8,5,2.086211571549379,2.509974572487006,ROGUE,CLERIC
50,8,5,2.0899564746658994,2.5341759102903705,ROGUE,CLERIC
51,8,5,2.088814760784552,2.579662659699866,ROGUE,CLERIC
52,8,5,2.081131754972132,2.5846211930649954,ROGUE,CLERIC
53,8,5,2.062992005005193,2.645250726956161,ROGUE,CLERIC
54,8,5,2.0538485804391327,2.64304853256212,ROGUE,CLERIC
55,8,5,2.0447323086839164,2.6878012719787847,ROGUE,CLERIC
56,8,5,2.0317858295920477,2.6995889080207114,ROGUE,CLERIC
57,8,5,2.0143993599419208,2.6904714712125744,ROGUE,CLERIC
58,8,5,1.9930454209686532,2.6686476903866163,ROGUE,CLERIC
59,8,5,1.9976999818106522,2.67576949639603,WARRIOR,CLERIC
60,8,5,2.0306067069786105,2.6717735322880465,WARRIOR,CLERIC
61,8,5,2.0706515263417824,2.6747519252716456,WARRIOR,CLERIC
62,8,5,2.1150694865842645,2.658604165843581,WARRIOR,CLERIC
63,8,5,2.161137120024481,2.6791319894532206,WARRIOR,CLERIC
64,8,5,2.2064771742050127,2.7103634575754487,WARRIOR,CLERIC
65,8,5,2.2622759548831084,2.7535768221586654,WARRIOR,CLERIC
66,8,5,2.3163126925660915,2.8063854578492142,WARRIOR,CLERIC
67,8,5,2.3732243199854786,2.853384584768026,WARRIOR,CLERIC
68,8,5,2.434581478515696,2.900746045576952,WARRIOR,CLERIC
69,8,5,2.5456545360339033,2.954012535678552,WARRIOR,PALADIN
70,8,5,2.655436309780157,3.002479438201955,WARRIOR,PALADIN
71,8,5,2.769341690630367,3.052022455471848,WARRIOR,PALADIN
72,8,5,2.88936871214569,3.1028344218606785,WARRIOR,PALADIN
73,8,5,3.0058936701929717,3.1549441367782816,WARRIOR,PALADIN
74,8,5,3.1321170510369534,3.1987335094581626,WARRIOR,PALADIN
75,8,5,3.260942757306573,3.2463313388001236,WARRIOR,PALADIN
76,8,5,3.3908992669560822,3.2924378476724137,WARRIOR,PALADIN
77,8,5,3.5228490599217954,3.340479507853722,WARRIOR,PALADIN
78,8,5,3.6528824995465614,3.3865466066141936,WARRIOR,PALADIN
79,8,5,3.790575000358931,3.4340759685904,WARRIOR,PALADIN
80,8,5,3.92705886953848,3.480874317227123,WARRIOR,PALADIN
81,8,5,4.065736923537089,3.525595690389971,WARRIOR,PALADIN
82,8,5,4.207626993908131,3.5725574312456265,WARRIOR,PALADIN
83,8,5,4.344314575736541,3.6203163410073014,WARRIOR,PALADIN
84,8,5,4.488520364077053,3.6959077804584517,WARRIOR,PALADIN
85,8,5,4.634754565640997,3.791324616745695,WARRIOR,PALADIN
86,8,5,4.783245024919269,3.888573135129181,WARRIOR,PALADIN
87,8,5,4.935604873653654,3.975525556815418,WARRIOR,PALADIN
88,8,5,5.08423815950334,4.071202800712959,WARRIOR,PALADIN
89,8,5,5.240858693813566,4.172713541069961,WARRIOR,PALADIN
90,8,5,5.39896658445822,4.267225529062246,WARRIOR,PALADIN
91,8,5,5.5582905112514736,4.357545789517214,WARRIOR,PALADIN
92,8,5,5.719205107551817,4.455909227652555,WARRIOR,PALADIN
93,8,5,5.8762435740121965,4.562152183170731,WARRIOR,PALADIN
94,8,5,6.038318477752314,4.668679082176852,WARRIOR,PALADIN
95,8,5,6.1990936889044335,4.77430335912068,WARRIOR,PALADIN
96,8,5,6.362161425305568,4.871894544740196,WARRIOR,PALADIN
97,8,5,6.520077687049075,4.9633925033435,WARRIOR,PALADIN
98,8,5,6.681369794618908,5.0692455524267155,WARRIOR,PALADIN
99,8,5,6.843466986799718,5.169493025986682,WARRIOR,PALADIN
100,8,5,7.006468490237983,5.270140603570894,WARRIOR,PALADIN
101,8,5,7.165625309832246,5.37149846298961,WARRIOR,PALADIN
