,,cap_h,cap_h,cap_h,raw_proc_pct,raw_proc_pct,raw_proc_pct,search_s,search_s,search_s,sale_bonus_pct,sale_bonus_pct,sale_bonus_pct
36,CLERIC,8.236554,8.20877,8.281821,16.40125,15.946667,17.095,4.885,4.866667,4.906667,2.45,1.6,3.466667
36,MAGE,8.235643,8.207832,8.28095,16.40125,14.946667,17.043333,4.885,4.866667,4.906667,2.45,1.6,3.466667
36,PALADIN,8.234559,8.207832,8.271765,15.396042,14.598333,16.768333,4.880833,4.853333,4.9,6.416667,4.8,7.733333
36,RANGER,8.235262,8.204537,8.27352,15.5925,14.788333,16.865,4.723333,4.666667,4.76,2.55,1.6,3.466667
36,ROGUE,8.233269,8.214847,8.257171,15.756458,14.631667,16.705,4.693333,4.653333,4.72,2.483333,2.133333,2.666667
36,WARRIOR,8.338273,8.302953,8.368383,15.514375,14.691667,15.761667,4.880833,4.853333,4.9,2.65,1.466667,3.333333
37,CLERIC,8.244747,8.216709,8.29265,16.835833,16.005,17.161667,4.884167,4.866667,4.906667,2.483333,1.6,3.466667
37,MAGE,8.243844,8.215778,8.291788,16.460833,15.005,17.105,4.884167,4.866667,4.906667,2.483333,1.6,3.466667
37,PALADIN,8.242884,8.215313,8.282691,15.675833,14.628333,16.803333,4.8775,4.853333,4.9,6.633333,4.933333,7.866667
37,RANGER,8.2432,8.212048,8.281821,15.762292,14.828333,16.903333,4.7175,4.66,4.76,2.583333,1.6,3.466667
37,ROGUE,8.24173,8.223192,8.266481,16.034375,15.576667,16.738333,4.685,4.646667,4.713333,2.55,2.266667,2.8
37,WARRIOR,8.353667,8.31571,8.38498,15.669167,14.721667,16.796667,4.8775,4.853333,4.9,2.683333,1.466667,3.333333
38,CLERIC,8.248735,8.219956,8.296954,16.990625,16.033333,18.088333,4.884167,4.866667,4.906667,2.566667,1.6,3.466667
38,MAGE,8.247835,8.219029,8.296094,16.740625,15.033333,18.088333,4.884167,4.866667,4.906667,2.566667,1.6,3.466667
38,PALADIN,8.246992,8.219956,8.287465,15.941458,14.746667,16.823333,4.876667,4.853333,4.9,6.7,4.933333,8.0
38,RANGER,8.247422,8.216709,8.286598,16.034792,14.851667,17.0,4.715,4.653333,4.76,2.633333,1.6,3.466667
38,ROGUE,8.245621,8.226875,8.270886,16.299583,15.591667,16.753333,4.68,4.64,4.713333,2.566667,2.266667,2.8
38,WARRIOR,8.361456,8.32204,8.39261,15.684792,14.74,16.816667,4.876667,4.853333,4.9,2.7,1.466667,3.466667
39,CLERIC,8.256836,8.227794,8.306368,17.051667,16.086667,18.153333,4.880833,4.866667,4.9,2.566667,1.6,3.466667
39,MAGE,8.255943,8.226875,8.305515,17.051667,16.086667,18.153333,4.880833,4.866667,4.9,2.566667,1.6,3.466667
39,PALADIN,8.25555,8.228711,8.296954,16.220625,15.631667,16.858333,4.875833,4.846667,4.9,6.9,5.2,8.133333
39,RANGER,8.255533,8.224114,8.296094,16.33125,15.866667,17.056667,4.709167,4.653333,4.76,2.633333,1.6,3.466667
39,ROGUE,8.253582,8.234198,8.279206,16.453333,15.646667,16.783333,4.6725,4.633333,4.706667,2.633333,2.4,2.8
39,WARRIOR,8.377217,8.335442,8.407762,15.963958,14.771667,16.851667,4.875833,4.846667,4.9,2.75,1.6,3.466667
40,CLERIC,8.265321,8.235564,8.315287,17.238542,16.148333,18.325,4.8775,4.866667,4.9,2.633333,1.6,3.6
40,MAGE,8.264435,8.234653,8.31444,17.113542,16.148333,18.216667,4.8775,4.866667,4.9,2.633333,1.6,3.6
40,PALADIN,8.263868,8.236929,8.307646,16.25,15.66,16.888333,4.875,4.846667,4.9,7.1,5.466667,8.266667
40,RANGER,8.264426,8.233285,8.305088,16.502083,15.915,17.106667,4.698333,4.633333,4.746667,2.7,1.6,3.6
40,ROGUE,8.261924,8.242368,8.288331,16.606458,15.735,16.811667,4.663333,4.626667,4.686667,2.666667,2.4,2.933333
40,WARRIOR,8.393114,8.349949,8.424739,16.493333,15.653333,16.881667,4.875,4.846667,4.9,2.816667,1.733333,3.466667
41,CLERIC,8.274103,8.242368,8.325823,17.676042,16.298333,18.39,4.876667,4.866667,4.9,2.633333,1.6,3.6
41,MAGE,8.273225,8.241463,8.324984,17.551042,16.21,18.286667,4.876667,4.866667,4.9,2.633333,1.6,3.6
41,PALADIN,8.272013,8.243723,8.317401,16.406458,15.726667,16.925,4.874167,4.846667,4.9,7.283333,5.6,8.4
41,RANGER,8.273064,8.241011,8.313593,16.675,15.986667,17.155,4.691667,4.626667,4.746667,2.716667,1.6,3.6
41,ROGUE,8.270692,8.250021,8.298242,16.760417,15.76,17.686667,4.651667,4.62,4.686667,2.733333,2.4,2.933333
41,WARRIOR,8.409055,8.364715,8.44077,16.649792,15.84,16.918333,4.874167,4.846667,4.9,2.833333,1.733333,3.466667
42,CLERIC,8.283042,8.249124,8.335025,17.99125,17.27,19.35,4.8725,4.86,4.9,2.7,1.6,3.6
42,MAGE,8.282171,8.248226,8.334192,17.86625,16.27,19.35,4.8725,4.86,4.9,2.7,1.6,3.6
42,PALADIN,8.280216,8.251813,8.325823,16.810833,15.758333,17.96,4.873333,4.846667,4.9,7.533333,5.733333,8.666667
42,RANGER,8.282132,8.250021,8.321619,17.224583,16.036667,18.21,4.6775,4.606667,4.733333,2.75,1.6,3.6
42,ROGUE,8.279175,8.257617,8.306794,17.165,15.791667,17.87,4.645,4.606667,4.68,2.75,2.4,3.066667
42,WARRIOR,8.425181,8.378929,8.455884,16.804167,15.87,17.953333,4.873333,4.846667,4.9,2.95,1.866667,3.6
43,CLERIC,8.291953,8.25628,8.34582,18.3075,17.335,19.418333,4.869167,4.853333,4.9,2.716667,1.6,3.6
43,MAGE,8.291089,8.255389,8.344993,18.0575,16.335,19.418333,4.869167,4.853333,4.9,2.716667,1.6,3.6
43,PALADIN,8.288565,8.25984,8.336275,17.342292,16.741667,18.0,4.871667,4.846667,4.9,7.733333,6.0,9.2
43,RANGER,8.290904,8.258506,8.330014,17.274583,16.088333,18.261667,4.668333,4.593333,4.726667,2.783333,1.6,3.6
43,ROGUE,8.287271,8.265598,8.31571,17.570625,16.77,17.903333,4.636667,4.606667,4.673333,2.766667,2.4,3.066667
43,WARRIOR,8.44164,8.393411,8.473552,17.085625,15.896667,17.993333,4.871667,4.846667,4.9,3.016667,2.0,3.866667
44,CLERIC,8.301073,8.264272,8.355299,18.5,17.398333,19.595,4.865833,4.846667,4.9,2.766667,1.6,3.733333
44,MAGE,8.300215,8.263387,8.354477,18.5,17.398333,19.483333,4.865833,4.846667,4.9,2.766667,1.6,3.733333
44,PALADIN,8.29702,8.267805,8.345406,17.373125,16.768333,18.035,4.87,4.846667,4.9,7.866667,6.266667,9.2
44,RANGER,8.300245,8.26604,8.340433,17.574167,17.105,18.315,4.655833,4.58,4.706667,2.833333,1.6,3.733333
44,ROGUE,8.295784,8.273082,8.326663,17.60125,16.796667,17.935,4.626667,4.6,4.666667,2.833333,2.4,3.066667
44,WARRIOR,8.458429,8.408555,8.490299,17.366458,15.93,18.028333,4.87,4.846667,4.9,3.066667,2.0,3.866667
45,CLERIC,8.310113,8.270446,8.365939,18.819167,17.563333,19.666667,4.865,4.846667,4.9,2.816667,1.6,3.733333
45,MAGE,8.309262,8.269566,8.365123,18.819167,17.463333,19.56,4.865,4.846667,4.9,2.816667,1.6,3.733333
45,PALADIN,8.305733,8.276586,8.35612,17.654792,16.846667,19.075,4.8675,4.84,4.9,8.016667,6.533333,9.2
45,RANGER,8.309524,8.27352,8.349537,17.750208,17.183333,18.37,4.65,4.573333,4.706667,2.9,1.6,3.866667
45,ROGUE,8.304773,8.280078,8.336275,17.757708,16.89,17.968333,4.616667,4.593333,4.66,2.85,2.4,3.066667
45,WARRIOR,8.475589,8.42356,8.508407,17.898125,16.961667,19.068333,4.8675,4.84,4.9,3.116667,2.133333,3.866667
46,CLERIC,8.318935,8.27746,8.376502,19.266042,18.533333,19.741667,4.863333,4.84,4.9,2.833333,1.6,3.733333
46,MAGE,8.31809,8.276586,8.375692,19.016042,17.533333,19.676667,4.863333,4.84,4.9,2.833333,1.6,3.733333
46,PALADIN,8.313795,8.282691,8.366754,17.814167,16.886667,19.116667,4.865,4.84,4.9,8.183333,6.533333,9.466667
46,RANGER,8.318463,8.28095,8.35981,18.302917,17.228333,19.426667,4.6425,4.56,4.706667,2.9,1.6,3.866667
46,ROGUE,8.313749,8.287898,8.346647,18.412708,16.923333,19.005,4.606667,4.573333,4.653333,2.883333,2.4,3.066667
46,WARRIOR,8.492263,8.438822,8.526355,17.9325,17.0,19.11,4.865,4.84,4.9,3.15,2.133333,3.866667
47,CLERIC,8.332191,8.289628,8.391007,19.501042,18.636667,19.858333,4.861667,4.833333,4.9,2.9,1.733333,3.866667
47,MAGE,8.331354,8.288763,8.390205,19.251042,17.636667,19.858333,4.861667,4.833333,4.9,2.9,1.733333,3.866667
47,PALADIN,8.32665,8.294804,8.380545,18.613542,17.865,20.178333,4.863333,4.84,4.893333,8.333333,6.666667,9.466667
47,RANGER,8.331624,8.291356,8.37326,18.384167,17.305,19.515,4.630833,4.56,4.693333,2.95,1.733333,3.866667
47,ROGUE,8.327325,8.298671,8.362673,18.706667,17.896667,19.045,4.594167,4.566667,4.633333,3.0,2.4,3.333333
47,WARRIOR,8.518072,8.463587,8.552628,18.356875,17.055,19.171667,4.863333,4.84,4.893333,3.166667,2.133333,3.866667
48,CLERIC,8.341396,8.298242,8.401001,19.82625,18.71,20.938333,4.86,4.833333,4.9,2.916667,1.733333,3.866667
48,MAGE,8.340565,8.297383,8.400204,19.57625,18.71,20.818333,4.86,4.833333,4.9,2.916667,1.733333,3.866667
48,PALADIN,8.335108,8.302098,8.391007,18.646875,17.896667,20.213333,4.86,4.84,4.893333,8.516667,6.8,9.6
48,RANGER,8.340784,8.299529,8.382563,18.815,18.335,19.575,4.6225,4.553333,4.686667,2.983333,1.733333,3.866667
48,ROGUE,8.335883,8.305088,8.372448,18.739167,17.925,19.081667,4.5875,4.56,4.626667,3.016667,2.4,3.333333
48,WARRIOR,8.535197,8.479659,8.570213,18.765208,17.89,20.206667,4.86,4.84,4.893333,3.2,2.133333,4.0
49,CLERIC,8.354851,8.309773,8.414494,20.192292,18.93,21.058333,4.8575,4.833333,4.9,2.95,1.866667,3.866667
49,MAGE,8.354028,8.308923,8.413704,20.192292,18.815,20.991667,4.8575,4.833333,4.9,2.95,1.866667,3.866667
49,PALADIN,8.347809,8.31444,8.404584,18.823958,17.943333,20.275,4.853333,4.826667,4.886667,8.833333,6.933333,10.133333
49,RANGER,8.35445,8.310623,8.396612,19.275,18.438333,20.515,4.611667,4.54,4.68,3.033333,1.866667,3.866667
49,ROGUE,8.349288,8.316133,8.388197,19.1625,18.051667,20.055,4.576667,4.54,4.62,3.066667,2.533333,3.466667
49,WARRIOR,8.561314,8.503896,8.598865,19.067292,18.146667,20.268333,4.853333,4.826667,4.886667,3.283333,2.133333,4.266667
50,CLERIC,8.364414,8.318668,8.424346,20.769792,19.89,21.141667,4.854167,4.826667,4.893333,3.033333,2.0,3.866667
50,MAGE,8.363596,8.317824,8.42356,20.394792,18.89,21.073333,4.854167,4.826667,4.893333,3.033333,2.0,3.866667
50,PALADIN,8.356251,8.322461,8.412913,19.233542,18.048333,20.313333,4.850833,4.826667,4.88,9.016667,7.066667,10.4
50,RANGER,8.363923,8.319512,8.404584,19.582708,18.491667,20.73,4.6025,4.533333,4.66,3.083333,2.0,4.0
50,ROGUE,8.358328,8.323723,8.398608,19.444792,18.085,20.138333,4.57,4.526667,4.606667,3.116667,2.533333,3.6
50,WARRIOR,8.57906,8.521137,8.618254,19.101875,18.183333,20.306667,4.850833,4.826667,4.88,3.3,2.133333,4.266667
51,CLERIC,8.37815,8.329177,8.439212,21.141875,20.006667,22.273333,4.850833,4.82,4.893333,3.1,2.0,3.866667
51,MAGE,8.37734,8.328339,8.438433,20.766875,19.006667,21.273333,4.850833,4.82,4.893333,3.1,2.0,3.866667
51,PALADIN,8.369218,8.334609,8.426309,19.663125,18.105,21.368333,4.843333,4.82,4.873333,9.233333,7.333333,10.666667
51,RANGER,8.377928,8.330014,8.418836,19.9225,18.728333,21.655,4.586667,4.513333,4.653333,3.15,2.0,4.133333
51,ROGUE,8.372443,8.337108,8.414889,19.867083,19.041667,20.225,4.553333,4.513333,4.6,3.166667,2.533333,3.6
51,WARRIOR,8.606341,8.545628,8.648117,19.531458,18.241667,20.361667,4.843333,4.82,4.873333,3.366667,2.133333,4.266667
52,CLERIC,8.387211,8.335859,8.447761,21.349792,20.205,22.363333,4.846667,4.806667,4.893333,3.15,2.133333,3.866667
52,MAGE,8.386405,8.335025,8.446986,21.099792,20.081667,22.191667,4.846667,4.806667,4.893333,3.15,2.133333,3.866667
52,PALADIN,8.377981,8.342508,8.437263,19.823958,19.068333,21.406667,4.8425,4.813333,4.873333,9.416667,7.333333,10.666667
52,RANGER,8.387193,8.336692,8.427878,20.483542,19.63,21.901667,4.576667,4.506667,4.64,3.2,2.133333,4.266667
52,ROGUE,8.381642,8.344993,8.425917,20.149375,19.166667,21.16,4.5425,4.493333,4.586667,3.183333,2.533333,3.6
52,WARRIOR,8.624686,8.562902,8.668185,19.942292,19.061667,21.4,4.8425,4.813333,4.873333,3.4,2.266667,4.266667
53,CLERIC,8.400909,8.348299,8.460509,21.851042,21.203333,22.496667,4.844167,4.8,4.886667,3.216667,2.133333,4.0
53,MAGE,8.400111,8.347473,8.459739,21.476042,20.203333,22.333333,4.844167,4.8,4.886667,3.216667,2.133333,4.0
53,PALADIN,8.391207,8.353655,8.45086,20.00125,19.19,21.46,4.840833,4.813333,4.873333,9.633333,7.733333,11.066667
53,RANGER,8.40114,8.349124,8.444657,20.7,19.718333,22.003333,4.563333,4.48,4.626667,3.266667,2.133333,4.266667
53,ROGUE,8.39494,8.357351,8.442326,20.574583,20.07,21.28,4.5275,4.466667,4.586667,3.266667,2.533333,3.866667
53,WARRIOR,8.652477,8.587301,8.699571,20.119583,19.196667,21.453333,4.840833,4.813333,4.873333,3.433333,2.4,4.266667
54,CLERIC,8.41,8.356941,8.469342,22.063333,21.285,22.588333,4.840833,4.793333,4.88,3.25,2.133333,4.133333
54,MAGE,8.409206,8.35612,8.468576,21.938333,20.285,22.588333,4.840833,4.793333,4.88,3.25,2.133333,4.133333
54,PALADIN,8.400154,8.362265,8.459354,20.41375,19.246667,21.5,4.839167,4.813333,4.873333,9.75,8.133333,11.066667
54,RANGER,8.41038,8.358991,8.455498,20.88875,19.78,22.071667,4.551667,4.473333,4.613333,3.3,2.133333,4.266667
54,ROGUE,8.40386,8.364715,8.452794,20.732292,20.143333,21.32,4.52,4.46,4.573333,3.333333,2.533333,3.866667
54,WARRIOR,8.671322,8.604626,8.720988,20.407083,19.363333,21.493333,4.839167,4.813333,4.873333,3.45,2.4,4.266667
55,CLERIC,8.424192,8.369604,8.484986,22.446875,21.56,22.731667,4.836667,4.78,4.88,3.3,2.266667,4.133333
55,MAGE,8.423405,8.36879,8.484226,22.196875,21.408333,22.731667,4.836667,4.78,4.88,3.3,2.266667,4.133333
55,PALADIN,8.413645,8.374071,8.473935,20.842708,20.193333,21.565,4.8375,4.806667,4.873333,10.0,8.4,11.466667
55,RANGER,8.424137,8.373665,8.473552,21.236458,20.061667,22.18,4.54,4.46,4.613333,3.35,2.266667,4.4
55,ROGUE,8.417563,8.376097,8.468959,21.158958,20.31,21.39,4.503333,4.44,4.566667,3.383333,2.533333,3.866667
55,WARRIOR,8.699846,8.630739,8.751458,20.836042,20.186667,21.558333,4.8375,4.806667,4.873333,3.516667,2.4,4.4
56,CLERIC,8.433919,8.376907,8.495598,22.536667,21.648333,22.828333,4.835,4.78,4.88,3.4,2.266667,4.133333
56,MAGE,8.433137,8.376097,8.494842,22.411667,21.496667,22.828333,4.835,4.78,4.88,3.4,2.266667,4.133333
56,PALADIN,8.422609,8.380949,8.483846,20.879375,20.223333,21.605,4.835,4.806667,4.866667,10.15,8.4,11.6
56,RANGER,8.433729,8.382563,8.485746,21.551042,20.933333,22.253333,4.530833,4.453333,4.6,3.433333,2.266667,4.4
56,ROGUE,8.427148,8.384175,8.479278,21.192708,20.341667,21.425,4.493333,4.44,4.553333,3.416667,2.666667,3.866667
56,WARRIOR,8.719015,8.64741,8.771149,21.122708,20.328333,21.598333,4.835,4.806667,4.866667,3.533333,2.533333,4.4
57,CLERIC,8.448264,8.390606,8.509909,22.797917,22.626667,22.978333,4.830833,4.78,4.88,3.5,2.266667,4.266667
57,MAGE,8.447488,8.389804,8.509158,22.797917,22.626667,22.978333,4.830833,4.78,4.88,3.5,2.266667,4.266667
57,PALADIN,8.436218,8.393011,8.497487,21.061667,20.271667,21.663333,4.830833,4.806667,4.866667,10.4,8.933333,11.733333
57,RANGER,8.447981,8.396612,8.502766,21.772708,21.026667,22.363333,4.515,4.44,4.586667,3.516667,2.266667,4.4
57,ROGUE,8.441155,8.397411,8.495976,21.371042,21.231667,21.483333,4.479167,4.42,4.54,3.483333,2.666667,3.866667
57,WARRIOR,8.748172,8.673792,8.802129,21.305,20.511667,21.656667,4.830833,4.806667,4.866667,3.583333,2.666667,4.4
58,CLERIC,8.462393,8.403391,8.524866,22.93875,22.761667,23.125,4.8275,4.78,4.873333,3.55,2.266667,4.4
58,MAGE,8.461623,8.402594,8.52412,22.93875,22.761667,23.125,4.8275,4.78,4.873333,3.55,2.266667,4.4
58,PALADIN,8.450155,8.404981,8.511034,21.495417,21.32,21.736667,4.8275,4.806667,4.853333,10.633333,9.2,12.133333
58,RANGER,8.462115,8.408952,8.518148,22.125417,21.335,22.475,4.5,4.426667,4.566667,3.583333,2.266667,4.533333
58,ROGUE,8.455153,8.411329,8.511784,21.425,21.28,21.541667,4.4675,4.406667,4.533333,3.533333,2.666667,4.0
58,WARRIOR,8.777895,8.700958,8.833476,21.48875,21.313333,21.73,4.8275,4.806667,4.853333,3.6,2.666667,4.533333
59,CLERIC,8.471926,8.411329,8.536013,23.035,22.856667,23.228333,4.8225,4.78,4.873333,3.566667,2.266667,4.4
59,MAGE,8.47116,8.410537,8.535272,23.035,22.856667,23.228333,4.8225,4.78,4.873333,3.566667,2.266667,4.4
59,PALADIN,8.458984,8.412517,8.52039,21.535625,21.355,21.78,4.825833,4.806667,4.853333,10.9,9.333333,12.533333
59,RANGER,8.471561,8.418442,8.528588,22.319375,22.1,22.551667,4.49,4.42,4.546667,3.616667,2.266667,4.666667
59,ROGUE,8.464333,8.418442,8.523748,21.4625,21.318333,21.583333,4.459167,4.393333,4.526667,3.566667,2.666667,4.0
59,WARRIOR,8.79758,8.718578,8.85432,21.528958,21.348333,21.773333,4.825833,4.806667,4.853333,3.683333,2.666667,4.666667
60,CLERIC,8.486142,8.423167,8.552995,23.180208,22.993333,23.383333,4.819167,4.773333,4.86,3.65,2.266667,4.666667
60,MAGE,8.485381,8.42238,8.55226,23.180208,22.993333,23.383333,4.819167,4.773333,4.86,3.65,2.266667,4.666667
60,PALADIN,8.472831,8.423953,8.535643,21.595417,21.405,21.851667,4.8225,4.806667,4.846667,11.15,9.6,12.8
60,RANGER,8.485703,8.430621,8.545628,22.422708,22.193333,22.665,4.473333,4.393333,4.526667,3.7,2.266667,4.8
60,ROGUE,8.478346,8.431795,8.539346,21.515625,21.373333,21.638333,4.445833,4.393333,4.513333,3.65,2.666667,4.133333
60,WARRIOR,8.827954,8.745321,8.885842,21.58875,21.398333,21.845,4.8225,4.806667,4.846667,3.766667,2.8,4.666667
61,CLERIC,8.501026,8.437653,8.569118,23.328125,23.138333,23.538333,4.815,4.766667,4.86,3.716667,2.266667,4.8
61,MAGE,8.500272,8.436873,8.568387,23.328125,23.138333,23.538333,4.815,4.766667,4.86,3.716667,2.266667,4.8
61,PALADIN,8.486448,8.436873,8.548946,21.654167,21.455,21.913333,4.82,4.8,4.84,11.383333,9.866667,12.933333
61,RANGER,8.500352,8.443103,8.562902,22.527292,22.288333,22.776667,4.458333,4.373333,4.506667,3.75,2.266667,4.933333
61,ROGUE,8.492439,8.444269,8.555935,21.569583,21.423333,21.7,4.433333,4.38,4.493333,3.666667,2.666667,4.133333
61,WARRIOR,8.85843,8.774193,8.91741,21.6475,21.448333,21.906667,4.82,4.8,4.84,3.8,2.933333,4.666667
62,CLERIC,8.515896,8.451634,8.585489,23.480208,23.283333,23.701667,4.81,4.753333,4.86,3.75,2.266667,4.8
62,MAGE,8.515146,8.45086,8.584764,23.480208,23.283333,23.701667,4.81,4.753333,4.86,3.75,2.266667,4.8
62,PALADIN,8.500058,8.448924,8.563268,21.71875,21.508333,21.985,4.811667,4.786667,4.833333,11.566667,10.0,13.2
62,RANGER,8.514856,8.457427,8.580408,22.637292,22.393333,22.896667,4.444167,4.353333,4.506667,3.8,2.266667,4.933333
62,ROGUE,8.50671,8.455112,8.572766,21.625625,21.478333,21.755,4.4225,4.366667,4.48,3.716667,2.666667,4.266667
62,WARRIOR,8.889044,8.802464,8.949351,21.712083,21.501667,21.978333,4.811667,4.786667,4.833333,3.8,2.933333,4.666667
63,CLERIC,8.525877,8.460894,8.59634,23.584792,23.381667,23.81,4.808333,4.753333,4.853333,3.783333,2.4,4.8
63,MAGE,8.525131,8.460124,8.595618,23.584792,23.381667,23.81,4.808333,4.753333,4.853333,3.783333,2.4,4.8
63,PALADIN,8.509123,8.457427,8.57313,21.762917,21.545,22.038333,4.810833,4.78,4.833333,11.7,10.266667,13.333333
63,RANGER,8.524752,8.467042,8.591644,22.710625,22.461667,22.975,4.4375,4.346667,4.5,3.833333,2.4,4.933333
63,ROGUE,8.516261,8.462818,8.584764,21.66375,21.515,21.796667,4.413333,4.36,4.48,3.766667,2.666667,4.266667
63,WARRIOR,8.90943,8.821839,8.971774,21.75625,21.538333,22.031667,4.810833,4.78,4.833333,3.816667,3.066667,4.666667
64,CLERIC,8.540943,8.475845,8.611449,23.743125,23.536667,23.975,4.805833,4.753333,4.846667,3.85,2.4,4.8
64,MAGE,8.540202,8.475081,8.610732,23.743125,23.536667,23.975,4.805833,4.753333,4.846667,3.85,2.4,4.8
64,PALADIN,8.5232,8.47164,8.586577,21.82625,21.601667,22.108333,4.8075,4.78,4.826667,11.933333,10.666667,13.733333
64,RANGER,8.539818,8.480421,8.610014,22.821667,22.561667,23.091667,4.4225,4.34,4.48,3.9,2.4,5.066667
64,ROGUE,8.530696,8.474699,8.601747,21.723542,21.571667,21.853333,4.399167,4.353333,4.46,3.85,2.666667,4.4
64,WARRIOR,8.940908,8.852671,9.005169,21.819583,21.595,22.101667,4.8075,4.78,4.826667,3.866667,3.066667,4.933333
65,CLERIC,8.555679,8.489541,8.627178,23.904375,23.695,24.153333,4.801667,4.746667,4.84,3.916667,2.4,4.933333
65,MAGE,8.554943,8.488783,8.626466,23.904375,23.695,24.153333,4.801667,4.746667,4.84,3.916667,2.4,4.933333
65,PALADIN,8.537265,8.483846,8.599586,21.891042,21.653333,22.183333,4.803333,4.78,4.826667,12.233333,11.066667,13.866667
65,RANGER,8.554473,8.495598,8.626822,22.935625,22.665,23.221667,4.408333,4.326667,4.46,3.983333,2.4,5.2
65,ROGUE,8.545074,8.486126,8.619326,21.781875,21.63,21.911667,4.386667,4.34,4.46,3.883333,2.666667,4.4
65,WARRIOR,8.972717,8.882572,9.040487,21.884375,21.646667,22.176667,4.803333,4.78,4.826667,3.933333,3.066667,4.933333
66,CLERIC,8.570693,8.503896,8.642455,24.067083,23.855,24.335,4.8,4.746667,4.84,3.983333,2.4,5.2
66,MAGE,8.569962,8.503143,8.641747,24.067083,23.855,24.335,4.8,4.746667,4.84,3.983333,2.4,5.2
66,PALADIN,8.551105,8.496731,8.613242,21.955833,21.701667,22.256667,4.799167,4.773333,4.82,12.466667,11.2,14.133333
66,RANGER,8.569171,8.511034,8.642455,23.05,22.765,23.35,4.393333,4.306667,4.446667,4.083333,2.4,5.2
66,ROGUE,8.560134,8.498619,8.638201,21.840625,21.688333,21.975,4.373333,4.32,4.446667,3.95,2.933333,4.533333
66,WARRIOR,9.004669,8.91352,9.073328,21.949167,21.695,22.25,4.799167,4.773333,4.82,3.983333,3.066667,4.933333
67,CLERIC,8.585197,8.518148,8.658346,24.236042,24.02,24.516667,4.796667,4.746667,4.84,4.066667,2.4,5.466667
67,MAGE,8.584471,8.517401,8.657642,24.236042,24.02,24.516667,4.796667,4.746667,4.84,4.066667,2.4,5.466667
67,PALADIN,8.564905,8.509158,8.626466,22.021042,21.758333,22.333333,4.7975,4.766667,4.82,12.833333,11.733333,14.266667
67,RANGER,8.583728,8.526355,8.65905,23.168542,22.875,23.478333,4.38,4.306667,4.433333,4.166667,2.4,5.466667
67,ROGUE,8.574592,8.509909,8.655528,21.899792,21.746667,22.043333,4.361667,4.306667,4.433333,4.05,3.2,4.666667
67,WARRIOR,9.036764,8.944529,9.107465,22.014375,21.751667,22.326667,4.7975,4.766667,4.82,4.133333,3.066667,4.933333
68,CLERIC,8.59502,8.528216,8.668536,24.3525,24.14,24.64,4.7925,4.746667,4.833333,4.1,2.4,5.466667
68,MAGE,8.594297,8.527472,8.667835,24.3525,24.14,24.64,4.7925,4.746667,4.833333,4.1,2.4,5.466667
68,PALADIN,8.574299,8.517775,8.635716,22.067083,21.795,22.386667,4.794167,4.766667,4.813333,13.033333,11.733333,14.533333
68,RANGER,8.593416,8.537495,8.669237,23.250625,22.95,23.565,4.370833,4.306667,4.42,4.183333,2.4,5.466667
68,ROGUE,8.584261,8.517775,8.666431,21.941667,21.785,22.086667,4.351667,4.3,4.426667,4.1,3.333333,4.8
68,WARRIOR,9.058505,8.965701,9.130282,22.060417,21.788333,22.38,4.794167,4.766667,4.813333,4.15,3.066667,4.933333
69,CLERIC,8.609874,8.543044,8.684621,24.526042,24.316667,24.823333,4.788333,4.733333,4.833333,4.133333,2.4,5.6
69,MAGE,8.609156,8.542305,8.683923,24.526042,24.316667,24.823333,4.788333,4.733333,4.833333,4.133333,2.4,5.6
69,PALADIN,8.588817,8.53119,8.648823,22.135417,21.855,22.463333,4.791667,4.766667,4.806667,13.25,12.133333,14.666667
69,RANGER,8.607964,8.553363,8.685318,23.371458,23.06,23.693333,4.355,4.28,4.406667,4.216667,2.4,5.6
69,ROGUE,8.599159,8.529332,8.683574,22.003333,21.843333,22.15,4.335833,4.293333,4.4,4.15,3.333333,4.933333
69,WARRIOR,9.092007,8.998195,9.166736,22.12875,21.848333,22.456667,4.791667,4.766667,4.806667,4.216667,3.2,4.933333
70,CLERIC,8.625076,8.558138,8.700264,24.7025,24.495,25.01,4.783333,4.726667,4.826667,4.183333,2.4,5.733333
70,MAGE,8.624362,8.557404,8.699571,24.7025,24.495,25.01,4.783333,4.726667,4.826667,4.183333,2.4,5.733333
70,PALADIN,8.602826,8.543413,8.662919,22.20375,21.918333,22.541667,4.789167,4.766667,4.806667,13.5,12.533333,14.933333
70,RANGER,8.622824,8.568022,8.700958,23.49375,23.176667,23.825,4.34,4.26,4.393333,4.283333,2.4,5.733333
70,ROGUE,8.613656,8.541566,8.699918,22.065833,21.896667,22.216667,4.32,4.273333,4.393333,4.233333,3.333333,5.2
70,WARRIOR,9.125172,9.029483,9.204421,22.197083,21.911667,22.535,4.789167,4.766667,4.806667,4.283333,3.333333,5.066667
71,CLERIC,8.640279,8.573495,8.716856,24.883333,24.676667,25.208333,4.776667,4.726667,4.82,4.216667,2.4,5.733333
71,MAGE,8.639569,8.572766,8.716166,24.883333,24.676667,25.208333,4.776667,4.726667,4.82,4.216667,2.4,5.733333
71,PALADIN,8.617346,8.555935,8.675891,22.273333,21.971667,22.616667,4.786667,4.766667,4.806667,13.766667,12.8,15.066667
71,RANGER,8.637724,8.583313,8.717545,23.62,23.288333,23.963333,4.323333,4.26,4.373333,4.3,2.4,5.733333
