level,class,hp,mp,dex,cha,cap_h,capacity_bonus_h,proc_bonus_pp,raw_proc_pct,search_s,search_reduction_pct,sale_bonus_pct,variant
51,PALADIN,724.75,682.0,27.25,69.5,9.346348054523844,1.3463480545238449,3.8009343746353292,22.80093437463533,4.673633103576751,6.527337928464977,11.638345271116295,prior
51,RANGER,736.25,968.5,70.0,26.0,9.351926990440802,1.3519269904408024,4.505946504908457,23.505946504908458,4.500663476544724,9.986730469105519,8.390932738758826,prior
51,ROGUE,716.25,710.0,66.75,26.0,9.342323475971053,1.3423234759710536,3.8847586097815103,22.63475860978151,4.509369978272186,9.812600434556277,8.432065217391305,prior
51,WARRIOR,1313.25,678.0,27.25,26.75,9.578165796070436,1.5781657960704374,3.7891203771094673,23.03912037710947,4.673633103576751,6.527337928464977,8.559046254734495,prior
52,CLERIC,718.25,1345.25,28.25,25.5,9.340326234863817,1.340326234863817,5.13293417037748,23.88293417037748,4.6666676900602475,6.666646198795053,8.337513935340022,prior
52,MAGE,716.25,1345.25,28.25,25.5,9.339072707795625,1.3390727077956242,5.13293417037748,24.13293417037748,4.6666676900602475,6.666646198795053,8.337513935340022,prior
52,PALADIN,746.5,703.25,27.5,70.5,9.359271269859626,1.3592712698596263,3.8618991052857012,23.1118991052857,4.6715771825241195,6.568456349517609,11.675706184199282,prior
52,RANGER,759.5,1003.75,71.0,26.25,9.365544663350875,1.3655446633508745,4.576157665569423,23.576157665569426,4.4984622403449865,10.030755193100276,8.41618526401135,prior
52,ROGUE,739.75,730.25,67.75,26.5,9.356463659607531,1.356463659607532,3.9409041626911687,22.69090416269117,4.506943216339207,9.861135673215864,8.509684679810418,prior
52,WARRIOR,1363.25,699.25,27.5,27.0,9.59042893467344,1.5904289346734393,3.850424862813566,23.10042486281357,4.6715771825241195,6.568456349517609,8.59229093558556,prior
53,CLERIC,751.25,1421.0,28.25,26.25,9.359986275591147,1.3599862755911483,5.232899537803155,24.482899537803156,4.6666676900602475,6.666646198795053,8.45352564102564,prior
53,MAGE,749.25,1421.0,28.25,26.25,9.358806230229895,1.358806230229895,5.2328995378031555,24.482899537803156,4.6666676900602475,6.666646198795053,8.45352564102564,prior
53,PALADIN,777.75,733.75,28.0,73.0,9.376968386711326,1.3769683867113263,3.946713369808317,23.696713369808318,4.668357932516765,6.632841349664703,11.764639323471323,prior
53,RANGER,795.75,1055.25,72.75,27.25,9.385582755926663,1.3855827559266634,4.673834270680334,23.923834270680334,4.49450329566855,10.109934086629002,8.556547619047619,prior
53,ROGUE,774.5,762.5,69.0,27.25,9.37625312567791,1.3762531256779083,4.027041132951553,23.027041132951553,4.503583361592305,9.928332768153908,8.599120454120142,prior
53,WARRIOR,1439.0,729.75,28.0,27.75,9.60770733437251,1.6077073343725106,3.9357045268896553,23.435704526889655,4.668357932516765,6.632841349664703,8.692099825640197,prior
54,CLERIC,773.5,1471.5,29.0,26.75,9.372644040995862,1.372644040995863,5.295749563146506,24.795749563146508,4.661530701888077,6.769385962238466,8.531145103444754,prior
54,MAGE,771.5,1471.5,29.0,26.75,9.37151022755828,1.371510227558281,5.295749563146506,24.795749563146508,4.661530701888077,6.769385962238466,8.531145103444754,prior
54,PALADIN,798.75,754.75,28.25,74.75,9.388215685894439,1.3882156858944388,4.002772382901259,24.002772382901263,4.666917524263912,6.661649514721771,11.823461100455527,prior
54,RANGER,820.5,1090.0,75.0,28.25,9.398600354483493,1.3986003544834928,4.736530257018691,24.486530257018693,4.489314048379095,10.213719032418092,8.680349347476584,prior
54,ROGUE,797.0,783.75,70.25,27.75,9.388452651070091,1.3884526510700916,4.081847186073907,23.581847186073908,4.500441507270336,9.991169854593272,8.662091098864199,prior
54,WARRIOR,1490.0,750.75,28.25,28.0,9.618520731282182,1.6185207312821812,3.9920648372685497,23.74206483726855,4.666917524263912,6.661649514721771,8.729978613518986,prior
55,CLERIC,804.5,1552.5,30.0,27.0,9.389183242106235,1.3891832421062342,5.390757202520961,24.89075720252096,4.655157715260017,6.896845694799659,8.558358456129806,prior
55,MAGE,802.5,1552.5,30.0,27.0,9.388107962790906,1.3881079627909059,5.390757202520961,25.140757202520962,4.655157715260017,6.896845694799659,8.558358456129806,prior
55,PALADIN,831.25,786.5,29.0,76.5,9.404864532516072,1.404864532516072,4.084570642206192,24.084570642206195,4.662676114334947,6.746477713301067,11.881069934183808,prior
55,RANGER,856.5,1144.75,77.5,28.25,9.4164147147902,1.4164147147902004,4.830790498153725,24.580790498153725,4.483922931325841,10.321541373483187,8.680349347476584,prior
55,ROGUE,831.5,817.0,71.75,28.0,9.406343327810845,1.4063433278108444,4.165267380813727,23.66526738081373,4.496913624464492,10.061727510710162,8.695335779715263,prior
55,WARRIOR,1570.0,782.5,29.0,28.0,9.634346312757764,1.6343463127577635,4.074295098244944,24.074295098244946,4.662676114334947,6.746477713301067,8.729978613518986,prior
56,CLERIC,827.0,1607.75,30.0,27.5,9.40075391217618,1.4007539121761794,5.451806742219715,25.201806742219716,4.655157715260017,6.896845694799659,8.615176151761517,prior
56,MAGE,825.0,1607.75,30.0,27.5,9.399718852715024,1.3997188527150235,5.451806742219715,25.451806742219716,4.655157715260017,6.896845694799659,8.615176151761517,prior
56,PALADIN,853.0,807.25,29.75,78.0,9.415567614241732,1.415567614241732,4.13667291453599,24.136672914535993,4.6575705713319815,6.848588573360379,11.928573767056912,prior
56,RANGER,881.0,1182.75,79.0,28.5,9.428042176439886,1.4280421764398858,4.893062709215904,24.893062709215904,4.48078496093771,10.384300781245818,8.710961592374543,prior
56,ROGUE,854.75,839.25,72.25,28.0,9.417819265820668,1.4178192658206683,4.219133741770223,23.719133741770225,4.495845314969899,10.083093700602024,8.695335779715263,prior
56,WARRIOR,1623.75,803.25,29.75,28.5,9.644281091660924,1.6442810916609236,4.1266692056652285,24.12666920566523,4.6575705713319815,6.848588573360379,8.796822742474916,prior
57,CLERIC,859.75,1690.25,30.5,27.75,9.416942297738256,1.4169422977382564,5.537896558139167,25.537896558139167,4.652005986820958,6.9598802635808426,8.651408035819488,prior
57,MAGE,857.75,1690.25,30.5,27.75,9.415962392398297,1.415962392398297,5.537896558139167,25.537896558139167,4.652005986820958,6.9598802635808426,8.651408035819488,prior
57,PALADIN,887.5,840.5,30.0,79.75,9.431858502385012,1.4318585023850114,4.217437712072358,24.21743771207236,4.6559429671653145,6.881140656693712,11.984765797028354,prior
57,RANGER,916.25,1238.5,80.75,29.0,9.444014807190861,1.4440148071908618,4.980061789524861,24.98006178952486,4.477316519105312,10.453669617893755,8.769110484030412,prior
57,ROGUE,890.5,875.75,74.75,28.25,9.434524008579496,1.4345240085794964,4.303916517189907,24.303916517189908,4.490224883490498,10.19550233019003,8.727223534817304,prior
57,WARRIOR,1707.25,836.5,30.0,29.5,9.65871315420448,1.6587131542044813,4.207848379237574,24.207848379237575,4.6559429671653145,6.881140656693712,8.921382642474544,prior
58,CLERIC,893.25,1774.25,30.75,28.5,9.432796916629467,1.4327969166294667,5.619843749529964,25.619843749529966,4.650607329531955,6.987853409360893,8.749626332746537,prior
58,MAGE,891.25,1774.25,30.75,28.5,9.431869830381558,1.431869830381559,5.619843749529964,25.619843749529966,4.650607329531955,6.987853409360893,8.749626332746537,prior
58,PALADIN,922.0,873.5,30.75,81.0,9.447173290663965,1.4471732906639643,4.29377626102074,24.293776261020742,4.651608090185676,6.967838196286472,12.021459961503675,prior
58,RANGER,951.75,1294.75,82.0,30.0,9.45924152088154,1.4592415208815397,5.063122084730154,25.063122084730153,4.474894582973554,10.502108340528919,8.883754499661588,prior
58,ROGUE,927.0,911.75,76.75,28.75,9.450654195159665,1.450654195159665,4.383758442209068,24.383758442209068,4.48609910274352,10.278017945129594,8.79905808477237,prior
58,WARRIOR,1791.5,869.5,30.75,29.75,9.67212435194652,1.6721243519465196,4.284569131046906,24.284569131046908,4.651608090185676,6.967838196286472,8.947588093208298,prior
59,CLERIC,915.25,1831.75,31.25,29.25,9.442677899752184,1.4426778997521845,5.672743711007448,25.67274371100745,4.647621029713115,7.047579405737705,8.84378576428627,prior
59,MAGE,913.25,1831.75,31.25,29.25,9.441782887935107,1.4417828879351071,5.672743711007448,25.67274371100745,4.647621029713115,7.047579405737705,8.84378576428627,prior
59,PALADIN,944.75,894.5,31.0,82.25,9.456831365998733,1.4568313659987333,4.34098589886366,24.34098589886366,4.650078369905956,6.998432601880878,12.057606301278149,prior
59,RANGER,974.75,1333.5,82.75,30.5,9.468651675671179,1.468651675671178,5.117662579716982,25.117662579716985,4.473507698265292,10.529846034694161,8.953563281850672,prior
59,ROGUE,950.25,935.5,78.0,29.0,9.460497092014593,1.460497092014593,4.434666315617699,24.4346663156177,4.483783295501358,10.324334089972833,8.829670329670328,prior
59,WARRIOR,1848.0,890.5,31.0,29.75,9.680524689721928,1.6805246897219281,4.332011846515072,24.332011846515073,4.650078369905956,6.998432601880878,8.947588093208298,prior
60,CLERIC,948.75,1920.0,31.5,29.75,9.457064061640013,1.4570640616400126,5.749556298042709,25.749556298042712,4.646043505674653,7.079129886506935,8.905689218728952,prior
60,MAGE,946.75,1920.0,31.5,29.75,9.456214679737048,1.4562146797370485,5.749556298042709,25.749556298042712,4.646043505674653,7.079129886506935,8.905689218728952,prior
60,PALADIN,977.25,930.0,31.25,84.5,9.470067701147451,1.470067701147451,4.417902195182041,24.417902195182045,4.64816063174114,7.0367873651771955,12.122038528790586,prior
60,RANGER,1011.25,1393.75,84.0,31.25,9.483032753771022,1.4830327537710217,5.198628470533105,25.198628470533105,4.471294469226264,10.574110615474712,9.035297513659827,prior
60,ROGUE,988.5,969.5,80.5,29.0,9.47586123198187,1.4758612319818702,4.505572307370592,24.505572307370592,4.478639736622074,10.427205267558529,8.829670329670328,prior
60,WARRIOR,1933.0,926.0,31.25,30.5,9.69239397233596,1.6923939723359598,4.409300900359738,24.40930090035974,4.64816063174114,7.0367873651771955,9.033008916549289,prior
61,CLERIC,983.5,2008.5,31.75,30.5,9.471358735024797,1.471358735024797,5.82176403356971,25.82176403356971,4.644308312655087,7.113833746898263,9.004779942279942,prior
61,MAGE,981.5,2008.5,31.75,30.5,9.470553715053939,1.470553715053939,5.82176403356971,25.82176403356971,4.644308312655087,7.113833746898263,9.004779942279942,prior
61,PALADIN,1012.5,964.0,31.75,86.5,9.48383436512076,1.4838343651207593,4.488508415446143,24.488508415446145,4.64482276119403,7.103544776119403,12.173530362985538,prior
61,RANGER,1048.25,1454.75,85.75,32.0,9.496821775230618,1.496821775230618,5.275975538805135,25.275975538805135,4.468042584547016,10.639148309059689,9.134388237210818,prior
61,ROGUE,1023.25,1006.25,82.5,29.25,9.48906452523066,1.4890645252306598,4.578524816524393,24.578524816524393,4.474942110640248,10.501157787195048,8.856883682355381,prior
61,WARRIOR,2022.5,960.0,31.75,31.25,9.704010106633985,1.7040101066339854,4.480242063431459,24.48024206343146,4.64482276119403,7.103544776119403,9.119263020342622,prior
62,CLERIC,1018.5,2100.0,32.0,31.25,9.484896895893247,1.4848968958932471,5.891609956107437,25.891609956107438,4.642987890119876,7.140242197602488,9.086270871985157,prior
62,MAGE,1016.5,2100.0,32.0,31.25,9.48413260713446,1.4841326071344607,5.891609956107437,25.891609956107438,4.642987890119876,7.140242197602488,9.086270871985157,prior
62,PALADIN,1044.75,999.75,32.25,89.25,9.495770072125087,1.4957700721250875,4.560121762331109,24.56012176233111,4.641709305871934,7.165813882561333,12.243904743904743,prior
62,RANGER,1087.0,1515.5,87.5,32.75,9.510476482660353,1.5104764826603527,5.34893120100845,25.34893120100845,4.464978630329847,10.700427393403057,9.215879166916032,prior
62,ROGUE,1060.25,1042.25,84.0,29.5,9.502508273240833,1.5025082732408328,4.6474847274660664,24.647484727466068,4.471950045700738,10.560999085985248,8.883089133089133,prior
62,WARRIOR,2111.0,995.75,32.25,31.75,9.714639116117123,1.7146391161171226,4.552189157291338,24.55218915729134,4.641709305871934,7.165813882561333,9.178713151927438,prior
63,CLERIC,1041.75,2163.0,32.5,31.25,9.4935658336592,1.4935658336592015,5.937243443233219,25.93724344323322,4.639778062313273,7.204438753734529,9.086270871985157,prior
63,MAGE,1039.75,2163.0,32.5,31.25,9.492827160454233,1.4928271604542331,5.937243443233219,25.93724344323322,4.639778062313273,7.204438753734529,9.086270871985157,prior
63,PALADIN,1066.5,1023.5,32.5,90.25,9.503452273625935,1.5034522736259364,4.605911590923926,24.605911590923924,4.640388883336723,7.192222333265558,12.267545307799544,prior
63,RANGER,1111.75,1559.0,88.0,32.75,9.518784100774052,1.5187841007740532,5.398898740679071,25.398898740679073,4.464082113936405,10.718357721271909,9.215879166916032,prior
63,ROGUE,1085.75,1067.0,86.75,29.75,9.511353853498136,1.511353853498135,4.693320183647032,24.69332018364703,4.467003952889435,10.659920942211311,8.908341658341659,prior
63,WARRIOR,2171.25,1019.5,32.5,32.0,9.721438587868617,1.7214385878686165,4.59818830040869,24.598188300408694,4.640388883336723,7.192222333265558,9.203965677179962,prior
64,CLERIC,1078.0,2257.75,33.5,32.5,9.506518966759828,1.5065189667598284,6.00225581457649,26.002255814576493,4.634406094527363,7.311878109452737,9.237986270022883,prior
64,MAGE,1076.0,2257.75,33.5,32.5,9.505817736881747,1.5058177368817476,6.00225581457649,26.002255814576493,4.634406094527363,7.311878109452737,9.237986270022883,prior
64,PALADIN,1102.0,1058.5,33.0,92.75,9.515480893886073,1.5154808938860733,4.671303763003048,24.67130376300305,4.637664730952413,7.2467053809517346,12.326780917010831,prior
64,RANGER,1149.75,1625.0,90.5,33.75,9.53110434233766,1.5311043423376596,5.471073555133255,25.47107355513326,4.459847463602993,10.803050727940134,9.344098324352254,prior
64,ROGUE,1125.0,1104.0,89.25,30.0,9.524361826108413,1.5243618261084122,4.759319866728396,24.759319866728397,4.462400402398358,10.751991952032833,8.949869897544316,prior
64,WARRIOR,2265.5,1054.5,33.0,32.75,9.731444034961998,1.7314440349619975,4.663874794721062,24.663874794721064,4.637664730952413,7.2467053809517346,9.282424812030076,prior
65,CLERIC,1112.5,2354.5,34.0,33.25,9.518108040205629,1.518108040205628,6.064469422110719,26.06446942211072,4.631717113215149,7.3656577356970185,9.318048422597212,prior
65,MAGE,1110.5,2354.5,34.0,33.25,9.517439294863292,1.5174392948632924,6.064469422110719,26.06446942211072,4.631717113215149,7.3656577356970185,9.318048422597212,prior
65,PALADIN,1137.25,1093.75,33.5,94.75,9.526883678269536,1.5268836782695367,4.734892955853373,24.734892955853375,4.634680964873486,7.3063807025302765,12.372898502740682,prior
65,RANGER,1189.5,1690.5,92.0,34.25,9.543225040015258,1.5432250400152583,5.539022197329323,25.539022197329324,4.457274270237385,10.854514595252295,9.401474451518235,prior
65,ROGUE,1164.5,1141.25,90.75,30.5,9.53673384309995,1.5367338430999506,4.823112352278739,24.82311235227874,4.459838534546069,10.80322930907862,9.013861138861138,prior
65,WARRIOR,2360.75,1089.75,33.5,33.0,9.74084973249361,1.74084973249361,4.727745262604299,24.7277452626043,4.634680964873486,7.3063807025302765,9.314312567132117,prior
66,CLERIC,1149.5,2452.75,34.5,33.5,9.529926914354673,1.5299269143546734,6.12387897750092,26.123878977500922,4.629103628084606,7.417927438307873,9.339965430195107,prior
66,MAGE,1147.5,2452.75,34.5,33.5,9.529290489945398,1.529290489945398,6.12387897750092,26.123878977500922,4.629103628084606,7.417927438307873,9.339965430195107,prior
66,PALADIN,1175.25,1129.25,33.75,96.0,9.538551515169548,1.538551515169548,4.796291448052854,24.796291448052855,4.633466137031946,7.33067725936108,12.401160629337436,prior
66,RANGER,1230.25,1758.25,93.25,34.5,9.554987744589052,1.5549877445890523,5.605431772400821,25.60543177240082,4.455303886543371,10.893922269132585,9.42339145911613,prior
66,ROGUE,1203.75,1179.0,93.25,31.25,9.548469940385786,1.548469940385786,4.885375258218008,24.88537525821801,4.455768833825232,10.88462332349535,9.093982496853576,prior
66,WARRIOR,2461.25,1125.25,33.75,33.25,9.750071109530495,1.7500711095304946,4.7894096239582105,24.789409623958214,4.633466137031946,7.33067725936108,9.336998592540464,prior
67,CLERIC,1188.5,2553.25,35.0,34.0,9.541729458623808,1.5417294586238075,6.180849656072941,26.180849656072944,4.626424509897221,7.471509802055577,9.395127118644067,prior
67,MAGE,1186.5,2553.25,35.0,34.0,9.541124449623076,1.541124449623077,6.180849656072941,26.180849656072944,4.626424509897221,7.471509802055577,9.395127118644067,prior
67,PALADIN,1211.75,1168.0,34.0,98.0,9.549371503798117,1.5493715037981173,4.860988450719991,24.860988450719994,4.632067479742943,7.35865040514113,12.441539380731157,prior
67,RANGER,1274.0,1825.75,95.0,34.75,9.567011815755244,1.5670118157552437,5.668073263059223,25.668073263059224,4.45262019564473,10.947596087105403,9.456636139967195,prior
67,ROGUE,1243.25,1215.75,94.5,31.5,9.559672340668405,1.5596723406684045,4.943610989588306,24.943610989588308,4.453750000175137,10.924999996497261,9.116668522261923,prior
67,WARRIOR,2561.25,1164.0,34.0,33.5,9.758657866987372,1.758657866987372,4.854381942606993,24.854381942606995,4.632067479742943,7.35865040514113,9.360494833141967,prior
68,CLERIC,1213.75,2621.5,36.0,34.0,9.54902629584361,1.54902629584361,6.217658272894304,26.217658272894305,4.621214584449287,7.575708311014246,9.395127118644067,prior
68,MAGE,1211.75,2621.5,36.0,34.0,9.54844027462326,1.5484402746232608,6.217658272894304,26.217658272894305,4.621214584449287,7.575708311014246,9.395127118644067,prior
68,PALADIN,1237.0,1192.0,34.75,99.5,9.556513275747523,1.5565132757475242,4.899451131222048,24.89945113122205,4.627577335616962,7.4484532876607465,12.475266589792653,prior
68,RANGER,1302.0,1873.0,96.5,34.75,9.574356100391945,1.5743561003919444,5.7100347342955615,25.71003473429556,4.450329700941637,10.993405981167252,9.456636139967195,prior
68,ROGUE,1270.75,1240.75,96.0,31.5,9.567125953383458,1.5671259533834587,4.98202615082825,24.98202615082825,4.451245857007576,10.975082859848484,9.116668522261923,prior
68,WARRIOR,2629.75,1188.0,34.75,33.75,9.76418020931674,1.7641802093167396,4.893004957755656,24.893004957755657,4.627577335616962,7.4484532876607465,9.391107078039926,prior
69,CLERIC,1253.75,2726.75,36.25,34.5,9.560198405197468,1.5601984051974682,6.271621972089522,26.271621972089523,4.619637060410827,7.607258791783478,9.4375,prior
69,MAGE,1251.75,2726.75,36.25,34.5,9.55964095846111,1.55964095846111,6.271621972089522,26.271621972089523,4.619637060410827,7.607258791783478,9.4375,prior
69,PALADIN,1274.25,1231.75,35.25,101.25,9.566633187874858,1.5666331878748578,4.961400843893515,24.961400843893514,4.624641115926328,7.507177681473456,12.510224473802584,prior
69,RANGER,1346.75,1944.0,99.5,35.0,9.585647201950138,1.5856472019501373,5.770455133531907,25.770455133531907,4.44583085922177,11.083382815564597,9.47782258064516,prior
69,ROGUE,1312.0,1279.75,98.0,31.5,9.577883556215003,1.577883556215002,5.040009630482596,25.040009630482597,4.448399657587201,11.032006848255993,9.116668522261923,prior
69,WARRIOR,2733.25,1227.75,35.25,34.25,9.772068302795368,1.7720683027953692,4.955209370525787,24.95520937052579,4.624641115926328,7.507177681473456,9.435710111046172,prior
70,CLERIC,1294.0,2832.75,36.5,34.75,9.570903605876783,1.570903605876782,6.3228184198063335,26.322818419806335,4.618422232569286,7.631555348614281,9.457991803278688,prior
70,MAGE,1292.0,2832.75,36.5,34.75,9.570372891356403,1.5703728913564023,6.3228184198063335,26.322818419806335,4.618422232569286,7.631555348614281,9.457991803278688,prior
70,PALADIN,1311.75,1271.75,36.0,103.0,9.576378546280184,1.5763785462801834,5.021246950173445,25.021246950173445,4.62083866837388,7.583226632522407,12.546255890339683,prior
70,RANGER,1391.0,2016.25,102.0,35.0,9.596217755907936,1.596217755907937,5.828645712984744,25.828645712984745,4.442129493656015,11.1574101268797,9.47782258064516,prior
70,ROGUE,1354.0,1320.0,100.5,31.75,9.588299639487392,1.588299639487392,5.097653429006509,25.09765342900651,4.444731060856876,11.105378782862479,9.138585529859819,prior
70,WARRIOR,2838.25,1267.75,36.0,34.5,9.77956424282905,1.7795642428290503,5.015296626053398,25.0152966260534,4.62083866837388,7.583226632522407,9.457627118644067,prior
71,CLERIC,1333.5,2939.5,37.0,35.25,9.580929841541112,1.5809298415411117,6.371272608228387,26.371272608228388,4.61588991537847,7.682201692430604,9.50789537126326,prior
71,MAGE,1331.5,2939.5,37.0,35.25,9.580423580079808,1.5804235800798079,6.371272608228387,26.371272608228388,4.61588991537847,7.682201692430604,9.50789537126326,prior
71,PALADIN,1350.75,1311.75,36.5,104.25,9.586104577682642,1.5861045776826415,5.0790212225887625,25.079021222588764,4.618261954043434,7.63476091913132,12.571528149966134,prior
71,RANGER,1435.75,2087.5,103.25,35.5,9.606370823654217,1.6063708236542174,5.883114318855934,25.883114318855934,4.440378879442537,11.192422411149245,9.527726148629732,prior
71,ROGUE,1396.75,1360.5,103.75,32.25,9.598420668707085,1.5984206687070852,5.153336820492243,25.153336820492243,4.440194630219613,11.196107395607726,9.204744860725032,prior
71,WARRIOR,2946.75,1307.75,36.5,34.75,9.786811044409871,1.786811044409872,5.073299622374024,25.073299622374023,4.618261954043434,7.63476091913132,9.48703888334995,prior
72,CLERIC,1376.0,3049.5,37.5,35.75,9.591182610165784,1.5911826101657844,6.4184099419985365,26.418409941998537,4.613556167156564,7.728876656868726,9.559613903731773,prior
72,MAGE,1374.0,3049.5,37.5,35.75,9.590700738892732,1.5907007388927328,6.4184099419985365,26.418409941998537,4.613556167156564,7.728876656868726,9.559613903731773,prior
72,PALADIN,1387.75,1351.75,37.0,106.25,9.594904530578656,1.5949045305786553,5.134752886637626,25.134752886637628,4.6158765363767715,7.682469272464562,12.610312184799303,prior
72,RANGER,1482.75,2161.0,105.75,35.75,9.616483916995684,1.616483916995683,5.93648872795539,25.93648872795539,4.436978206251153,11.260435874976949,9.559613903731773,prior
72,ROGUE,1436.75,1403.0,105.25,32.5,9.607406790341784,1.607406790341785,5.209520065834927,25.20952006583493,4.438158765254354,11.23682469491293,9.230950311458786,prior
72,WARRIOR,3054.75,1347.75,37.0,35.25,9.793565817335864,1.793565817335864,5.129248018870151,25.129248018870154,4.6158765363767715,7.682469272464562,9.5376370887338,prior
73,CLERIC,1415.5,3162.75,38.5,36.25,9.600278529504298,1.6002785295042967,6.4641676036869,26.464167603686903,4.609128029504742,7.8174394099051625,9.610056925996204,prior
73,MAGE,1413.5,3162.75,38.5,36.25,9.599817795625366,1.5998177956253654,6.4641676036869,26.464167603686903,4.609128029504742,7.8174394099051625,9.610056925996204,prior
73,PALADIN,1427.5,1389.75,37.25,108.5,9.60395889062695,1.6039588906269504,5.185501392872372,25.185501392872375,4.6145927922453165,7.70814415509367,12.65210402281986,prior
73,RANGER,1526.75,2238.0,108.0,36.25,9.625512015737712,1.6255120157377125,5.989655439960007,25.98965543996001,4.434063242428705,11.318735151425917,9.610056925996204,prior
73,ROGUE,1478.5,1444.0,107.75,33.25,9.616371501714196,1.616371501714196,5.261590930843021,25.26159093084302,4.434890765120028,11.30218469759944,9.304602630074328,prior
73,WARRIOR,3166.5,1385.75,37.25,36.25,9.800119078388974,1.8001190783889731,5.180189705171634,25.180189705171635,4.6145927922453165,7.70814415509367,9.634809228361929,prior
74,CLERIC,1457.5,3276.25,38.75,37.0,9.609506817629015,1.6095068176290144,6.507456957433741,26.507456957433742,4.607913201663202,7.841735966735966,9.686950462567161,prior
74,MAGE,1455.5,3276.25,38.75,37.0,9.609067030848326,1.6090670308483257,6.507456957433741,26.507456957433742,4.607913201663202,7.841735966735966,9.686950462567161,prior
74,PALADIN,1467.0,1429.5,38.0,110.25,9.612552396865492,1.612552396865493,5.236545836895001,25.236545836895,4.610830269607844,7.783394607843137,12.684292252370057,prior
74,RANGER,1573.25,2314.25,110.0,37.0,9.634626698778591,1.6346266987785913,6.039614451529022,26.039614451529022,4.431511010309082,11.36977979381837,9.686950462567161,prior
74,ROGUE,1522.5,1484.5,109.75,33.75,9.625398513899857,1.625398513899857,5.311391758885534,25.311391758885534,4.432457249038544,11.350855019229133,9.367039964866052,prior
74,WARRIOR,3278.75,1425.5,38.0,36.25,9.806290974933903,1.8062909749339031,5.231424631255227,25.23142463125523,4.610830269607844,7.783394607843137,9.634809228361929,prior
75,CLERIC,1499.25,3391.5,39.5,37.25,9.618273126781597,1.6182731267815966,6.549017708446097,26.5490177084461,4.604744841147135,7.905103177057291,9.706151691445807,prior
75,MAGE,1497.25,3391.5,39.5,37.25,9.617852794823726,1.617852794823727,6.549017708446097,26.5490177084461,4.604744841147135,7.905103177057291,9.706151691445807,prior
75,PALADIN,1507.75,1470.25,38.5,111.25,9.62103628982267,1.6210362898226696,5.287301323582055,25.287301323582057,4.608418880837359,7.831622383252818,12.70065414524663,prior
75,RANGER,1621.0,2391.25,112.25,37.25,9.643506757286309,1.6435067572863091,6.087678559131398,26.087678559131398,4.428778368312977,11.424432633740459,9.706151691445807,prior
75,ROGUE,1565.25,1528.75,111.75,34.25,9.633772829431553,1.633772829431554,5.363511853904932,25.36351185390493,4.429766625009329,11.404667499813419,9.41188241749539,prior
75,WARRIOR,3393.75,1466.25,38.5,36.25,9.812240263472217,1.812240263472217,5.282366747800243,25.282366747800243,4.608418880837359,7.831622383252818,9.634809228361929,prior
76,CLERIC,1542.25,3508.25,39.5,38.0,9.626882692111717,1.6268826921117183,6.588805233965273,26.588805233965275,4.604744841147135,7.905103177057291,9.770567425083241,prior
76,MAGE,1540.25,3508.25,39.5,38.0,9.626481019015872,1.6264810190158712,6.588805233965273,26.588805233965275,4.604744841147135,7.905103177057291,9.770567425083241,prior
76,PALADIN,1549.0,1510.5,38.5,112.75,9.629246356044348,1.6292463560443489,5.335587869285442,25.335587869285444,4.608418880837359,7.831622383252818,12.729211621785659,prior
76,RANGER,1670.5,2469.25,114.75,37.75,9.652271124562708,1.652271124562708,6.134001225981967,26.13400122598197,4.425656702898551,11.486865942028984,9.75196623460705,prior
76,ROGUE,1610.5,1571.75,113.5,34.75,9.64225624194587,1.6422562419458697,5.4123951747812935,25.412395174781295,4.427834275036868,11.44331449926265,9.456965720114388,prior
76,WARRIOR,3510.5,1506.5,38.5,36.75,9.817916327870089,1.8179163278700887,5.330827525169888,25.33082752516989,4.608418880837359,7.831622383252818,9.682920548714828,prior
77,CLERIC,1585.75,3627.5,39.75,38.5,9.635280982210492,1.635280982210492,6.6272361004566385,26.627236100456642,4.603215120867415,7.935697582651697,9.816876814223512,prior
77,MAGE,1583.75,3627.5,39.75,38.5,9.63489719016414,1.63489719016414,6.6272361004566385,26.627236100456642,4.603215120867415,7.935697582651697,9.816876814223512,prior
77,PALADIN,1588.75,1553.25,39.0,115.0,9.636811872522031,1.6368118725220313,5.384909135680191,25.384909135680193,4.605739762649974,7.885204747000522,12.768408439578845,prior
77,RANGER,1718.75,2548.5,116.5,38.0,9.660429538846103,1.6604295388461034,6.178829726630192,26.17882972663019,4.423561011439765,11.5287797712047,9.780246777593476,prior
77,ROGUE,1654.0,1615.5,116.5,35.25,9.650018683971476,1.6500186839714766,5.460266595206531,25.46026659520653,4.424152719619496,11.516945607610081,9.524900502723083,prior
77,WARRIOR,3627.5,1549.25,39.0,37.0,9.823260443817032,1.823260443817032,5.380323265000941,25.380323265000943,4.605739762649974,7.885204747000522,9.710133901399878,prior
78,CLERIC,1629.75,3748.25,40.0,40.0,9.643339856116597,1.6433398561165968,6.664067682921678,26.66406768292168,4.601731063879627,7.965378722407463,9.949494949494948,prior
78,MAGE,1627.75,3748.25,40.0,40.0,9.642972788004682,1.6429727880046827,6.664067682921678,26.66406768292168,4.601731063879627,7.965378722407463,9.949494949494948,prior
78,PALADIN,1630.0,1594.5,39.25,117.5,9.64432679181443,1.64432679181443,5.430760367099315,25.430760367099317,4.604491189590613,7.910176208187737,12.8086112493778,prior
