catalogId|elapsed|reduced|role|assetId|instance|hitIndex|x|y|width|height|rotation|alpha|reveal|mirror|start|end|safeAlphaCap|drawMode|tintArgb
warrior_t17_c05|160|0|PRIMARY|2131034578|0|2|0.31|0.79|1.0413091|1.5663025|-48.0|0.10743294|1.0|1.0|152|333||LEGACY_UNTINTED|
warrior_t17_c05|170|0|PRIMARY|2131034579|0|1|0.75|0.78|0.88806367|2.0036936|58.0|0.789777|1.0|-1.0|68|249||LEGACY_UNTINTED|
warrior_t17_c05|170|0|PRIMARY|2131034578|0|2|0.31|0.79|1.058894|1.5927532|-48.0|0.23083554|1.0|1.0|152|333||LEGACY_UNTINTED|
warrior_t17_c05|180|0|PRIMARY|2131034579|0|1|0.75|0.78|0.8891394|2.006121|58.0|0.7994556|1.0|-1.0|68|249||LEGACY_UNTINTED|
warrior_t17_c05|180|0|PRIMARY|2131034578|0|2|0.31|0.79|1.0747548|1.6166105|-48.0|0.34213987|1.0|1.0|152|333||LEGACY_UNTINTED|
warrior_t17_c05|183|0|PRIMARY|2131034579|0|1|0.75|0.78|0.8892|2.0062575|58.0|0.8|1.0|-1.0|68|249||LEGACY_UNTINTED|
warrior_t17_c05|183|0|PRIMARY|2131034578|0|2|0.31|0.79|1.0791769|1.623262|-48.0|0.37317204|1.0|1.0|152|333||LEGACY_UNTINTED|
warrior_t17_c05|190|0|PRIMARY|2131034579|0|1|0.75|0.78|0.8929723|2.0147688|58.0|0.8|1.0|-1.0|68|249||LEGACY_UNTINTED|
warrior_t17_c05|190|0|PRIMARY|2131034578|0|2|0.31|0.79|1.0888917|1.6378746|-48.0|0.441346|1.0|1.0|152|333||LEGACY_UNTINTED|
warrior_t17_c05|200|0|PRIMARY|2131034579|0|1|0.75|0.78|0.89836144|2.026928|58.0|0.8|1.0|-1.0|68|249||LEGACY_UNTINTED|
warrior_t17_c05|200|0|PRIMARY|2131034578|0|2|0.31|0.79|1.1013047|1.6565459|-48.0|0.5284537|1.0|1.0|152|333||LEGACY_UNTINTED|
warrior_t17_c05|210|0|PRIMARY|2131034579|0|1|0.75|0.78|0.9037505|2.039087|58.0|0.8|1.0|-1.0|68|249||LEGACY_UNTINTED|
warrior_t17_c05|210|0|PRIMARY|2131034578|0|2|0.31|0.79|1.1119934|1.6726234|-48.0|0.6034631|1.0|1.0|152|333||LEGACY_UNTINTED|
warrior_t17_c05|220|0|PRIMARY|2131034579|0|1|0.75|0.78|0.9091395|2.0512462|58.0|0.8|1.0|-1.0|68|249||LEGACY_UNTINTED|
warrior_t17_c05|220|0|PRIMARY|2131034578|0|2|0.31|0.79|1.1209583|1.6861082|-48.0|0.6663743|1.0|1.0|152|333||LEGACY_UNTINTED|
warrior_t17_c05|230|0|PRIMARY|2131034579|0|1|0.75|0.78|0.91452867|2.0634053|58.0|0.6333334|1.0|-1.0|68|249||LEGACY_UNTINTED|
warrior_t17_c05|230|0|PRIMARY|2131034578|0|2|0.31|0.79|1.1281991|1.6969995|-48.0|0.7171871|1.0|1.0|152|333||LEGACY_UNTINTED|
warrior_t17_c05|240|0|PRIMARY|2131034579|0|1|0.75|0.78|0.9199177|2.0755644|58.0|0.3|1.0|-1.0|68|249||LEGACY_UNTINTED|
warrior_t17_c05|240|0|PRIMARY|2131034578|0|2|0.31|0.79|1.133716|1.7052978|-48.0|0.7559017|1.0|1.0|152|333||LEGACY_UNTINTED|
warrior_t17_c05|240|0|PRIMARY|2131034580|0|3|0.71|0.4|0.78568226|1.7726955|51.0|0.05468426|1.0|-1.0|236|417||LEGACY_UNTINTED|
warrior_t17_c05|250|0|PRIMARY|2131034578|0|2|0.31|0.79|1.1375087|1.7110027|-48.0|0.78251797|1.0|1.0|152|333||LEGACY_UNTINTED|
warrior_t17_c05|250|0|PRIMARY|2131034580|0|3|0.71|0.4|0.7995709|1.804032|51.0|0.18292633|1.0|-1.0|236|417||LEGACY_UNTINTED|
warrior_t17_c05|260|0|PRIMARY|2131034578|0|2|0.31|0.79|1.1395776|1.7141148|-48.0|0.79703593|1.0|1.0|152|333||LEGACY_UNTINTED|
warrior_t17_c05|260|0|PRIMARY|2131034580|0|3|0.71|0.4|0.81214917|1.8324115|51.0|0.29906994|1.0|-1.0|236|417||LEGACY_UNTINTED|
warrior_t17_c05|267|0|PRIMARY|2131034578|0|2|0.31|0.79|1.14|1.7147499|-48.0|0.8|1.0|1.0|152|333||LEGACY_UNTINTED|
warrior_t17_c05|267|0|PRIMARY|2131034580|0|3|0.71|0.4|0.82017446|1.8505186|51.0|0.37317204|1.0|-1.0|236|417||LEGACY_UNTINTED|
warrior_t17_c05|270|0|PRIMARY|2131034578|0|2|0.31|0.79|1.1420727|1.7178676|-48.0|0.8|1.0|1.0|152|333||LEGACY_UNTINTED|
warrior_t17_c05|270|0|PRIMARY|2131034580|0|3|0.71|0.4|0.82341737|1.8578354|51.0|0.40311527|1.0|-1.0|236|417||LEGACY_UNTINTED|
warrior_t17_c05|280|0|PRIMARY|2131034578|0|2|0.31|0.79|1.1489818|1.7282603|-48.0|0.8|1.0|1.0|152|333||LEGACY_UNTINTED|
warrior_t17_c05|280|0|PRIMARY|2131034580|0|3|0.71|0.4|0.8333752|1.8803028|51.0|0.49506235|1.0|-1.0|236|417||LEGACY_UNTINTED|
warrior_t17_c05|290|0|PRIMARY|2131034578|0|2|0.31|0.79|1.1558908|1.7386525|-48.0|0.8|1.0|1.0|152|333||LEGACY_UNTINTED|
warrior_t17_c05|290|0|PRIMARY|2131034580|0|3|0.71|0.4|0.84202284|1.899814|51.0|0.5749111|1.0|-1.0|236|417||LEGACY_UNTINTED|
warrior_t17_c05|300|0|PRIMARY|2131034578|0|2|0.31|0.79|1.1628|1.749045|-48.0|0.8|1.0|1.0|152|333||LEGACY_UNTINTED|
warrior_t17_c05|300|0|PRIMARY|2131034580|0|3|0.71|0.4|0.8493602|1.9163691|51.0|0.64266163|1.0|-1.0|236|417||LEGACY_UNTINTED|
warrior_t17_c05|310|0|PRIMARY|2131034578|0|2|0.31|0.79|1.1697091|1.7594373|-48.0|0.76666665|1.0|1.0|152|333||LEGACY_UNTINTED|
warrior_t17_c05|310|0|PRIMARY|2131034580|0|3|0.71|0.4|0.8553873|1.9299675|51.0|0.69831383|1.0|-1.0|236|417||LEGACY_UNTINTED|
warrior_t17_c05|320|0|PRIMARY|2131034578|0|2|0.31|0.79|1.1766181|1.7698298|-48.0|0.4333333|1.0|1.0|152|333||LEGACY_UNTINTED|
warrior_t17_c05|320|0|PRIMARY|2131034580|0|3|0.71|0.4|0.8601042|1.9406102|51.0|0.7418677|1.0|-1.0|236|417||LEGACY_UNTINTED|
warrior_t17_c05|320|0|PRIMARY|2131034581|0|4|0.35|0.74|0.80028|1.8056316|-38.0|0.0|1.0|1.0|320|500||LEGACY_UNTINTED|
warrior_t17_c05|330|0|PRIMARY|2131034578|0|2|0.31|0.79|1.1835272|1.7802222|-48.0|0.1|1.0|1.0|152|333||LEGACY_UNTINTED|
warrior_t17_c05|330|0|PRIMARY|2131034580|0|3|0.71|0.4|0.86351085|1.9482963|51.0|0.77332324|1.0|-1.0|236|417||LEGACY_UNTINTED|
warrior_t17_c05|330|0|PRIMARY|2131034581|0|4|0.35|0.74|0.81507194|1.8390061|-38.0|0.13308124|1.0|1.0|320|500||LEGACY_UNTINTED|
warrior_t17_c05|340|0|PRIMARY|2131034580|0|3|0.71|0.4|0.86560726|1.9530264|51.0|0.79268056|1.0|-1.0|236|417||LEGACY_UNTINTED|
warrior_t17_c05|340|0|PRIMARY|2131034581|0|4|0.35|0.74|0.8285191|1.8693463|-38.0|0.2540643|1.0|1.0|320|500||LEGACY_UNTINTED|
warrior_t17_c05|350|0|PRIMARY|2131034580|0|3|0.71|0.4|0.8663934|1.9548|51.0|0.7999395|1.0|-1.0|236|417||LEGACY_UNTINTED|
warrior_t17_c05|350|0|PRIMARY|2131034581|0|4|0.35|0.74|0.8406217|1.8966528|-38.0|0.36294895|1.0|1.0|320|500||LEGACY_UNTINTED|
warrior_t17_c05|351|0|PRIMARY|2131034580|0|3|0.71|0.4|0.8664|1.9548151|51.0|0.8|1.0|-1.0|236|417||LEGACY_UNTINTED|
warrior_t17_c05|351|0|PRIMARY|2131034581|0|4|0.35|0.74|0.84175795|1.8992164|-38.0|0.37317204|1.0|1.0|320|500||LEGACY_UNTINTED|
warrior_t17_c05|360|0|PRIMARY|2131034580|0|3|0.71|0.4|0.87112576|1.9654776|51.0|0.8|1.0|-1.0|236|417||LEGACY_UNTINTED|
warrior_t17_c05|360|0|PRIMARY|2131034581|0|4|0.35|0.74|0.8513795|1.9209249|-38.0|0.4597354|1.0|1.0|320|500||LEGACY_UNTINTED|
warrior_t17_c05|370|0|PRIMARY|2131034580|0|3|0.71|0.4|0.8763767|1.9773248|51.0|0.8|1.0|-1.0|236|417||LEGACY_UNTINTED|
warrior_t17_c05|370|0|PRIMARY|2131034581|0|4|0.35|0.74|0.8607926|1.9421632|-38.0|0.5444235|1.0|1.0|320|500||LEGACY_UNTINTED|
warrior_t17_c05|380|0|PRIMARY|2131034580|0|3|0.71|0.4|0.8816276|1.9891723|51.0|0.8|1.0|-1.0|236|417||LEGACY_UNTINTED|
warrior_t17_c05|380|0|PRIMARY|2131034581|0|4|0.35|0.74|0.8688609|1.9603674|-38.0|0.6170132|1.0|1.0|320|500||LEGACY_UNTINTED|
warrior_t17_c05|390|0|PRIMARY|2131034580|0|3|0.71|0.4|0.88687855|2.0010197|51.0|0.8|1.0|-1.0|236|417||LEGACY_UNTINTED|
warrior_t17_c05|390|0|PRIMARY|2131034581|0|4|0.35|0.74|0.87558454|1.9755377|-38.0|0.6775047|1.0|1.0|320|500||LEGACY_UNTINTED|
warrior_t17_c05|400|0|PRIMARY|2131034580|0|3|0.71|0.4|0.89212936|2.0128667|51.0|0.5666667|1.0|-1.0|236|417||LEGACY_UNTINTED|
warrior_t17_c05|400|0|PRIMARY|2131034581|0|4|0.35|0.74|0.8809635|1.987674|-38.0|0.72589797|1.0|1.0|320|500||LEGACY_UNTINTED|
warrior_t17_c05|410|0|PRIMARY|2131034580|0|3|0.71|0.4|0.8973803|2.0247142|51.0|0.23333335|1.0|-1.0|236|417||LEGACY_UNTINTED|
warrior_t17_c05|410|0|PRIMARY|2131034581|0|4|0.35|0.74|0.8849976|1.9967759|-38.0|0.76219285|1.0|1.0|320|500||LEGACY_UNTINTED|
warrior_t17_c05|410|0|PRIMARY|2131034582|0|5|0.66|0.44|1.0394558|2.345272|41.0|0.09442725|1.0|-1.0|403|584||LEGACY_UNTINTED|
warrior_t17_c05|420|0|PRIMARY|2131034581|0|4|0.35|0.74|0.88768715|2.002844|-38.0|0.7863894|1.0|1.0|320|500||LEGACY_UNTINTED|
warrior_t17_c05|420|0|PRIMARY|2131034582|0|5|0.66|0.44|1.0572132|2.3853374|41.0|0.21903968|1.0|-1.0|403|584||LEGACY_UNTINTED|
warrior_t17_c05|430|0|PRIMARY|2131034581|0|4|0.35|0.74|0.8890318|2.005878|-38.0|0.7984877|1.0|1.0|320|500||LEGACY_UNTINTED|
warrior_t17_c05|430|0|PRIMARY|2131034582|0|5|0.66|0.44|1.0732464|2.4215121|41.0|0.33155385|1.0|-1.0|403|584||LEGACY_UNTINTED|
warrior_t17_c05|435|0|PRIMARY|2131034581|0|4|0.35|0.74|0.8892|2.0062575|-38.0|0.8|1.0|1.0|320|500||LEGACY_UNTINTED|
warrior_t17_c05|435|0|PRIMARY|2131034582|0|5|0.66|0.44|1.0806165|2.4381409|41.0|0.38327405|1.0|-1.0|403|584||LEGACY_UNTINTED|
warrior_t17_c05|440|0|PRIMARY|2131034581|0|4|0.35|0.74|0.89193594|2.0124304|-38.0|0.8|1.0|1.0|320|500||LEGACY_UNTINTED|
warrior_t17_c05|440|0|PRIMARY|2131034582|0|5|0.66|0.44|1.0875556|2.4537973|41.0|0.43196973|1.0|-1.0|403|584||LEGACY_UNTINTED|
warrior_t17_c05|450|0|PRIMARY|2131034581|0|4|0.35|0.74|0.8974079|2.0247765|-38.0|0.8|1.0|1.0|320|500||LEGACY_UNTINTED|
warrior_t17_c05|450|0|PRIMARY|2131034582|0|5|0.66|0.44|1.1001409|2.482193|41.0|0.52028733|1.0|-1.0|403|584||LEGACY_UNTINTED|
warrior_t17_c05|460|0|PRIMARY|2131034581|0|4|0.35|0.74|0.90288|2.0371232|-38.0|0.8|1.0|1.0|320|500||LEGACY_UNTINTED|
warrior_t17_c05|460|0|PRIMARY|2131034582|0|5|0.66|0.44|1.1110022|2.5066988|41.0|0.59650666|1.0|-1.0|403|584||LEGACY_UNTINTED|
warrior_t17_c05|470|0|PRIMARY|2131034581|0|4|0.35|0.74|0.908352|2.0494692|-38.0|0.8|1.0|1.0|320|500||LEGACY_UNTINTED|
warrior_t17_c05|470|0|PRIMARY|2131034582|0|5|0.66|0.44|1.1201394|2.5273144|41.0|0.6606276|1.0|-1.0|403|584||LEGACY_UNTINTED|
warrior_t17_c05|480|0|PRIMARY|2131034581|0|4|0.35|0.74|0.91382396|2.0618153|-38.0|0.6956522|1.0|1.0|320|500||LEGACY_UNTINTED|
warrior_t17_c05|480|0|PRIMARY|2131034582|0|5|0.66|0.44|1.1275526|2.5440407|41.0|0.7126503|1.0|-1.0|403|584||LEGACY_UNTINTED|
warrior_t17_c05|490|0|PRIMARY|2131034581|0|4|0.35|0.74|0.9192959|2.0741613|-38.0|0.3478261|1.0|1.0|320|500||LEGACY_UNTINTED|
warrior_t17_c05|490|0|PRIMARY|2131034582|0|5|0.66|0.44|1.1332419|2.556877|41.0|0.7525747|1.0|-1.0|403|584||LEGACY_UNTINTED|
warrior_t17_c05|490|0|PRIMARY|2131034583|0|6|0.39|0.68|0.78422135|1.7693994|-28.0|0.041194677|1.0|1.0|487|668||LEGACY_UNTINTED|
warrior_t17_c05|500|0|PRIMARY|2131034582|0|5|0.66|0.44|1.137207|2.5658233|41.0|0.78040075|1.0|-1.0|403|584||LEGACY_UNTINTED|
warrior_t17_c05|500|0|PRIMARY|2131034583|0|6|0.39|0.68|0.798241|1.8010314|-28.0|0.17064653|1.0|1.0|487|668||LEGACY_UNTINTED|
warrior_t17_c05|510|0|PRIMARY|2131034582|0|5|0.66|0.44|1.1394483|2.5708802|41.0|0.7961286|1.0|-1.0|403|584||LEGACY_UNTINTED|
warrior_t17_c05|510|0|PRIMARY|2131034583|0|6|0.39|0.68|0.81095034|1.8297068|-28.0|0.28799996|1.0|1.0|487|668||LEGACY_UNTINTED|
warrior_t17_c05|518|0|PRIMARY|2131034582|0|5|0.66|0.44|1.14|2.572125|41.0|0.8|1.0|-1.0|403|584||LEGACY_UNTINTED|
warrior_t17_c05|518|0|PRIMARY|2131034583|0|6|0.39|0.68|0.82017446|1.8505186|-28.0|0.37317204|1.0|1.0|487|668||LEGACY_UNTINTED|
warrior_t17_c05|520|0|PRIMARY|2131034582|0|5|0.66|0.44|1.1413819|2.5752428|41.0|0.8|1.0|-1.0|403|584||LEGACY_UNTINTED|
warrior_t17_c05|520|0|PRIMARY|2131034583|0|6|0.39|0.68|0.8223495|1.8554261|-28.0|0.39325523|1.0|1.0|487|668||LEGACY_UNTINTED|
warrior_t17_c05|530|0|PRIMARY|2131034582|0|5|0.66|0.44|1.1482909|2.5908313|41.0|0.8|1.0|-1.0|403|584||LEGACY_UNTINTED|
warrior_t17_c05|530|0|PRIMARY|2131034583|0|6|0.39|0.68|0.83243835|1.8781891|-28.0|0.4864121|1.0|1.0|487|668||LEGACY_UNTINTED|
warrior_t17_c05|540|0|PRIMARY|2131034582|0|5|0.66|0.44|1.1552|2.60642|41.0|0.8|1.0|-1.0|403|584||LEGACY_UNTINTED|
warrior_t17_c05|540|0|PRIMARY|2131034583|0|6|0.39|0.68|0.84121704|1.897996|-28.0|0.5674707|1.0|1.0|487|668||LEGACY_UNTINTED|
warrior_t17_c05|550|0|PRIMARY|2131034582|0|5|0.66|0.44|1.162109|2.6220086|41.0|0.8|1.0|-1.0|403|584||LEGACY_UNTINTED|
warrior_t17_c05|550|0|PRIMARY|2131034583|0|6|0.39|0.68|0.84868544|1.9148467|-28.0|0.63643104|1.0|1.0|487|668||LEGACY_UNTINTED|
warrior_t17_c05|560|0|PRIMARY|2131034582|0|5|0.66|0.44|1.1690181|2.6375973|41.0|0.8|1.0|-1.0|403|584||LEGACY_UNTINTED|
warrior_t17_c05|560|0|PRIMARY|2131034583|0|6|0.39|0.68|0.85484356|1.9287407|-28.0|0.69329304|1.0|1.0|487|668||LEGACY_UNTINTED|
warrior_t17_c05|570|0|PRIMARY|2131034582|0|5|0.66|0.44|1.1759273|2.6531858|41.0|0.4666667|1.0|-1.0|403|584||LEGACY_UNTINTED|
warrior_t17_c05|570|0|PRIMARY|2131034583|0|6|0.39|0.68|0.8596915|1.9396789|-28.0|0.7380567|1.0|1.0|487|668||LEGACY_UNTINTED|
warrior_t17_c05|580|0|PRIMARY|2131034582|0|5|0.66|0.44|1.1828363|2.6687744|41.0|0.13333336|1.0|-1.0|403|584||LEGACY_UNTINTED|
warrior_t17_c05|580|0|PRIMARY|2131034583|0|6|0.39|0.68|0.8632291|1.9476607|-28.0|0.7707221|1.0|1.0|487|668||LEGACY_UNTINTED|
warrior_t17_c05|580|0|PRIMARY|2131034579|0|7|0.6|0.5|0.81365323|1.8358052|31.0|0.1203176|1.0|-1.0|571|752||LEGACY_UNTINTED|
warrior_t17_c05|590|0|PRIMARY|2131034583|0|6|0.39|0.68|0.8654566|1.9526865|-28.0|0.79128927|1.0|1.0|487|668||LEGACY_UNTINTED|
warrior_t17_c05|590|0|PRIMARY|2131034579|0|7|0.6|0.5|0.827235|1.866449|31.0|0.24251042|1.0|-1.0|571|752||LEGACY_UNTINTED|
warrior_t17_c05|600|0|PRIMARY|2131034583|0|6|0.39|0.68|0.8663738|1.9547558|-28.0|0.7997581|1.0|1.0|487|668||LEGACY_UNTINTED|
warrior_t17_c05|600|0|PRIMARY|2131034579|0|7|0.6|0.5|0.83947194|1.8940586|31.0|0.35260493|1.0|-1.0|571|752||LEGACY_UNTINTED|
warrior_t17_c05|602|0|PRIMARY|2131034583|0|6|0.39|0.68|0.8664|1.9548151|-28.0|0.8|1.0|1.0|487|668||LEGACY_UNTINTED|
warrior_t17_c05|602|0|PRIMARY|2131034579|0|7|0.6|0.5|0.84175795|1.8992164|31.0|0.37317204|1.0|-1.0|571|752||LEGACY_UNTINTED|
warrior_t17_c05|610|0|PRIMARY|2131034583|0|6|0.39|0.68|0.8706007|1.9642929|-28.0|0.8|1.0|1.0|487|668||LEGACY_UNTINTED|
warrior_t17_c05|610|0|PRIMARY|2131034579|0|7|0.6|0.5|0.8503642|1.9186342|31.0|0.4506011|1.0|-1.0|571|752||LEGACY_UNTINTED|
warrior_t17_c05|620|0|PRIMARY|2131034583|0|6|0.39|0.68|0.8758516|1.97614|-28.0|0.8|1.0|1.0|487|668||LEGACY_UNTINTED|
warrior_t17_c05|620|0|PRIMARY|2131034579|0|7|0.6|0.5|0.8599118|1.940176|31.0|0.5364991|1.0|-1.0|571|752||LEGACY_UNTINTED|
warrior_t17_c05|630|0|PRIMARY|2131034583|0|6|0.39|0.68|0.8811025|1.9879875|-28.0|0.8|1.0|1.0|487|668||LEGACY_UNTINTED|
warrior_t17_c05|630|0|PRIMARY|2131034579|0|7|0.6|0.5|0.8681146|1.9586836|31.0|0.6102987|1.0|-1.0|571|752||LEGACY_UNTINTED|
warrior_t17_c05|640|0|PRIMARY|2131034583|0|6|0.39|0.68|0.88635343|1.999835|-28.0|0.8|1.0|1.0|487|668||LEGACY_UNTINTED|
warrior_t17_c05|640|0|PRIMARY|2131034579|0|7|0.6|0.5|0.87497276|1.9741573|31.0|0.67200005|1.0|-1.0|571|752||LEGACY_UNTINTED|
warrior_t17_c05|650|0|PRIMARY|2131034583|0|6|0.39|0.68|0.89160436|2.0116823|-28.0|0.6|1.0|1.0|487|668||LEGACY_UNTINTED|
warrior_t17_c05|650|0|PRIMARY|2131034579|0|7|0.6|0.5|0.8804861|1.9865967|31.0|0.72160304|1.0|-1.0|571|752||LEGACY_UNTINTED|
warrior_t17_c05|660|0|PRIMARY|2131034583|0|6|0.39|0.68|0.8968552|2.0235295|-28.0|0.26666665|1.0|1.0|487|668||LEGACY_UNTINTED|
warrior_t17_c05|660|0|PRIMARY|2131034579|0|7|0.6|0.5|0.88465476|1.9960024|31.0|0.75910777|1.0|-1.0|571|752||LEGACY_UNTINTED|
warrior_t17_c05|660|0|PRIMARY|2131034580|0|8|0.5|0.58|1.5626314|3.525687|7.0|0.07996217|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|670|0|PRIMARY|2131034579|0|7|0.6|0.5|0.8874787|2.002374|31.0|0.7845142|1.0|-1.0|571|752||LEGACY_UNTINTED|
warrior_t17_c05|670|0|PRIMARY|2131034580|0|8|0.5|0.58|1.5899433|3.5873096|7.0|0.22922488|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|680|0|PRIMARY|2131034579|0|7|0.6|0.5|0.8889579|2.0057113|31.0|0.7978223|1.0|-1.0|571|752||LEGACY_UNTINTED|
warrior_t17_c05|680|0|PRIMARY|2131034580|0|8|0.5|0.58|1.6146541|3.6430633|7.0|0.36427224|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|686|0|PRIMARY|2131034579|0|7|0.6|0.5|0.8892|2.0062575|31.0|0.8|1.0|-1.0|571|752||LEGACY_UNTINTED|
warrior_t17_c05|686|0|PRIMARY|2131034580|0|8|0.5|0.58|1.6282319|3.673698|7.0|0.43847716|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|690|0|PRIMARY|2131034579|0|7|0.6|0.5|0.8913556|2.011121|31.0|0.8|1.0|-1.0|571|752||LEGACY_UNTINTED|
warrior_t17_c05|690|0|PRIMARY|2131034580|0|8|0.5|0.58|1.6367637|3.692948|7.0|0.48510396|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|700|0|PRIMARY|2131034579|0|7|0.6|0.5|0.8967447|2.0232804|31.0|0.8|1.0|-1.0|571|752||LEGACY_UNTINTED|
warrior_t17_c05|700|0|PRIMARY|2131034580|0|8|0.5|0.58|1.6562722|3.736964|7.0|0.5917203|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|710|0|PRIMARY|2131034579|0|7|0.6|0.5|0.90213376|2.0354393|31.0|0.8|1.0|-1.0|571|752||LEGACY_UNTINTED|
warrior_t17_c05|710|0|PRIMARY|2131034580|0|8|0.5|0.58|1.6731795|3.7751114|7.0|0.684121|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|720|0|PRIMARY|2131034579|0|7|0.6|0.5|0.9075228|2.0475984|31.0|0.8|1.0|-1.0|571|752||LEGACY_UNTINTED|
warrior_t17_c05|720|0|PRIMARY|2131034580|0|8|0.5|0.58|1.6874858|3.8073897|7.0|0.7623062|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|730|0|PRIMARY|2131034579|0|7|0.6|0.5|0.91291195|2.0597577|31.0|0.73333335|1.0|-1.0|571|752||LEGACY_UNTINTED|
warrior_t17_c05|730|0|PRIMARY|2131034580|0|8|0.5|0.58|1.699191|3.8337998|7.0|0.826276|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|740|0|PRIMARY|2131034579|0|7|0.6|0.5|0.918301|2.0719166|31.0|0.4|1.0|-1.0|571|752||LEGACY_UNTINTED|
warrior_t17_c05|740|0|PRIMARY|2131034580|0|8|0.5|0.58|1.7082949|3.8543403|7.0|0.8760302|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|750|0|PRIMARY|2131034579|0|7|0.6|0.5|0.92369014|2.084076|31.0|0.066666655|1.0|-1.0|571|752||LEGACY_UNTINTED|
warrior_t17_c05|750|0|PRIMARY|2131034580|0|8|0.5|0.58|1.7147977|3.8690124|7.0|0.91156894|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|760|0|PRIMARY|2131034580|0|8|0.5|0.58|1.7186995|3.8778157|7.0|0.93289226|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|770|0|PRIMARY|2131034580|0|8|0.5|0.58|1.72|3.88075|7.0|0.94|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|780|0|PRIMARY|2131034580|0|8|0.5|0.58|1.7222934|3.8859246|7.0|0.94|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|790|0|PRIMARY|2131034580|0|8|0.5|0.58|1.7245867|3.8910987|7.0|0.94|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|800|0|PRIMARY|2131034580|0|8|0.5|0.58|1.72688|3.8962731|7.0|0.94|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|810|0|PRIMARY|2131034580|0|8|0.5|0.58|1.7291733|3.9014473|7.0|0.94|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|820|0|PRIMARY|2131034580|0|8|0.5|0.58|1.7314667|3.9066215|7.0|0.94|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|830|0|PRIMARY|2131034580|0|8|0.5|0.58|1.73376|3.911796|7.0|0.94|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|840|0|PRIMARY|2131034580|0|8|0.5|0.58|1.7360535|3.9169707|7.0|0.94|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|850|0|PRIMARY|2131034580|0|8|0.5|0.58|1.7383466|3.9221444|7.0|0.94|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|860|0|PRIMARY|2131034580|0|8|0.5|0.58|1.7406399|3.927319|7.0|0.94|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|870|0|PRIMARY|2131034580|0|8|0.5|0.58|1.7429334|3.9324937|7.0|0.8952381|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|880|0|PRIMARY|2131034580|0|8|0.5|0.58|1.7452267|3.9376678|7.0|0.8504762|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|890|0|PRIMARY|2131034580|0|8|0.5|0.58|1.7475201|3.942842|7.0|0.8057143|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|900|0|PRIMARY|2131034580|0|8|0.5|0.58|1.7498134|3.9480166|7.0|0.7609524|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|910|0|PRIMARY|2131034580|0|8|0.5|0.58|1.7521067|3.9531906|7.0|0.7161905|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|920|0|PRIMARY|2131034580|0|8|0.5|0.58|1.7544|3.958365|7.0|0.67142856|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|930|0|PRIMARY|2131034580|0|8|0.5|0.58|1.7566934|3.9635396|7.0|0.6266666|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|940|0|PRIMARY|2131034580|0|8|0.5|0.58|1.7589867|3.9687138|7.0|0.58190477|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|950|0|PRIMARY|2131034580|0|8|0.5|0.58|1.7612801|3.973888|7.0|0.5371428|1.0|1.0|655|1070||LEGACY_UNTINTED|
warrior_t17_c05|960|0|PRIMARY|2131034580|0|8|0.5|0.58|1.7635733|3.9790623|7.0|0.49238098|1.0|1.0|655|1070||LEGACY_UNTINTED|
