catalogId|class|level|candidate|name|branchKey|action|flow|impactStyle|path|growthBand|tierVariant|primaryResolverKey|choreographyKey|identitySchema|identityId|grammarId|growthStage|hitBand|perceptualSignature|roleGrammar|element|hitWeights|hitTimings|presentationHitTimings|presentationGroups|primaryAsset|primaryAssets|secondaryAsset|impactAssets|debrisAssets|residualAsset|finisherRingAsset|finisherEchoAsset|legacyRecipe|normalRoleCount|normalPeakConcurrent|minimumPeakConcurrent|reducedMaxConcurrent
rogue_t03_c03|ROGUE|15|2|맹독 쌍침|AUTHORED_CLASS:ROGUE:RUPTURE|PIERCE|OUTSIDE_IN|POINT|RUPTURE|0|2|rogue:c3:b1|rogue:c3:b1|2|v2:2b68b5b4fd811596|G13_PIERCE_OUTSIDE_IN|LOW|DOUBLE|G13_PIERCE_OUTSIDE_IN:LOW:DOUBLE~ANTICIPATION:2:1:-3:-2:-1:31:31:1:-1:2~PRIMARY:1:6:-5:-1:-1:32:31:-2:1:2~CONTACT:1:3:-1:0:0:32:32:-2:-1:2~DEBRIS:2:4:0:-1:1:31:33:1:1:2~RESIDUAL:2:1:0:0:-1:33:31:-2:-1:2~FINISHER_RING:0:6:4:-1:-1:31:31:1:1:2~FINISHER_ECHO:2:0:2:0:-1:33:30:0:1:2~WARRIOR_ACCENT:1:5:-5:0:-1:32:30:-2:-1:2|ANTICIPATION,2,1,-21,0.96000004,-0.031999998,-0.017,0.9165,0.9165,6.0,-1.0,0.96000004,,2,0,LEADING_EDGE;PRIMARY,1,6,-34,1.0,-0.012,-0.017,0.96349996,0.9165,-9.0,1.0,1.0,,2,2,TARGET;CONTACT,1,3,-11,0.96000004,-0.0049600005,0.0035599992,0.96349996,0.96349996,-8.04,-1.0,0.96000004,,2,4,TARGET;DEBRIS,2,4,-5,1.08,-0.02804,0.01144,0.9165,0.9869999,6.54,1.0,0.92,,2,5,TRAILING_EDGE;RESIDUAL,2,1,-4,1.0,0.00196,-0.015559999,0.9869999,0.9165,-11.46,-1.0,1.04,,2,1,GROUND;FINISHER_RING,0,6,26,0.96000004,-0.01496,-0.01444,0.94,0.9165,3.96,1.0,0.96000004,,2,6,ORBIT;FINISHER_ECHO,2,0,14,0.92,0.0050399993,-0.02344,0.9869999,0.893,0.96000004,1.0,0.96000004,,2,7,ORBIT;WARRIOR_ACCENT,1,5,-30,0.96000004,-0.00804,-0.024559999,0.96349996,0.893,-8.46,-1.0,0.96000004,,2,3,TARGET|POISON|48,52|180,500|180,500|180:0:48;500:1:52|2131034470|2131034469,2131034470|2131034338|2131034542,2131034542,2131034542|2131034543,2131034543,2131034543|||||4|3|3|1
rogue_t04_c04|ROGUE|20|3|칼날 덫|AUTHORED_CLASS:ROGUE:CROSS|TRAP|OUTSIDE_IN|RING|CROSS|0|3|rogue:c4:b1|rogue:c4:b1|2|v2:ced1c180bd49806b|G16_TRAP_OUTSIDE_IN|LOW|COMBO|G16_TRAP_OUTSIDE_IN:LOW:COMBO~ANTICIPATION:1:6:-6:-1:1:30:31:-2:1:2~PRIMARY:1:7:-1:0:1:31:31:-2:-1:3~CONTACT:0:0:0:1:0:32:30:-3:1:2~DEBRIS:0:4:2:1:2:32:33:0:1:2~RESIDUAL:1:5:5:1:0:33:30:-3:-1:3~FINISHER_RING:0:3:5:1:1:32:32:-3:-1:3~FINISHER_ECHO:0:4:6:1:2:33:33:-4:1:2~WARRIOR_ACCENT:2:0:-3:0:0:31:30:0:1:2|ANTICIPATION,1,6,-40,1.0,-0.02,0.017,0.893,0.9165,-8.0,1.0,1.0,,2,0,LEADING_EDGE;PRIMARY,1,7,-8,0.96000004,0.0,0.026,0.94,0.94,-8.0,-1.0,1.0,,3,2,TARGET;CONTACT,0,0,-4,0.96000004,0.01,-3.199987E-4,0.96349996,0.893,-15.52,1.0,1.0,,2,4,TARGET;DEBRIS,0,4,13,1.08,0.01,0.03932,0.96349996,0.9869999,-2.4799995,1.0,0.92,,2,5,TRAILING_EDGE;RESIDUAL,1,5,32,0.92,0.02,0.003320001,0.9869999,0.893,-14.48,-1.0,0.92,,3,1,GROUND;FINISHER_RING,0,3,32,0.96000004,0.01,0.02668,0.96349996,0.96349996,-15.52,-1.0,0.96000004,,3,6,ORBIT;FINISHER_ECHO,0,4,40,1.08,0.02,0.03568,0.9869999,0.9869999,-18.52,1.0,0.92,,2,7,ORBIT;WARRIOR_ACCENT,2,0,-20,0.92,-0.01,0.003320001,0.9165,0.893,-2.4799995,1.0,0.96000004,,2,3,TARGET|PHYSICAL|28,32,40|170,360,790|170,360,790|170:0:28;360:1:32;790:2:40|2131034482|2131034481,2131034482|2131034340|2131034575,2131034575,2131034575|2131034548,2131034548,2131034548|||||4|3|3|1
rogue_t05_c01|ROGUE|25|0|초승달 단검|AUTHORED_CLASS:ROGUE:RUPTURE|CUT|LEFT_TO_RIGHT|EDGE|RUPTURE|1|0|rogue:c1:b2|rogue:c1:b2|2|v2:ff9ef78978911a1c|G08_CUT_LEFT_TO_RIGHT|LOW|COMBO|G08_CUT_LEFT_TO_RIGHT:LOW:COMBO~ANTICIPATION:2:6:1:-1:0:31:31:-2:1:2~PRIMARY:0:1:1:0:0:32:31:-2:-1:3~CONTACT:0:6:1:0:0:31:31:-2:1:2~DEBRIS:1:4:0:-2:1:30:33:-1:1:2~RESIDUAL:2:5:2:0:-1:32:30:1:-1:3~FINISHER_RING:1:1:2:-1:0:31:31:0:-1:3~FINISHER_ECHO:0:6:0:0:0:31:31:-2:1:2~WARRIOR_ACCENT:1:3:-5:-2:1:30:32:-1:-1:3|ANTICIPATION,2,6,6,0.92,-0.024,-0.0029999996,0.9165,0.9165,-11.0,1.0,0.96000004,,2,0,LEADING_EDGE;PRIMARY,0,1,10,1.08,-0.0040000007,-0.0029999996,0.96349996,0.9165,-11.0,-1.0,0.92,,3,2,TARGET;CONTACT,0,6,8,1.08,-0.009520001,-0.0049199997,0.94,0.9165,-12.4,1.0,0.92,,2,4,TARGET;DEBRIS,1,4,3,1.08,-0.03148,0.02292,0.893,0.9869999,-4.1,1.0,0.92,,2,5,TRAILING_EDGE;RESIDUAL,2,5,12,0.92,-0.0014800001,-0.013079999,0.96349996,0.893,4.9,-1.0,0.96000004,,3,1,GROUND;FINISHER_RING,1,1,12,0.96000004,-0.01952,-0.0049199997,0.9165,0.9165,-0.4000001,-1.0,1.0,,3,6,ORBIT;FINISHER_ECHO,0,6,4,1.04,-0.009520001,-0.0049199997,0.94,0.9165,-12.4,1.0,1.04,,2,7,ORBIT;WARRIOR_ACCENT,1,3,-34,0.96000004,-0.03148,0.01392,0.893,0.96349996,-4.1,-1.0,0.96000004,,3,3,TARGET|PHYSICAL|28,32,40|140,300,520|140,300,520|140:0:28;300:1:32;520:2:40|2131034574|2131034573,2131034574|2131034337|2131034572,2131034572,2131034572|2131034537,2131034537,2131034537|2131034332||||5|4|3|1
rogue_t06_c05|ROGUE|30|4|사각 일격|AUTHORED_CLASS:ROGUE:FOCUS|EXECUTE|TOP_TO_BOTTOM|POINT|FOCUS|1|1|rogue:c5:b2|rogue:c5:b2|2|v2:e800096bff00ab1d|G11_EXECUTE_TOP_TO_BOTTOM|LOW|SINGLE|G11_EXECUTE_TOP_TO_BOTTOM:LOW:SINGLE~ANTICIPATION:2:0:-5:0:-2:31:30:2:1:1~PRIMARY:2:0:-3:0:-2:31:30:1:1:1~CONTACT:1:3:4:-1:0:30:32:2:-1:1~DEBRIS:1:1:1:1:-1:31:31:-1:-1:1~RESIDUAL:2:5:7:2:-2:33:30:0:-1:1~FINISHER_RING:1:2:5:1:-1:33:31:1:1:1~FINISHER_ECHO:1:0:3:1:-2:32:30:0:1:1~WARRIOR_ACCENT:0:0:-7:0:-2:31:30:2:1:1|ANTICIPATION,2,0,-30,0.92,0.0040000007,-0.036,0.9165,0.893,12.0,1.0,0.92,,1,0,LEADING_EDGE;PRIMARY,2,0,-20,1.0,0.0040000007,-0.036,0.9165,0.893,6.0,1.0,1.0,,1,2,TARGET;CONTACT,1,3,28,1.0,-0.010479999,-0.0032399995,0.893,0.96349996,8.04,-1.0,1.04,,1,4,TARGET;DEBRIS,1,1,6,1.0,0.01148,-0.023759998,0.94,0.9165,-6.54,-1.0,1.0,,1,5,TRAILING_EDGE;RESIDUAL,2,5,42,0.92,0.03148,-0.032759998,0.9869999,0.893,-0.53999996,-1.0,0.96000004,,1,1,GROUND;FINISHER_RING,1,2,34,0.92,0.029520001,-0.012239999,0.9869999,0.94,5.04,1.0,0.96000004,,1,6,ORBIT;FINISHER_ECHO,1,0,18,0.96000004,0.01952,-0.03024,0.96349996,0.893,2.04,1.0,0.96000004,,1,7,ORBIT;WARRIOR_ACCENT,0,0,-44,0.96000004,0.0014800001,-0.032759998,0.9165,0.893,11.46,1.0,1.0,,1,3,TARGET|DARK|100|580|580|580:0:100|2131034463|2131034463,2131034464|2131034336|2131034539,2131034539,2131034539|2131034540,2131034540,2131034540|2131034331||||5|4|3|1
rogue_t07_c01|ROGUE|35|0|네 갈래 비수|AUTHORED_CLASS:ROGUE:CROSS|VOLLEY|TOP_TO_BOTTOM|POINT|CROSS|1|2|rogue:c1:b2|rogue:c1:b2|2|v2:1ce8a8699a868f91|G18_VOLLEY_TOP_TO_BOTTOM|LOW|COMBO|G18_VOLLEY_TOP_TO_BOTTOM:LOW:COMBO~ANTICIPATION:1:0:-6:-2:-2:30:30:-3:1:2~PRIMARY:0:2:-1:-1:-1:31:31:-3:1:2~CONTACT:1:2:-1:-1:-1:30:31:-1:1:2~DEBRIS:2:5:3:-1:-2:31:30:1:-1:3~RESIDUAL:1:5:1:-1:-2:31:30:-1:-1:3~FINISHER_RING:0:1:0:0:-1:31:31:-3:-1:3~FINISHER_ECHO:0:0:1:0:-2:32:30:1:1:2~WARRIOR_ACCENT:2:0:-3:-2:-2:30:30:-2:1:2|ANTICIPATION,1,0,-36,0.96000004,-0.034,-0.04,0.893,0.893,-16.0,1.0,0.96000004,,2,0,LEADING_EDGE;PRIMARY,0,2,-10,1.04,-0.014,-0.022,0.94,0.94,-16.0,1.0,1.04,,2,2,TARGET;CONTACT,1,2,-11,0.92,-0.029520001,-0.01496,0.893,0.94,-4.76,1.0,0.92,,2,4,TARGET;DEBRIS,2,5,21,0.92,-0.02148,-0.03604,0.9165,0.893,3.2600002,-1.0,0.96000004,,3,5,TRAILING_EDGE;RESIDUAL,1,5,10,1.0,-0.02148,-0.03604,0.9165,0.893,-2.7399998,-1.0,1.0,,3,1,GROUND;FINISHER_RING,0,1,2,0.92,-0.009520001,-0.02396,0.94,0.9165,-13.76,-1.0,0.96000004,,3,6,ORBIT;FINISHER_ECHO,0,0,10,1.08,4.79999E-4,-0.032959998,0.96349996,0.893,4.24,1.0,0.92,,2,7,ORBIT;WARRIOR_ACCENT,2,0,-22,0.92,-0.03148,-0.03604,0.893,0.893,-11.74,1.0,0.96000004,,2,3,TARGET|PHYSICAL|20,22,25,33|130,280,450,810|130,280,450,810|130:0:20;280:1:22;450:2:25;810:3:33|2131034574|2131034573,2131034574|2131034337|2131034572,2131034572,2131034572|2131034537,2131034537,2131034537|2131034332||||5|4|3|1
rogue_t08_c02|ROGUE|40|1|잔상 도약|AUTHORED_CLASS:ROGUE:RUPTURE|DIVE|TOP_TO_BOTTOM|POINT|RUPTURE|1|3|rogue:c2:b2|rogue:c2:b2|2|v2:dd88116db748255c|G10_DIVE_TOP_TO_BOTTOM|LOW|SINGLE|G10_DIVE_TOP_TO_BOTTOM:LOW:SINGLE~ANTICIPATION:0:5:-6:0:-2:33:30:-2:-1:1~PRIMARY:0:1:-3:-2:-2:30:31:-1:-1:1~CONTACT:1:1:-2:-2:-1:30:31:-2:-1:1~DEBRIS:0:4:2:0:0:32:33:-1:1:1~RESIDUAL:2:4:1:-1:0:31:33:0:1:1~FINISHER_RING:2:0:0:0:-2:32:30:-2:1:1~FINISHER_ECHO:0:1:4:-1:-1:31:31:-3:-1:1~WARRIOR_ACCENT:0:7:-1:0:-1:32:31:0:-1:1|ANTICIPATION,0,5,-36,1.0,0.003999999,-0.044,0.9869999,0.893,-12.0,-1.0,1.04,,1,0,LEADING_EDGE;PRIMARY,0,1,-22,1.0,-0.036,-0.035,0.893,0.9165,-3.0,-1.0,1.04,,1,2,TARGET;CONTACT,1,1,-16,0.96000004,-0.03088,-0.02668,0.893,0.9165,-12.12,-1.0,0.96000004,,1,4,TARGET;DEBRIS,0,4,17,0.92,-0.0031200005,-0.003320001,0.96349996,0.9869999,-7.38,1.0,0.96000004,,1,5,TRAILING_EDGE;RESIDUAL,2,4,10,1.04,-0.023120001,-0.003320001,0.9165,0.9869999,1.6199999,1.0,1.04,,1,1,GROUND;FINISHER_RING,2,0,4,1.08,-8.800011E-4,-0.03568,0.96349996,0.893,-12.12,1.0,0.92,,1,6,ORBIT;FINISHER_ECHO,0,1,24,1.04,-0.010880001,-0.02668,0.94,0.9165,-15.12,-1.0,1.04,,1,7,ORBIT;WARRIOR_ACCENT,0,7,-10,0.92,-0.0031200005,-0.02132,0.96349996,0.94,1.6199999,-1.0,0.92,,1,3,TARGET|DARK|100|500|500|500:0:100|2131034476|2131034475,2131034476|2131034339|2131034545,2131034545,2131034545|2131034546,2131034546,2131034546|2131034334||||5|4|3|1
rogue_t09_c02|ROGUE|45|1|월하 암습|AUTHORED_CLASS:ROGUE:FOCUS|CHARGE|LEFT_TO_RIGHT|POINT|FOCUS|2|0|rogue:c2:b3|rogue:c2:b3|2|v2:807b322cd535c51|G05_CHARGE_LEFT_TO_RIGHT|MID|DOUBLE|G05_CHARGE_LEFT_TO_RIGHT:MID:DOUBLE~ANTICIPATION:0:5:-3:-2:0:33:32:-1:-1:2~PRIMARY:1:4:-1:0:1:35:35:-2:1:2~CONTACT:1:6:2:-1:0:33:33:1:1:2~DEBRIS:1:7:2:-1:0:34:33:0:-1:2~RESIDUAL:0:1:3:-2:0:33:33:-1:-1:2~FINISHER_RING:0:0:5:-2:-1:32:32:-1:1:2~FINISHER_ECHO:1:1:0:-1:0:33:33:-2:-1:2~WARRIOR_ACCENT:0:1:-3:-1:0:34:33:0:-1:2|ANTICIPATION,0,5,-20,0.96000004,-0.036,-0.009999999,0.97499996,0.95,-5.0,-1.0,1.0,,2,0,LEADING_EDGE;PRIMARY,1,4,-6,1.08,-0.006000001,0.026,1.05,1.05,-8.0,1.0,0.92,,2,2,TARGET;CONTACT,1,6,16,1.0,-0.01768,-0.0035599992,1.0,0.97499996,6.68,1.0,1.04,,2,4,TARGET;DEBRIS,1,7,14,0.92,-0.0113200005,0.00656,1.025,1.0,0.82,-1.0,0.96000004,,2,5,TRAILING_EDGE;RESIDUAL,0,1,23,1.0,-0.03132,-0.0024399995,0.97499996,0.97499996,-5.18,-1.0,1.0,,2,1,GROUND;FINISHER_RING,0,0,32,0.92,-0.03768,-0.012559999,0.95,0.95,-5.32,1.0,0.92,,2,6,ORBIT;FINISHER_ECHO,1,1,4,0.92,-0.01768,-0.0035599992,1.0,0.97499996,-8.32,-1.0,0.96000004,,2,7,ORBIT;WARRIOR_ACCENT,0,1,-18,0.92,-0.0113200005,-0.0024399995,1.025,0.97499996,0.82,-1.0,0.96000004,,2,3,TARGET|DARK|48,52|180,500|180,500|180:0:48;500:1:52|2131034477|2131034477,2131034478|2131034339|2131034545,2131034545,2131034545|2131034546,2131034546,2131034546|2131034334||||5|4|3|1
rogue_t10_c04|ROGUE|50|3|칼날 감옥|AUTHORED_CLASS:ROGUE:RUPTURE|TRAP|OUTSIDE_IN|RING|RUPTURE|2|1|rogue:c4:b3|rogue:c4:b3|2|v2:11918fa150608684|G16_TRAP_OUTSIDE_IN|MID|COMBO|G16_TRAP_OUTSIDE_IN:MID:COMBO~ANTICIPATION:0:5:-4:0:0:33:32:-3:-1:3~PRIMARY:2:4:-2:1:2:35:35:-2:1:2~CONTACT:0:4:-2:1:2:35:35:-3:1:2~DEBRIS:1:4:2:0:2:33:35:0:1:2~RESIDUAL:2:7:2:-1:1:32:33:-4:-1:3~FINISHER_RING:0:3:1:-1:1:32:34:-4:-1:3~FINISHER_ECHO:2:0:4:1:0:35:32:-3:1:2~WARRIOR_ACCENT:0:6:-6:1:1:35:33:-4:1:2|ANTICIPATION,0,5,-28,0.96000004,0.0,0.008000001,1.0,0.95,-17.0,-1.0,0.96000004,,3,0,LEADING_EDGE;PRIMARY,2,4,-12,1.0,0.02,0.044,1.05,1.05,-11.0,1.0,1.0,,2,2,TARGET;CONTACT,0,4,-12,0.92,0.02,0.03568,1.05,1.05,-12.52,1.0,0.96000004,,2,4,TARGET;DEBRIS,1,4,17,1.08,-0.01,0.03932,0.97499996,1.05,-2.4799995,1.0,0.92,,2,5,TRAILING_EDGE;RESIDUAL,2,7,12,1.0,-0.02,0.02132,0.95,1.0,-20.48,-1.0,1.04,,3,1,GROUND;FINISHER_RING,0,3,8,0.96000004,-0.02,0.02668,0.95,1.025,-18.52,-1.0,0.96000004,,3,6,ORBIT;FINISHER_ECHO,2,0,24,0.92,0.02,-3.199987E-4,1.05,0.95,-12.52,1.0,0.96000004,,2,7,ORBIT;WARRIOR_ACCENT,0,6,-40,1.04,0.02,0.012320001,1.05,0.97499996,-20.48,1.0,1.04,,2,3,TARGET|PHYSICAL|28,32,40|260,470,650|260,470,650|260:0:28;470:1:32;650:2:40|2131034484|2131034483,2131034484|2131034340|2131034575,2131034575,2131034575|2131034548,2131034548,2131034548|2131034335||||5|4|3|2
rogue_t11_c04|ROGUE|55|3|은사 난무|AUTHORED_CLASS:ROGUE:FOCUS|FLURRY|LEFT_TO_RIGHT|EDGE|FOCUS|2|2|rogue:c4:b3|rogue:c4:b3|2|v2:24d0e60477a6715b|G12_FLURRY_LEFT_TO_RIGHT|MID|COMBO|G12_FLURRY_LEFT_TO_RIGHT:MID:COMBO~ANTICIPATION:0:1:1:1:0:33:33:2:-1:3~PRIMARY:2:1:-2:2:0:35:33:1:-1:3~CONTACT:1:2:-3:0:0:33:33:0:1:2~DEBRIS:0:7:0:2:0:35:33:0:-1:3~RESIDUAL:2:1:0:1:0:33:33:0:-1:3~FINISHER_RING:2:0:1:0:-1:33:32:2:1:2~FINISHER_ECHO:0:7:6:2:0:35:33:2:-1:3~WARRIOR_ACCENT:1:6:0:0:0:32:33:3:1:2|ANTICIPATION,0,1,8,0.92,0.018,0.0010000002,1.0,0.97499996,9.0,-1.0,0.92,,3,0,LEADING_EDGE;PRIMARY,2,1,-16,0.96000004,0.038,0.0010000002,1.05,0.97499996,3.0,-1.0,1.0,,3,2,TARGET;CONTACT,1,2,-20,1.04,0.0022399994,0.0068,0.97499996,1.0,2.1599998,1.0,1.04,,2,4,TARGET;DEBRIS,0,7,-4,0.92,0.03476,0.0082,1.05,1.0,0.84000015,-1.0,0.92,,3,5,TRAILING_EDGE;RESIDUAL,2,1,-2,0.96000004,0.01476,-7.999996E-4,1.0,0.97499996,0.84000015,-1.0,1.0,,3,1,GROUND;FINISHER_RING,2,0,8,0.92,0.0022399994,-0.0112,0.97499996,0.95,11.16,1.0,0.92,,2,6,ORBIT;FINISHER_ECHO,0,7,40,0.96000004,0.03224,0.0068,1.05,1.0,11.16,-1.0,1.0,,3,7,ORBIT;WARRIOR_ACCENT,1,6,4,0.92,-0.00524,-7.999996E-4,0.95,0.97499996,15.84,1.0,0.96000004,,2,3,TARGET|PHYSICAL|20,22,25,33|110,310,550,800|110,310,550,800|110:0:20;310:1:22;550:2:25;800:3:33|2131034483|2131034483,2131034484|2131034340|2131034575,2131034575,2131034575|2131034548,2131034548,2131034548|2131034335||||5|4|3|1
rogue_t12_c05|ROGUE|60|4|침묵의 처형|AUTHORED_CLASS:ROGUE:CONVERGE|EXECUTE|TOP_TO_BOTTOM|POINT|CONVERGE|2|3|rogue:c5:b3|rogue:c5:b3|2|v2:4903577701a82c42|G11_EXECUTE_TOP_TO_BOTTOM|MID|SINGLE|G11_EXECUTE_TOP_TO_BOTTOM:MID:SINGLE~ANTICIPATION:0:0:-7:1:-2:34:32:1:1:1~PRIMARY:2:2:-4:2:-1:35:33:-1:1:1~CONTACT:1:4:3:0:0:33:35:0:1:1~DEBRIS:1:1:5:0:-1:33:33:2:-1:1~RESIDUAL:1:4:1:0:0:32:35:0:1:1~FINISHER_RING:0:7:3:1:-1:34:33:-1:-1:1~FINISHER_ECHO:2:3:5:1:0:35:34:0:-1:1~WARRIOR_ACCENT:0:3:-2:1:0:34:34:-1:-1:1|ANTICIPATION,0,0,-42,0.92,0.024,-0.036,1.025,0.95,3.0,1.0,0.92,,1,0,LEADING_EDGE;PRIMARY,2,2,-24,1.0,0.034,-0.018,1.05,1.0,-6.0,1.0,1.0,,1,2,TARGET;CONTACT,1,4,20,1.04,0.009520001,0.00576,1.0,1.05,-0.96000004,1.0,1.04,,1,4,TARGET;DEBRIS,1,1,30,1.0,0.0014800001,-0.023759998,0.97499996,0.97499996,11.46,-1.0,1.0,,1,5,TRAILING_EDGE;RESIDUAL,1,4,6,1.04,-0.00852,0.0032399995,0.95,1.05,2.46,1.0,1.04,,1,1,GROUND;FINISHER_RING,0,7,18,0.92,0.01952,-0.012239999,1.025,1.0,-3.96,-1.0,0.92,,1,6,ORBIT;FINISHER_ECHO,2,3,34,0.92,0.029520001,-0.0032399995,1.05,1.025,-0.96000004,-1.0,0.96000004,,1,7,ORBIT;WARRIOR_ACCENT,0,3,-12,1.08,0.02148,-0.00576,1.025,1.025,-3.54,-1.0,0.92,,1,3,TARGET|DARK|100|580|580|580:0:100|2131034465|2131034465,2131034466|2131034336|2131034539,2131034539,2131034539|2131034540,2131034540,2131034540|2131034331||||5|3|3|1
rogue_t13_c03|ROGUE|65|2|독왕의 송곳니|AUTHORED_CLASS:ROGUE:CROSS|PIERCE|OUTSIDE_IN|POINT|CROSS|3|0|rogue:c3:b4|rogue:c3:b4|2|v2:1806a00d64f5b2b7|G13_PIERCE_OUTSIDE_IN|MID|DOUBLE|G13_PIERCE_OUTSIDE_IN:MID:DOUBLE~ANTICIPATION:1:3:-5:-2:0:32:34:-2:-1:2~PRIMARY:2:2:-1:0:0:35:33:0:1:2~CONTACT:1:4:3:0:1:35:35:-2:1:2~DEBRIS:1:0:3:0:-1:34:32:1:1:2~RESIDUAL:2:6:4:-1:-1:33:33:-1:1:2~FINISHER_RING:0:4:5:-2:1:32:35:0:1:2~FINISHER_ECHO:2:0:7:-1:-1:33:32:1:1:2~WARRIOR_ACCENT:0:0:-3:0:-1:34:32:-2:1:2|ANTICIPATION,1,3,-33,0.92,-0.042,9.999992E-4,0.95,1.025,-12.0,-1.0,0.92,,2,0,LEADING_EDGE;PRIMARY,2,2,-10,1.0,-0.0020000003,-0.008,1.05,1.0,0.0,1.0,1.0,,2,2,TARGET;CONTACT,1,4,21,1.0,0.0050399993,0.012559999,1.05,1.05,-11.04,1.0,1.04,,2,4,TARGET;DEBRIS,1,0,23,1.0,-0.00804,-0.024559999,1.025,0.95,6.54,1.0,1.04,,2,5,TRAILING_EDGE;RESIDUAL,2,6,28,0.96000004,-0.01804,-0.015559999,1.0,0.97499996,-5.46,1.0,0.96000004,,2,1,GROUND;FINISHER_RING,0,4,34,0.92,-0.03496,0.012559999,0.95,1.05,-2.04,1.0,0.96000004,,2,6,ORBIT;FINISHER_ECHO,2,0,46,0.92,-0.02496,-0.02344,0.97499996,0.95,6.96,1.0,0.92,,2,7,ORBIT;WARRIOR_ACCENT,0,0,-22,0.92,-0.00804,-0.024559999,1.025,0.95,-8.46,1.0,0.92,,2,3,TARGET|POISON|48,52|180,500|180,500|180:0:48;500:1:52|2131034472|2131034471,2131034472|2131034338|2131034542,2131034542,2131034542|2131034543,2131034543,2131034543|2131034333||||5|3|3|1
rogue_t14_c04|ROGUE|70|3|천라지망|AUTHORED_CLASS:ROGUE:RUPTURE|TRAP|OUTSIDE_IN|RING|RUPTURE|3|1|rogue:c4:b4|rogue:c4:b4|2|v2:450d891562a8dc06|G16_TRAP_OUTSIDE_IN|MID|COMBO|G16_TRAP_OUTSIDE_IN:MID:COMBO~ANTICIPATION:2:6:-3:0:1:33:33:-2:1:2~PRIMARY:2:7:-4:1:1:35:33:-3:-1:3~CONTACT:2:0:0:0:0:33:32:-4:1:2~DEBRIS:2:2:2:1:1:34:33:-3:1:2~RESIDUAL:1:3:7:1:2:34:34:0:-1:3~FINISHER_RING:0:0:2:1:0:35:32:-1:1:2~FINISHER_ECHO:1:7:4:0:1:33:33:-3:-1:3~WARRIOR_ACCENT:2:0:0:0:0:33:32:-3:1:2|ANTICIPATION,2,6,-20,0.96000004,-0.01,0.017,0.97499996,0.97499996,-11.0,1.0,1.0,,2,0,LEADING_EDGE;PRIMARY,2,7,-28,1.04,0.02,0.026,1.05,1.0,-17.0,-1.0,1.04,,3,2,TARGET;CONTACT,2,0,0,0.96000004,0.0,-3.199987E-4,1.0,0.95,-18.52,1.0,1.0,,2,4,TARGET;DEBRIS,2,2,13,0.96000004,0.01,0.02132,1.025,1.0,-17.48,1.0,0.96000004,,2,5,TRAILING_EDGE;RESIDUAL,1,3,44,0.96000004,0.01,0.03032,1.025,1.025,-2.4799995,-1.0,0.96000004,,3,1,GROUND;FINISHER_RING,0,0,12,0.92,0.02,-3.199987E-4,1.05,0.95,-6.5200005,1.0,0.96000004,,2,6,ORBIT;FINISHER_ECHO,1,7,28,1.04,0.0,0.01768,1.0,1.0,-12.52,-1.0,1.04,,3,7,ORBIT;WARRIOR_ACCENT,2,0,-4,0.96000004,-0.01,0.003320001,0.97499996,0.95,-17.48,1.0,0.96000004,,2,3,TARGET|PHYSICAL|20,22,25,33|130,280,450,810|130,280,450,810|130:0:20;280:1:22;450:2:25;810:3:33|2131034484|2131034483,2131034484|2131034340|2131034575,2131034575,2131034575|2131034548,2131034548,2131034548|2131034335||||5|4|3|1
