class,level,hp_mean,hp_min,hp_max,mp_mean,mp_min,mp_max,cap_h_mean,cap_h_min,cap_h_max,raw_proc_pct_mean,raw_proc_pct_min,raw_proc_pct_max,search_s_mean,search_s_min,search_s_max,sale_bonus_pct_mean,sale_bonus_pct_min,sale_bonus_pct_max,bag_mean,bag_min,bag_max,hp_delta_1level,mp_delta_1level,cap_h_delta_1level,raw_proc_pct_delta_1level,search_s_delta_1level,sale_bonus_pct_delta_1level,bag_delta_1level
MAGE,39,439.3125,325,588,707.5,620,792,8.24661238739637,8.194095597214176,8.311896754909185,17.39375,16.55,17.98,4.8654166666666665,4.833333333333333,4.9,3.025,2.4,3.8666666666666667,47.125,45,49,17.4375,36.5,0.007868350545534142,0.21624999999999872,-0.0029166666666666785,0.06666666666666643,0.125
MAGE,40,456.25,336,610,744.875,655,829,8.25418717474641,8.199333557316745,8.321198022902914,17.7371875,16.6375,18.9275,4.864166666666667,4.833333333333333,4.9,3.091666666666667,2.4,3.8666666666666667,48.25,46,50,16.9375,37.375,0.007574787350039358,0.3434375000000003,-0.0012499999999997513,0.06666666666666687,1.125
MAGE,41,474.125,350,634,783.625,691,869,8.262122731190948,8.205950775131068,8.33126869867045,18.084062499999998,16.825,19.1725,4.86125,4.833333333333333,4.8933333333333335,3.1333333333333333,2.4,3.8666666666666667,49.375,47,51,17.875,38.75,0.00793555644453825,0.34687499999999716,-0.0029166666666666785,0.04166666666666652,1.125
MAGE,42,491.6875,362,657,822.6875,729,910,8.26986275415065,8.211580603612347,8.34084842457886,18.494218749999998,16.9225,19.275,4.85875,4.833333333333333,4.8933333333333335,3.175,2.5333333333333337,3.8666666666666667,49.5625,47,51,17.5625,39.0625,0.0077400229597017756,0.41015625,-0.002500000000000391,0.04166666666666652,0.1875
MAGE,43,509.125,375,681,862.1875,769,951,8.277489447247495,8.21763764082403,8.350773426291298,18.84296875,17.9225,19.3775,4.855833333333333,4.833333333333333,4.8933333333333335,3.225,2.5333333333333337,3.8666666666666667,50.75,48,53,17.4375,39.5,0.007626693096845827,0.34875000000000256,-0.0029166666666666785,0.050000000000000266,1.1875
MAGE,44,527.9375,388,708,902.5,804,994,8.285655318820144,8.22365281863257,8.361855852832411,19.06875,18.01,20.3525,4.852916666666666,4.82,4.886666666666667,3.3000000000000003,2.5333333333333337,4.0,51.0,48,54,18.8125,40.3125,0.008165871572648697,0.2257812500000007,-0.0029166666666666785,0.07500000000000018,0.25
MAGE,45,546.625,400,733,944.1875,842,1038,8.293713915737255,8.229169590344997,8.372042175364786,19.36046875,18.105,20.4675,4.85125,4.82,4.886666666666667,3.4,2.6666666666666665,4.133333333333333,52.0625,49,55,18.6875,41.6875,0.008058596917111416,0.2917187499999976,-0.001666666666666039,0.09999999999999964,1.0625
MAGE,46,564.9375,416,758,986.4375,883,1083,8.301562399952973,8.236474142799473,8.382159235835967,19.71609375,18.3025,20.65,4.849166666666666,4.82,4.886666666666667,3.45,2.6666666666666665,4.266666666666667,53.375,50,57,18.3125,42.25,0.007848484215717377,0.35562499999999986,-0.002083333333334103,0.050000000000000266,1.3125
MAGE,47,592.8125,433,792,1052.1875,943,1151,8.313402902498941,8.244173940781495,8.395812167576544,20.19296875,18.45,21.755,4.844166666666666,4.8133333333333335,4.88,3.5083333333333333,2.6666666666666665,4.4,53.6875,51,58,27.875,65.75,0.01184050254596869,0.4768749999999997,-0.004999999999999893,0.058333333333333126,0.3125
MAGE,48,611.625,446,817,1096.625,984,1199,8.321333314425424,8.25002122708306,8.40577626523715,20.4915625,19.46,21.875,4.84125,4.8133333333333335,4.873333333333333,3.541666666666667,2.6666666666666665,4.4,54.9375,52,59,18.8125,44.4375,0.00793041192648225,0.298593750000002,-0.0029166666666666785,0.03333333333333366,1.25
MAGE,49,639.9375,465,856,1165.1875,1047,1272,8.333173083651854,8.258506434531625,8.421199655301645,20.97546875,19.6175,22.115000000000002,4.8375,4.806666666666667,4.873333333333333,3.6083333333333334,2.6666666666666665,4.533333333333333,55.125,52,59,28.3125,68.5625,0.011839769226430263,0.4839062500000004,-0.003749999999999254,0.06666666666666643,0.1875
MAGE,50,659.1875,477,881,1211.8125,1088,1321,8.341167851798485,8.263829709088075,8.431012357644999,21.404531249999998,19.825,22.24,4.836666666666667,4.806666666666667,4.873333333333333,3.65,2.6666666666666665,4.666666666666667,56.375,53,61,19.25,46.625,0.007994768146630804,0.429062499999997,-0.0008333333333334636,0.04166666666666652,1.25
MAGE,51,689.0,496,920,1283.6875,1156,1397,8.353448736570277,8.272203895791435,8.446209957068541,21.89671875,20.89,23.3675,4.8341666666666665,4.806666666666667,4.873333333333333,3.75,2.6666666666666665,4.666666666666667,57.625,55,62,29.8125,71.875,0.012280884771792344,0.49218750000000355,-0.002500000000000391,0.10000000000000009,1.25
MAGE,52,709.875,514,947,1332.6875,1199,1449,8.361992520062989,8.280078318598445,8.456655800580998,22.33171875,20.9975,23.565,4.829583333333333,4.8,4.873333333333333,3.7666666666666666,2.6666666666666665,4.666666666666667,57.75,55,62,20.875,49.0,0.00854378349271201,0.4349999999999987,-0.004583333333333606,0.016666666666666607,0.125
MAGE,53,740.3125,536,990,1407.1875,1270,1526,8.374351477717076,8.289628187942519,8.473169944886427,22.70546875,21.175,23.7625,4.826666666666666,4.8,4.873333333333333,3.841666666666667,2.6666666666666665,4.666666666666667,59.0,56,63,30.4375,74.5,0.012358957654086566,0.37375000000000114,-0.0029166666666666785,0.07500000000000018,1.25
MAGE,54,760.5,552,1017,1457.75,1315,1577,8.382500016974296,8.29652427828283,8.483465799831167,23.081875,21.3825,23.895,4.825,4.793333333333333,4.873333333333333,3.9,2.8000000000000003,4.8,59.125,56,64,20.1875,50.5625,0.008148539257220477,0.3764062499999987,-0.001666666666666039,0.058333333333333126,0.125
MAGE,55,791.75,573,1061,1535.8125,1388,1658,8.395014060868265,8.305515109100371,8.500128153141883,23.46453125,22.47,24.1075,4.821666666666666,4.793333333333333,4.873333333333333,3.958333333333333,2.8000000000000003,4.8,60.4375,57,65,31.25,78.0625,0.012514043893968818,0.38265625000000014,-0.0033333333333338544,0.058333333333333126,1.3125
MAGE,56,812.6875,587,1085,1589.4375,1438,1710,8.403350542514037,8.311472333365383,8.509158250911797,23.72359375,22.595,24.275,4.820833333333333,4.793333333333333,4.873333333333333,3.9916666666666667,2.8000000000000003,4.933333333333334,61.5,58,66,20.9375,53.625,0.008336481645772054,0.25906249999999886,-0.0008333333333334636,0.03333333333333366,1.0625
MAGE,57,844.9375,607,1123,1670.5,1514,1797,8.41610140356809,8.319933670244264,8.523374790872673,24.11375,22.785,24.4925,4.815833333333333,4.786666666666667,4.873333333333333,4.066666666666666,2.8000000000000003,4.933333333333334,61.9375,59,67,32.25,81.0625,0.01275086105405343,0.3901562500000004,-0.004999999999999893,0.07499999999999973,0.4375
MAGE,58,877.5,631,1163,1754.8125,1595,1881,8.42888686346909,8.330014090161102,8.538236030841441,24.38703125,23.9875,24.7025,4.81125,4.786666666666667,4.866666666666666,4.141666666666667,2.8000000000000003,4.933333333333334,63.1875,60,68,32.5625,84.3125,0.012785459900999996,0.27328125000000014,-0.0045833333333327175,0.07500000000000018,1.25
MAGE,59,900.1875,648,1190,1811.75,1649,1939,8.437738812655978,8.337107954243328,8.548209509154027,24.529374999999998,24.1225,24.8475,4.807916666666666,4.78,4.8533333333333335,4.191666666666666,2.8000000000000003,4.933333333333334,63.25,61,68,22.6875,56.9375,0.008851949186887254,0.14234374999999844,-0.0033333333333338544,0.04999999999999982,0.0625
MAGE,60,933.0625,676,1231,1899.4375,1729,2027,8.450498477936994,8.348711565917586,8.563268465107262,24.74859375,24.322499999999998,25.0675,4.80375,4.78,4.846666666666667,4.241666666666667,2.9333333333333336,4.933333333333334,64.5,62,70,32.875,87.6875,0.012759665281016908,0.21921875000000313,-0.00416666666666643,0.05000000000000071,1.25
MAGE,61,968.375,702,1274,1987.4375,1814,2115,8.4640916613559,8.359400506698693,8.578954638462543,24.96859375,24.535,25.2875,4.8,4.766666666666667,4.846666666666667,4.333333333333334,3.2,5.066666666666667,65.625,63,71,35.3125,88.0,0.013593183418905141,0.21999999999999886,-0.003750000000000142,0.09166666666666679,1.125
MAGE,62,1003.0625,724,1317,2077.9375,1895,2207,8.477335291239875,8.368383227314526,8.59453525860384,25.19484375,24.7375,25.5175,4.797083333333333,4.76,4.84,4.358333333333333,3.2,5.2,65.875,64,72,34.6875,90.5,0.013243629883975316,0.22625000000000028,-0.0029166666666666785,0.024999999999999467,0.25
MAGE,63,1026.625,742,1346,2139.1875,1953,2269,8.48629085860855,8.375692149052046,8.604985607890816,25.34796875,24.8825,25.6725,4.795416666666666,4.76,4.833333333333333,4.408333333333333,3.2,5.2,67.0,65,73,23.5625,61.25,0.008955567368674977,0.1531249999999993,-0.0016666666666669272,0.04999999999999982,1.125
MAGE,64,1062.3125,766,1388,2234.0,2042,2371,8.499774834824699,8.385382518955442,8.620041228759433,25.585,25.105,25.927500000000002,4.7908333333333335,4.753333333333333,4.833333333333333,4.458333333333334,3.2,5.2,67.3125,65,73,35.6875,94.8125,0.013483976216148719,0.23703125000000114,-0.0045833333333327175,0.05000000000000071,0.3125
MAGE,65,1098.4375,794,1429,2330.125,2133,2469,8.513335376378729,8.396611586396405,8.6346507219044,25.8253125,25.3325,26.1725,4.78625,4.746666666666667,4.826666666666666,4.5,3.2,5.2,68.5625,66,74,36.125,96.125,0.013560541554030081,0.24031249999999815,-0.004583333333333606,0.041666666666666075,1.25
MAGE,66,1135.875,824,1476,2428.5,2226,2569,8.527296790727933,8.40855522092273,8.65129550575236,26.07125,25.564999999999998,26.4225,4.782916666666667,4.74,4.826666666666666,4.558333333333334,3.2,5.466666666666667,69.8125,67,75,37.4375,98.375,0.013961414349203949,0.24593750000000014,-0.0033333333333329662,0.05833333333333357,1.25
MAGE,67,1173.1875,850,1524,2529.375,2319,2674,8.541106437929862,8.41883612790164,8.668185379976382,26.3234375,25.7975,26.685,4.778333333333333,4.733333333333333,4.82,4.608333333333333,3.2,5.466666666666667,69.9375,68,75,37.3125,100.875,0.013809647201929565,0.25218750000000156,-0.004583333333333606,0.04999999999999982,0.125
MAGE,68,1198.375,869,1560,2597.1875,2383,2747,8.550379386275702,8.426309309391694,8.68078295564304,26.49296875,25.9575,26.8675,4.77625,4.733333333333333,4.82,4.65,3.2,5.733333333333333,71.125,69,76,25.1875,67.8125,0.009272948345840248,0.16953124999999858,-0.002083333333333215,0.04166666666666696,1.1875
MAGE,69,1235.9375,898,1608,2701.125,2478,2857,8.564143416820611,8.43765315609689,8.69748975175629,26.7528125,26.195,27.1425,4.773333333333333,4.733333333333333,4.8133333333333335,4.758333333333334,3.333333333333333,6.0,71.25,69,76,37.5625,103.9375,0.013764030544908934,0.2598437500000017,-0.0029166666666666785,0.10833333333333339,0.125
MAGE,70,1274.0625,924,1660,2806.75,2580,2970,8.578018055602024,8.44776131807492,8.71547665151089,27.016875,26.45,27.425,4.770833333333333,4.733333333333333,4.8133333333333335,4.825,3.333333333333333,6.0,72.4375,70,77,38.125,105.625,0.01387463878141304,0.26406249999999787,-0.002500000000000391,0.06666666666666643,1.1875
MAGE,71,1313.375,956,1711,2914.25,2680,3086,8.592242345390144,8.460124447719593,8.733008486870487,27.285625,26.7,27.715,4.767083333333334,4.733333333333333,4.8133333333333335,4.883333333333333,3.333333333333333,6.133333333333333,73.625,71,78,39.3125,107.5,0.014224289788119293,0.2687500000000007,-0.003749999999999254,0.05833333333333268,1.1875
MAGE,72,1353.375,983,1762,3023.125,2780,3201,8.606623972840703,8.470491530166397,8.75043610147089,27.5578125,26.95,28.002499999999998,4.764166666666666,4.72,4.8133333333333335,4.941666666666666,3.466666666666667,6.133333333333333,73.8125,71,78,40.0,108.875,0.014381627450559265,0.27218750000000114,-0.0029166666666675667,0.05833333333333357,0.1875
MAGE,73,1393.1875,1012,1817,3134.4375,2883,3319,8.620855516097121,8.481563326042886,8.769117932258435,27.83609375,27.2075,28.2975,4.762083333333333,4.72,4.8133333333333335,5.058333333333334,3.5999999999999996,6.133333333333333,75.0625,72,80,39.8125,111.3125,0.014231543256418178,0.27828124999999915,-0.002083333333333215,0.11666666666666714,1.25
MAGE,74,1432.875,1041,1873,3248.25,2988,3438,8.634960797695246,8.492571838951394,8.788023587613223,28.120625,27.47,28.595,4.7575,4.72,4.806666666666667,5.125,3.5999999999999996,6.133333333333333,75.125,72,80,39.6875,113.8125,0.014105281598125075,0.28453125000000057,-0.0045833333333327175,0.06666666666666643,0.0625
MAGE,75,1473.1875,1067,1927,3364.5625,3095,3561,8.649202019666482,8.502389473253423,8.80614723192401,28.41140625,27.7375,28.9025,4.755,4.72,4.8,5.208333333333334,3.5999999999999996,6.2666666666666675,76.375,73,81,40.3125,116.3125,0.014241221971236229,0.29078124999999844,-0.002500000000000391,0.08333333333333393,1.25
MAGE,76,1514.75,1098,1981,3482.375,3201,3687,8.663817572157939,8.514032842140796,8.824169570626339,28.7059375,28.002499999999998,29.2175,4.7508333333333335,4.713333333333333,4.8,5.266666666666667,3.7333333333333334,6.4,77.5,74,82,41.5625,117.8125,0.014615552491456185,0.29453125000000213,-0.00416666666666643,0.05833333333333268,1.125
MAGE,77,1556.75,1127,2038,3601.4375,3315,3812,8.678494324944793,8.524865622247857,8.843086895858765,29.00359375,28.2875,29.53,4.747916666666667,4.706666666666667,4.8,5.333333333333334,3.7333333333333334,6.4,77.6875,74,82,42.0,119.0625,0.014676752786854763,0.2976562499999993,-0.0029166666666666785,0.06666666666666732,0.1875
MAGE,78,1598.9375,1157,2096,3723.6875,3431,3938,8.693162636035748,8.536013443937321,8.86222779347672,29.30921875,28.5775,29.845,4.745,4.706666666666667,4.8,5.408333333333333,3.7333333333333334,6.4,79.0,76,83,42.1875,122.25,0.014668311090954234,0.30562499999999915,-0.0029166666666666785,0.07499999999999929,1.3125
MAGE,79,1641.1875,1190,2152,3847.8125,3551,4066,8.70777792170997,8.548209509154027,8.880608369858884,29.61953125,28.877499999999998,30.165,4.742083333333333,4.706666666666667,4.786666666666667,5.433333333333334,3.7333333333333334,6.533333333333333,79.3125,76,84,42.25,124.125,0.014615285674222989,0.310312500000002,-0.0029166666666666785,0.025000000000000355,0.3125
MAGE,80,1684.75,1227,2210,3973.9375,3669,4200,8.722776467263479,8.561803765236956,8.899544835069257,29.93484375,29.1725,30.5,4.739166666666667,4.706666666666667,4.786666666666667,5.4750000000000005,3.7333333333333334,6.533333333333333,80.5,77,85,43.5625,126.125,0.014998545553508436,0.31531249999999744,-0.0029166666666666785,0.04166666666666696,1.1875
MAGE,81,1729.25,1261,2268,4101.9375,3792,4336,8.73801275667094,8.574223635740665,8.91838215316955,30.25484375,29.48,30.84,4.735833333333334,4.7,4.786666666666667,5.575,3.7333333333333334,6.666666666666666,81.875,78,86,44.5,128.0,0.015236289407461356,0.3200000000000003,-0.0033333333333329662,0.09999999999999964,1.375
MAGE,82,1773.75,1293,2329,4230.4375,3912,4469,8.753166921764159,8.58585186293405,8.938090172280882,30.57609375,29.78,31.1725,4.733333333333333,4.6866666666666665,4.786666666666667,5.658333333333333,3.8666666666666667,6.666666666666666,82.1875,78,87,44.5,128.5,0.015154165093218097,0.32124999999999915,-0.002500000000000391,0.08333333333333304,0.3125
MAGE,83,1818.75,1330,2388,4362.9375,4036,4607,8.768429527522157,8.599225529905397,8.957054023343108,30.90734375,30.09,31.5175,4.73125,4.6866666666666665,4.786666666666667,5.691666666666666,3.8666666666666667,6.800000000000001,83.5,80,88,45.0,132.5,0.015262605757998315,0.3312500000000007,-0.002083333333333215,0.033333333333333215,1.3125
MAGE,84,1864.25,1365,2447,4497.375,4165,4750,8.783778036584886,8.611807950608242,8.975924387636473,31.2434375,30.4125,31.875,4.7283333333333335,4.6866666666666665,4.786666666666667,5.75,3.8666666666666667,6.933333333333334,83.6875,80,89,45.5,134.4375,0.015348509062729221,0.33609374999999986,-0.0029166666666666785,0.05833333333333357,0.1875
MAGE,85,1911.3125,1402,2509,4633.8125,4297,4893,8.799574387756946,8.625039417063634,8.995656479574265,31.58453125,30.7425,32.2325,4.725416666666667,4.68,4.786666666666667,5.783333333333333,3.8666666666666667,6.933333333333334,84.875,82,90,47.0625,136.4375,0.01579635117206024,0.3410937500000024,-0.0029166666666666785,0.033333333333333215,1.1875
MAGE,86,1958.25,1442,2567,4772.8125,4428,5043,8.81525633788818,8.63926540680012,9.014027400191184,31.93203125,31.07,32.6075,4.720416666666667,4.673333333333334,4.786666666666667,5.85,3.8666666666666667,7.066666666666666,86.125,83,91,46.9375,139.0,0.01568195013123308,0.34750000000000014,-0.004999999999999893,0.06666666666666643,1.25
MAGE,87,2005.8125,1480,2631,4912.0625,4560,5189,8.831061200309371,8.652707146281253,9.034202715651473,32.28015625,31.4,32.9725,4.7175,4.666666666666667,4.786666666666667,5.891666666666667,3.8666666666666667,7.199999999999999,86.3125,83,91,47.5625,139.25,0.0158048624211915,0.348124999999996,-0.0029166666666666785,0.04166666666666696,0.1875
MAGE,88,2053.4375,1519,2696,5054.9375,4696,5342,8.846813714735346,8.666431036435402,9.054593051794289,32.63734375,31.74,33.355000000000004,4.714583333333334,4.66,4.786666666666667,5.908333333333333,4.0,7.199999999999999,87.5,84,92,47.625,142.875,0.015752514425974695,0.357187500000002,-0.0029166666666666785,0.016666666666666607,1.1875
MAGE,89,2101.625,1557,2756,5199.1875,4833,5496,8.86268344284572,8.679735395679568,9.073327770057606,32.99796875,32.082499999999996,33.74,4.7125,4.66,4.786666666666667,5.983333333333333,4.133333333333333,7.199999999999999,87.5625,84,92,48.1875,144.25,0.015869728110374126,0.36062499999999886,-0.002083333333333215,0.07500000000000018,0.0625
MAGE,90,2166.4375,1607,2841,5395.625,5021,5704,8.88391067550223,8.697142720343964,9.099729771635776,33.4890625,32.5525,34.26,4.708333333333333,4.653333333333333,4.786666666666667,6.083333333333334,4.133333333333333,7.199999999999999,88.6875,85,93,64.8125,196.4375,0.02122723265651061,0.49109375000000455,-0.004166666666667318,0.10000000000000053,1.125
MAGE,91,2216.875,1646,2905,5545.125,5167,5865,8.900341084587447,8.710645254137752,9.119504657537107,33.862812500000004,32.917500000000004,34.6625,4.703333333333333,4.653333333333333,4.786666666666667,6.1416666666666675,4.133333333333333,7.199999999999999,89.75,86,94,50.4375,149.5,0.01643040908521698,0.37375000000000114,-0.004999999999999893,0.05833333333333357,1.0625
MAGE,92,2267.4375,1686,2971,5696.3125,5311,6024,8.91673131190433,8.724427705797554,9.13980646717871,34.23609375,33.2775,35.0,4.7,4.6466666666666665,4.78,6.216666666666667,4.133333333333333,7.333333333333333,89.875,86,94,50.5625,151.1875,0.016390227316883,0.373281249999998,-0.0033333333333329662,0.07499999999999929,0.125
MAGE,93,2318.375,1726,3037,5849.5625,5457,6191,8.933172438384721,8.738144908486602,9.160018268879593,34.54671875,33.6425,35.0,4.6975,4.6466666666666665,4.773333333333333,6.266666666666667,4.133333333333333,7.333333333333333,91.1875,87,95,50.9375,153.25,0.016441126480390977,0.3106249999999946,-0.002500000000000391,0.04999999999999982,1.3125
MAGE,94,2369.3125,1765,3103,6005.4375,5605,6355,8.949549950513786,8.75145808796581,9.180142405178254,34.76140625,34.0125,35.0,4.694166666666667,4.6466666666666665,4.766666666666667,6.358333333333333,4.133333333333333,7.466666666666667,91.5,87,96,50.9375,155.875,0.016377512129064797,0.2146875000000037,-0.0033333333333329662,0.09166666666666679,0.3125
MAGE,95,2421.5625,1807,3174,6163.3125,5756,6524,8.96627512751311,8.765729744445848,9.20169577233762,34.90171875,34.39,35.0,4.6899999999999995,4.64,4.76,6.416666666666667,4.133333333333333,7.6,92.5,88,97,52.25,157.875,0.01672517699932463,0.14031250000000028,-0.004166666666667318,0.05833333333333357,1.0
MAGE,96,2492.9375,1868,3263,6375.5,5959,6750,8.989017709581454,8.786340225783896,9.228577774235784,34.99359375,34.8975,35.0,4.685,4.626666666666667,4.76,6.508333333333333,4.133333333333333,7.733333333333333,93.75,90,98,71.375,212.1875,0.022742582068342898,0.0918750000000017,-0.004999999999999893,0.0916666666666659,1.25
MAGE,97,2546.625,1910,3331,6537.75,6112,6926,9.006034386267292,8.800452728164268,9.249018012462598,35.0,35.0,35.0,4.680833333333333,4.626666666666667,4.753333333333333,6.566666666666666,4.133333333333333,8.0,94.125,90,98,53.6875,162.25,0.01701667668583795,0.006406249999997726,-0.00416666666666643,0.05833333333333357,0.375
MAGE,98,2600.8125,1953,3396,6701.4375,6272,7100,9.023137599421261,8.814837091617894,9.268478587747971,35.0,35.0,35.0,4.6779166666666665,4.62,4.753333333333333,6.641666666666667,4.266666666666667,8.0,95.25,91,100,54.1875,163.6875,0.017103213153969676,0.0,-0.0029166666666666785,0.07500000000000018,1.125
MAGE,99,2655.1875,1997,3460,6867.625,6431,7275,9.040221180837555,8.829490558747839,9.287567109953688,35.0,35.0,35.0,4.6745833333333335,4.62,4.746666666666667,6.7,4.266666666666667,8.0,95.5625,91,100,54.375,166.1875,0.01708358141629418,0.0,-0.0033333333333329662,0.05833333333333357,0.3125
MAGE,100,2711.0,2038,3531,7035.4375,6593,7456,9.057679455989602,8.843086895858765,9.308661028351741,35.0,35.0,35.0,4.6691666666666665,4.62,4.746666666666667,6.775,4.266666666666667,8.133333333333333,96.8125,93,101,55.8125,167.8125,0.017458275152046454,0.0,-0.005416666666667069,0.07500000000000018,1.25
PALADIN,1,10.5,8,13,7.9375,5,10,8.012443602478525,8.010022613543374,8.014779633924967,9.263229166666667,9.008333333333333,10.013333333333334,4.93,4.9,4.966666666666667,1.6083333333333334,0.8,2.0,19.8125,18,22,,,,,,,
PALADIN,2,16.625,13,20,13.4375,8,17,8.017964152803112,8.014779633924967,8.020860897630213,9.397395833333334,9.013333333333334,10.026666666666667,4.92875,4.8933333333333335,4.966666666666667,1.7,0.9333333333333333,2.1333333333333333,20.0625,18,22,6.125,5.5,0.005520550324586537,0.1341666666666672,-0.0012499999999997513,0.09166666666666656,0.25
PALADIN,3,29.375,22,38,24.25,13,33,8.028298530294538,8.0225137137527,8.03486068147306,9.727916666666667,9.033333333333333,10.055,4.925,4.8933333333333335,4.966666666666667,1.9,1.3333333333333333,2.5333333333333337,21.6875,20,23,12.75,10.8125,0.01033437749142685,0.33052083333333293,-0.003750000000000142,0.19999999999999996,1.625
PALADIN,4,35.6875,27,46,30.25,16,40,8.033080293632215,8.026521617463274,8.04061769374364,9.862916666666667,9.051666666666666,10.066666666666666,4.92375,4.8933333333333335,4.966666666666667,1.9666666666666668,1.3333333333333333,2.6666666666666665,22.125,20,24,6.3125,6.0,0.004781763337676992,0.1349999999999998,-0.0012499999999997513,0.06666666666666687,0.4375
PALADIN,5,41.75,32,55,36.375,22,48,8.037499129139544,8.030382882774845,8.046859661488343,9.998125,9.061666666666667,10.08,4.922083333333333,4.886666666666667,4.966666666666667,2.0583333333333336,1.3333333333333333,2.9333333333333336,23.375,21,25,6.0625,6.125,0.004418835507328467,0.13520833333333293,-0.0016666666666669272,0.09166666666666679,1.25
PALADIN,6,54.375,43,70,47.4375,30,62,8.046344175181929,8.038484314917007,8.056831278649852,10.079062500000001,10.05,10.103333333333333,4.919583333333334,4.886666666666667,4.966666666666667,2.216666666666667,1.6,3.0666666666666664,25.0625,23,27,12.625,11.0625,0.008845046042385007,0.080937500000001,-0.0024999999999995026,0.15833333333333321,1.6875
PALADIN,7,60.8125,48,80,53.75,33,69,8.050680983820023,8.04202444487046,8.063238416260782,10.152083333333334,10.055,11.088333333333333,4.919583333333334,4.886666666666667,4.966666666666667,2.2916666666666665,1.6,3.2,25.375,23,27,6.4375,6.3125,0.004336808638093714,0.07302083333333265,0.0,0.07499999999999973,0.3125
PALADIN,8,66.9375,52,89,59.8125,38,76,8.05471416139287,8.044803471974063,8.068868559750733,10.3496875,10.063333333333333,11.126666666666667,4.917916666666667,4.88,4.966666666666667,2.416666666666667,1.7333333333333334,3.466666666666667,26.625,24,29,6.125,6.0625,0.004033177572846824,0.19760416666666636,-0.0016666666666669272,0.12500000000000044,1.25
PALADIN,9,79.75,60,106,71.75,45,89,8.062944518394087,8.050237728630192,8.079205198656114,10.682083333333333,10.075,11.148333333333333,4.9158333333333335,4.88,4.966666666666667,2.625,1.8666666666666667,3.8666666666666667,27.25,25,29,12.8125,11.9375,0.008230357001217214,0.332395833333333,-0.002083333333333215,0.20833333333333304,0.625
PALADIN,10,86.9375,66,115,77.5625,49,96,8.067454148394681,8.054218081216593,8.084540978008835,10.754270833333333,10.081666666666667,11.16,4.915,4.88,4.96,2.725,2.0,4.0,28.5625,26,30,7.1875,5.8125,0.004509630000594456,0.07218750000000007,-0.0008333333333334636,0.10000000000000009,1.3125
PALADIN,11,93.9375,72,125,83.8125,54,102,8.07177268663055,8.05812660963602,8.090372647599809,10.889687499999999,10.12,11.17,4.914583333333334,4.88,4.96,2.8083333333333336,2.2666666666666666,4.133333333333333,30.0625,27,32,7.0,6.25,0.0043185382358696955,0.13541666666666607,-0.0004166666666662877,0.08333333333333348,1.5
PALADIN,12,100.6875,78,133,90.1875,58,111,8.075881434121149,8.0619704539537,8.094970846309597,11.0253125,10.16,11.185,4.91375,4.873333333333333,4.96,2.8916666666666666,2.4,4.266666666666667,30.4375,27,33,6.75,6.375,0.004108747490597864,0.135625000000001,-0.0008333333333334636,0.08333333333333304,0.375
PALADIN,13,114.4375,91,150,103.375,68,128,8.084082718916365,8.070103888705352,8.104563955259128,11.234791666666666,10.185,12.186666666666667,4.913333333333333,4.873333333333333,4.96,3.075,2.5333333333333337,4.533333333333333,32.125,28,35,13.75,13.1875,0.008201284795216424,0.20947916666666622,-0.0004166666666671759,0.18333333333333357,1.6875
PALADIN,14,121.875,96,160,109.8125,73,134,8.088425701865482,8.073168808308372,8.110104477795556,11.308020833333334,11.121666666666666,12.196666666666667,4.912916666666667,4.873333333333333,4.96,3.1166666666666667,2.5333333333333337,4.533333333333333,32.625,28,36,7.4375,6.4375,0.004342982949117058,0.07322916666666757,-0.0004166666666662877,0.04166666666666652,0.5
PALADIN,15,135.1875,107,178,123.0,83,150,8.096088181242864,8.079802411918646,8.119907126968787,11.6425,11.138333333333334,12.25,4.910833333333334,4.866666666666666,4.96,3.275,2.5333333333333337,4.666666666666667,34.375,30,38,13.3125,13.1875,0.00766247937738207,0.3344791666666662,-0.002083333333333215,0.15833333333333321,1.75
PALADIN,16,142.125,112,187,130.0,86,160,8.100012610300572,8.082771993217698,8.12473326214626,11.966666666666667,11.191666666666666,12.266666666666667,4.91,4.866666666666666,4.96,3.341666666666667,2.6666666666666665,4.666666666666667,35.8125,31,39,6.9375,7.0,0.003924429057708068,0.3241666666666667,-0.0008333333333334636,0.06666666666666687,1.4375
PALADIN,17,148.625,118,195,136.75,92,170,8.103660704207881,8.086300756203359,8.128984250508259,12.040416666666667,11.203333333333333,12.283333333333333,4.90875,4.866666666666666,4.953333333333333,3.45,2.6666666666666665,4.8,36.0,31,39,6.5,6.75,0.0036480939073086915,0.07375000000000043,-0.0012499999999997513,0.10833333333333339,0.1875
PALADIN,18,163.1875,130,210,151.375,101,189,8.111717498940795,8.093253185736867,8.13686248814064,12.064791666666666,11.226666666666667,12.315,4.9070833333333335,4.866666666666666,4.953333333333333,3.6333333333333333,2.8000000000000003,5.066666666666667,37.625,33,40,14.5625,14.625,0.008056794732913986,0.024374999999999147,-0.0016666666666669272,0.18333333333333313,1.625
PALADIN,19,170.5625,136,218,158.125,107,197,8.115740562321484,8.096680774770277,8.141017882870548,12.201041666666667,11.24,13.27,4.905,4.866666666666666,4.953333333333333,3.725,2.9333333333333336,5.2,38.0,33,41,7.375,6.75,0.004023063380689251,0.13625000000000043,-0.002083333333333215,0.09166666666666679,0.375
