power,level,class,cap_h
1.0,18,PALADIN,8.049259213085731
1.0,18,RANGER,8.049539892362573
1.0,18,ROGUE,8.049820571639415
1.0,18,WARRIOR,8.087571934374633
1.0,19,CLERIC,8.051112970229108
1.0,19,MAGE,8.051112970229108
1.0,19,PALADIN,8.05140174407221
1.0,19,RANGER,8.051979291758414
1.0,19,ROGUE,8.051834904836863
1.0,19,WARRIOR,8.092552016714286
1.0,20,CLERIC,8.053898039017751
1.0,20,MAGE,8.053898039017751
1.0,20,PALADIN,8.054194997910411
1.0,20,RANGER,8.054640436249402
1.0,20,ROGUE,8.054491956803071
1.0,20,WARRIOR,8.099481229041029
1.0,21,CLERIC,8.055704583023523
1.0,21,MAGE,8.055704583023523
1.0,21,PALADIN,8.056162428911387
1.0,21,RANGER,8.056467659503298
1.0,21,ROGUE,8.056620274799252
1.0,21,WARRIOR,8.104083631841211
1.0,22,CLERIC,8.058170101805748
1.0,22,MAGE,8.058170101805748
1.0,22,PALADIN,8.058797272714706
1.0,22,RANGER,8.059110858169184
1.0,22,ROGUE,8.060208407259859
1.0,22,WARRIOR,8.112106799976038
1.0,23,CLERIC,8.060539815389356
1.0,23,MAGE,8.060539815389356
1.0,23,PALADIN,8.061344866125918
1.0,23,RANGER,8.061344866125916
1.0,23,ROGUE,8.063437998040975
1.0,23,WARRIOR,8.12011356989484
1.0,24,CLERIC,8.062801115860685
1.0,24,MAGE,8.062801115860685
1.0,24,PALADIN,8.063296914143795
1.0,24,RANGER,8.063627446332536
1.0,24,ROGUE,8.06693276821994
1.0,24,WARRIOR,8.125602231721368
1.0,25,CLERIC,8.065958537213753
1.0,25,MAGE,8.065958537213753
1.0,25,PALADIN,8.066128096435381
1.0,25,RANGER,8.066806333321898
1.0,25,ROGUE,8.070706195419369
1.0,25,WARRIOR,8.132595311314022
1.0,26,CLERIC,8.068338095545622
1.0,26,MAGE,8.068338095545622
1.0,26,PALADIN,8.068859760397116
1.0,26,RANGER,8.06938142524861
1.0,26,ROGUE,8.073206967492894
1.0,26,WARRIOR,8.13893673878105
1.0,27,CLERIC,8.07112259819988
1.0,27,MAGE,8.07112259819988
1.0,27,PALADIN,8.071835606703138
1.0,27,RANGER,8.072013858828951
1.0,27,ROGUE,8.076291909848495
1.0,27,WARRIOR,8.148840525054887
1.0,28,CLERIC,8.074338416814198
1.0,28,MAGE,8.074338416814198
1.0,28,PALADIN,8.075799614196296
1.0,28,RANGER,8.075616964523533
1.0,28,ROGUE,8.079269957978777
1.0,28,WARRIOR,8.158539915957553
1.0,29,CLERIC,8.077076927794842
1.0,29,MAGE,8.077076927794842
1.0,29,PALADIN,8.078012327404002
1.0,29,RANGER,8.078386487247666
1.0,29,ROGUE,8.082128085684309
1.0,29,WARRIOR,8.165565730821445
1.0,30,CLERIC,8.08044761266857
1.0,30,MAGE,8.08044761266857
1.0,30,PALADIN,8.080830696538419
1.0,30,RANGER,8.081788406213045
1.0,30,ROGUE,8.084853077171848
1.0,30,WARRIOR,8.175260870456524
1.0,31,CLERIC,8.08370687343807
1.0,31,MAGE,8.08370687343807
1.0,31,PALADIN,8.084294977935292
1.0,31,RANGER,8.08527515209733
1.0,31,ROGUE,8.089195848745483
1.0,31,WARRIOR,8.186037055954865
1.0,32,CLERIC,8.08724263761991
1.0,32,MAGE,8.08724263761991
1.0,32,PALADIN,8.087643753195175
1.0,32,RANGER,8.088847099920967
1.0,32,ROGUE,8.092858255673606
1.0,32,WARRIOR,8.196947747454603
1.0,33,CLERIC,8.089838189693568
1.0,33,MAGE,8.089838189693568
1.0,33,PALADIN,8.090248409737832
1.0,33,RANGER,8.091479069870621
1.0,33,ROGUE,8.096401710401775
1.0,33,WARRIOR,8.205520242175698
1.0,34,CLERIC,8.093731788220518
1.0,34,MAGE,8.093731788220518
1.0,34,PALADIN,8.09352209741913
1.0,34,RANGER,8.095199623830235
1.0,34,ROGUE,8.100441893864941
1.0,34,WARRIOR,8.216610597833993
1.0,35,CLERIC,8.09750624114613
1.0,35,MAGE,8.09750624114613
1.0,35,PALADIN,8.09793484000831
1.0,35,RANGER,8.09857773830158
1.0,35,ROGUE,8.105221020665384
1.0,35,WARRIOR,8.229943289559992
1.0,36,CLERIC,8.100929152006083
1.0,36,MAGE,8.100929152006083
1.0,36,PALADIN,8.103337439797984
1.0,36,RANGER,8.102242763528938
1.0,36,ROGUE,8.109248691650835
1.0,36,WARRIOR,8.243893872743547
1.0,37,CLERIC,8.104420100699874
1.0,37,MAGE,8.104420100699874
1.0,37,PALADIN,8.106879674806295
1.0,37,RANGER,8.105761686576104
1.0,37,ROGUE,8.113140408895369
1.0,37,WARRIOR,8.255348511775713
1.0,38,CLERIC,8.107066141290947
1.0,38,MAGE,8.107066141290947
1.0,38,PALADIN,8.110033859493042
1.0,38,RANGER,8.10843585738422
1.0,38,ROGUE,8.116197581912775
1.0,38,WARRIOR,8.263898633970863
1.0,39,CLERIC,8.110441904726253
1.0,39,MAGE,8.110441904726253
1.0,39,PALADIN,8.11277190271626
1.0,39,RANGER,8.111606903721256
1.0,39,ROGUE,8.121159895480277
1.0,39,WARRIOR,8.275871762016632
1.0,40,CLERIC,8.114114460721233
1.0,40,MAGE,8.114114460721233
1.0,40,PALADIN,8.116254106859754
1.0,40,RANGER,8.11482767610074
1.0,40,ROGUE,8.125763645253192
1.0,40,WARRIOR,8.287663536401439
1.0,41,CLERIC,8.118825728297756
1.0,41,MAGE,8.118825728297756
1.0,41,PALADIN,8.119795734243043
1.0,41,RANGER,8.119310731270401
1.0,41,ROGUE,8.130950802613855
1.0,41,WARRIOR,8.301186846011865
1.0,42,CLERIC,8.122902329741528
1.0,42,MAGE,8.122902329741528
1.0,42,PALADIN,8.124633348470283
1.0,42,RANGER,8.123396906521172
1.0,42,ROGUE,8.13551403762245
1.0,42,WARRIOR,8.316281850582323
1.0,43,CLERIC,8.127561943824697
1.0,43,MAGE,8.127561943824697
1.0,43,PALADIN,8.12831823993433
1.0,43,RANGER,8.128570338637541
1.0,43,ROGUE,8.139914780282028
1.0,43,WARRIOR,8.3294930050966
1.0,44,CLERIC,8.13154917347167
1.0,44,MAGE,8.13154917347167
1.0,44,PALADIN,8.132319969409982
1.0,44,RANGER,8.133090765348292
1.0,44,ROGUE,8.146451228279009
1.0,44,WARRIOR,8.34428885244539
1.0,45,CLERIC,8.134558924168463
1.0,45,MAGE,8.134558924168463
1.0,45,PALADIN,8.137962165441206
1.0,45,RANGER,8.136129650909728
1.0,45,ROGUE,8.151313342741966
1.0,45,WARRIOR,8.36074357491078
1.0,46,CLERIC,8.139199508350812
1.0,46,MAGE,8.139199508350812
1.0,46,PALADIN,8.14186616559891
1.0,46,RANGER,8.141066168424482
1.0,46,ROGUE,8.15653278046346
1.0,46,WARRIOR,8.375198674807647
1.0,47,CLERIC,8.144472786937472
1.0,47,MAGE,8.144472786937472
1.0,47,PALADIN,8.148274702383196
1.0,47,RANGER,8.146373744660336
1.0,47,ROGUE,8.162939233388128
1.0,47,WARRIOR,8.39702859868907
1.0,48,CLERIC,8.149579144527712
1.0,48,MAGE,8.149579144527712
1.0,48,PALADIN,8.154002926990637
1.0,48,RANGER,8.15123806295131
1.0,48,ROGUE,8.168933192803015
1.0,48,WARRIOR,8.413623660283653
1.0,49,CLERIC,8.155629908197556
1.0,49,MAGE,8.155629908197556
1.0,49,PALADIN,8.160414191089705
1.0,49,RANGER,8.1575999070355
1.0,49,ROGUE,8.176174181793256
1.0,49,WARRIOR,8.432836887536785
1.0,50,CLERIC,8.16037898401638
1.0,50,MAGE,8.16037898401638
1.0,50,PALADIN,8.164674849659674
1.0,50,RANGER,8.162097330273697
1.0,50,ROGUE,8.181858312232858
1.0,50,WARRIOR,8.448774764202975
1.0,51,CLERIC,8.16579179386925
1.0,51,MAGE,8.16579179386925
1.0,51,PALADIN,8.17045377752814
1.0,51,RANGER,8.167540037741334
1.0,51,ROGUE,8.188518964206336
1.0,51,WARRIOR,8.469112105675734
1.0,52,CLERIC,8.17100946399259
1.0,52,MAGE,8.17100946399259
1.0,52,PALADIN,8.176640624851965
1.0,52,RANGER,8.172787725316603
1.0,52,ROGUE,8.192644976768081
1.0,52,WARRIOR,8.487539979666915
1.0,53,CLERIC,8.178428477298178
1.0,53,MAGE,8.178428477298178
1.0,53,PALADIN,8.184155066941193
1.0,53,RANGER,8.179031276207969
1.0,53,ROGUE,8.201033436415345
1.0,53,WARRIOR,8.512379073322467
1.0,54,CLERIC,8.184171268355831
1.0,54,MAGE,8.184171268355831
1.0,54,PALADIN,8.189687213165158
1.0,54,RANGER,8.184477709734127
1.0,54,ROGUE,8.207767254484617
1.0,54,WARRIOR,8.530756467208489
1.0,55,CLERIC,8.190639447248893
1.0,55,MAGE,8.190639447248893
1.0,55,PALADIN,8.197804001638964
1.0,55,RANGER,8.19157395434325
1.0,55,ROGUE,8.216494143526111
1.0,55,WARRIOR,8.558212237696102
1.0,56,CLERIC,8.197230667857657
1.0,56,MAGE,8.197230667857657
1.0,56,PALADIN,8.20356231048551
1.0,56,RANGER,8.198496996383227
1.0,56,ROGUE,8.222873820500466
1.0,56,WARRIOR,8.57776238979169
1.0,57,CLERIC,8.203945376404564
1.0,57,MAGE,8.203945376404564
1.0,57,PALADIN,8.209092262875341
1.0,57,RANGER,8.205553778426681
1.0,57,ROGUE,8.231288210780571
1.0,57,WARRIOR,8.601220675867713
1.0,58,CLERIC,8.2124179973499
1.0,58,MAGE,8.2124179973499
1.0,58,PALADIN,8.216993154215897
1.0,58,RANGER,8.2130715911879
1.0,58,ROGUE,8.241829720059885
1.0,58,WARRIOR,8.626796490641704
1.0,59,CLERIC,8.219074736291487
1.0,59,MAGE,8.219074736291487
1.0,59,PALADIN,8.222062119059098
1.0,59,RANGER,8.220070530547357
1.0,59,ROGUE,8.247952769711729
1.0,59,WARRIOR,8.64693433489713
1.0,60,CLERIC,8.227194383316164
1.0,60,MAGE,8.227194383316164
1.0,60,PALADIN,8.22854271793525
1.0,60,RANGER,8.228879801590022
1.0,60,ROGUE,8.256183577626535
1.0,60,WARRIOR,8.671133556650565
1.0,61,CLERIC,8.23375906299185
1.0,61,MAGE,8.23375906299185
1.0,61,PALADIN,8.236497090083995
1.0,61,RANGER,8.235812583310958
1.0,61,ROGUE,8.265246374551515
1.0,61,WARRIOR,8.697170148337333
1.0,62,CLERIC,8.243555706503882
1.0,62,MAGE,8.243555706503882
1.0,62,PALADIN,8.244598027644413
1.0,62,RANGER,8.245292908404766
1.0,62,ROGUE,8.275520221480141
1.0,62,WARRIOR,8.724760633048643
1.0,63,CLERIC,8.250377530368624
1.0,63,MAGE,8.250377530368624
1.0,63,PALADIN,8.251435463595532
1.0,63,RANGER,8.252140752413473
1.0,63,ROGUE,8.281762882766945
1.0,63,WARRIOR,8.746900858198233
1.0,64,CLERIC,8.25945230821853
1.0,64,MAGE,8.25945230821853
1.0,64,PALADIN,8.25730511670224
1.0,64,RANGER,8.261241634482106
1.0,64,ROGUE,8.290944450457468
1.0,64,WARRIOR,8.772988945864862
1.0,65,CLERIC,8.267606688081132
1.0,65,MAGE,8.267606688081132
1.0,65,PALADIN,8.264338763803343
1.0,65,RANGER,8.26905909887126
1.0,65,ROGUE,8.298470417371357
1.0,65,WARRIOR,8.798825934570543
1.0,66,CLERIC,8.275899045138482
1.0,66,MAGE,8.275899045138482
1.0,66,PALADIN,8.273320549389524
1.0,66,RANGER,8.277372471280744
1.0,66,ROGUE,8.307209350661541
1.0,66,WARRIOR,8.828433848486577
1.0,67,CLERIC,8.283208936062103
1.0,67,MAGE,8.283208936062103
1.0,67,PALADIN,8.280219923544296
1.0,67,RANGER,8.285450695450457
1.0,67,ROGUE,8.316461700322693
1.0,67,WARRIOR,8.85485758009247
1.0,68,CLERIC,8.291004867925098
1.0,68,MAGE,8.291004867925098
1.0,68,PALADIN,8.288731392394434
1.0,68,RANGER,8.292520518278875
1.0,68,ROGUE,8.324349175708184
1.0,68,WARRIOR,8.87794046742507
1.0,69,CLERIC,8.297766171966904
1.0,69,MAGE,8.297766171966904
1.0,69,PALADIN,8.300839887290435
1.0,69,RANGER,8.29968724404411
1.0,69,ROGUE,8.333882327018374
1.0,69,WARRIOR,8.912893451088214
1.0,70,CLERIC,8.306951105292828
1.0,70,MAGE,8.306951105292828
1.0,70,PALADIN,8.311235955747422
1.0,70,RANGER,8.310067360168897
1.0,70,ROGUE,8.343567100086643
1.0,70,WARRIOR,8.946172886746547
1.0,71,CLERIC,8.315496926703632
1.0,71,MAGE,8.315496926703632
1.0,71,PALADIN,8.319840438835973
1.0,71,RANGER,8.318260979878758
1.0,71,ROGUE,8.352614212198178
1.0,71,WARRIOR,8.980449147691013
1.0,72,CLERIC,8.324972857060635
1.0,72,MAGE,8.324972857060635
1.0,72,PALADIN,8.330175624476631
1.0,72,RANGER,8.327374134329558
1.0,72,ROGUE,8.364994144875984
1.0,72,WARRIOR,9.014139433240949
1.0,73,CLERIC,8.332166829070554
1.0,73,MAGE,8.332166829070554
1.0,73,PALADIN,8.338656046732494
1.0,73,RANGER,8.334600285693782
1.0,73,ROGUE,8.374346743873165
1.0,73,WARRIOR,9.048819804611055
1.0,74,CLERIC,8.340270117825197
1.0,74,MAGE,8.340270117825197
1.0,74,PALADIN,8.350133019791146
1.0,74,RANGER,8.342324889068104
1.0,74,ROGUE,8.385064130920544
1.0,74,WARRIOR,9.083686353508508
1.0,75,CLERIC,8.350564299081546
1.0,75,MAGE,8.350564299081546
1.0,75,PALADIN,8.360972977795369
1.0,75,RANGER,8.351396993378652
1.0,75,ROGUE,8.396362485422367
1.0,75,WARRIOR,9.120390176755869
1.0,76,CLERIC,8.35975671137004
1.0,76,MAGE,8.35975671137004
1.0,76,PALADIN,8.36987882282711
1.0,76,RANGER,8.361021975302174
1.0,76,ROGUE,8.406149722214945
1.0,76,WARRIOR,9.156029479326234
1.0,77,CLERIC,8.37036209412617
1.0,77,MAGE,8.37036209412617
1.0,77,PALADIN,8.378478449130089
1.0,77,RANGER,8.371216447284478
1.0,77,ROGUE,8.415215634937299
1.0,77,WARRIOR,9.19139547925939
1.0,78,CLERIC,8.381131878275609
1.0,78,MAGE,8.381131878275609
1.0,78,PALADIN,8.385458006292357
1.0,78,RANGER,8.381997103878957
1.0,78,ROGUE,8.4243931584431
1.0,78,WARRIOR,9.222131164731659
1.0,79,CLERIC,8.391628467692096
1.0,79,MAGE,8.391628467692096
1.0,79,PALADIN,8.396885225647694
1.0,79,RANGER,8.392504594018028
1.0,79,ROGUE,8.434558657662818
1.0,79,WARRIOR,9.255927088225096
1.0,80,CLERIC,8.40183593114615
1.0,80,MAGE,8.40183593114615
1.0,80,PALADIN,8.40538415128872
1.0,80,RANGER,8.40227945866397
1.0,80,ROGUE,8.443971045339179
1.0,80,WARRIOR,9.290665076860153
1.0,81,CLERIC,8.412636260673253
1.0,81,MAGE,8.412636260673253
1.0,81,PALADIN,8.41667731219236
1.0,81,RANGER,8.4130852663976
1.0,81,ROGUE,8.45708782738343
1.0,81,WARRIOR,9.32815893261315
1.0,82,CLERIC,8.422682808772004
1.0,82,MAGE,8.422682808772004
1.0,82,PALADIN,8.425864292278892
1.0,82,RANGER,8.423591804059688
1.0,82,ROGUE,8.46676908022457
1.0,82,WARRIOR,9.37031039618021
1.0,83,CLERIC,8.434242964818216
1.0,83,MAGE,8.434242964818216
1.0,83,PALADIN,8.432862955396123
1.0,83,RANGER,8.435622974240307
1.0,83,ROGUE,8.477483260043758
1.0,83,WARRIOR,9.40806961367432
1.0,84,CLERIC,8.443642544416706
1.0,84,MAGE,8.443642544416706
1.0,84,PALADIN,8.445039110663558
1.0,84,RANGER,8.445504632745841
1.0,84,ROGUE,8.492056840974248
1.0,84,WARRIOR,9.44963576423255
1.0,85,CLERIC,8.454567436991123
1.0,85,MAGE,8.454567436991123
1.0,85,PALADIN,8.454567436991123
1.0,85,RANGER,8.456922708685378
1.0,85,ROGUE,8.504028142570467
1.0,85,WARRIOR,9.485234330396903
1.0,86,CLERIC,8.46563798841243
1.0,86,MAGE,8.46563798841243
1.0,86,PALADIN,8.46563798841243
1.0,86,RANGER,8.468020987329586
1.0,86,ROGUE,8.515680965672722
1.0,86,WARRIOR,9.523212907846597
1.0,87,CLERIC,8.479747500292243
1.0,87,MAGE,8.479747500292243
1.0,87,PALADIN,8.47926534200049
1.0,87,RANGER,8.480711816875743
1.0,87,ROGUE,8.528445487759091
1.0,87,WARRIOR,9.566050131607238
1.0,88,CLERIC,8.491631580076868
1.0,88,MAGE,8.491631580076868
1.0,88,PALADIN,8.490656120592588
1.0,88,RANGER,8.491631580076868
1.0,88,ROGUE,8.539429094806565
1.0,88,WARRIOR,9.605606311124058
1.0,89,CLERIC,8.503180295756858
1.0,89,MAGE,8.503180295756858
1.0,89,PALADIN,8.503180295756858
1.0,89,RANGER,8.503180295756858
1.0,89,ROGUE,8.55004512722441
1.0,89,WARRIOR,9.647668811595986
1.0,90,CLERIC,8.520364167749355
1.0,90,MAGE,8.520364167749355
1.0,90,PALADIN,8.517869612774527
1.0,90,RANGER,8.519366345759424
1.0,90,ROGUE,8.564268335306348
1.0,90,WARRIOR,9.692805005919045
1.0,91,CLERIC,8.531260156363532
1.0,91,MAGE,8.531260156363532
1.0,91,PALADIN,8.532773718062574
1.0,91,RANGER,8.530251115230838
1.0,91,ROGUE,8.575153445635733
1.0,91,WARRIOR,9.730505542570668
1.0,92,CLERIC,8.544322172909903
1.0,92,MAGE,8.544322172909903
1.0,92,PALADIN,8.543301887674831
1.0,92,RANGER,8.544832315527437
1.0,92,ROGUE,8.590235008488056
1.0,92,WARRIOR,9.764583314053747
1.0,93,CLERIC,8.559102309942013
1.0,93,MAGE,8.559102309942013
1.0,93,PALADIN,8.554976093632478
1.0,93,RANGER,8.558070755864629
1.0,93,ROGUE,8.602427581192131
1.0,93,WARRIOR,9.796967202802557
1.0,94,CLERIC,8.572001823178189
1.0,94,MAGE,8.572001823178189
1.0,94,PALADIN,8.566266162234742
1.0,94,RANGER,8.572001823178189
1.0,94,ROGUE,8.617365687003623
1.0,94,WARRIOR,9.829154417237085
1.0,95,CLERIC,8.585061644102035
1.0,95,MAGE,8.585061644102035
1.0,95,PALADIN,8.57662832310597
1.0,95,RANGER,8.58558872666429
1.0,95,ROGUE,8.631444909580393
1.0,95,WARRIOR,9.860601444756922
1.0,96,CLERIC,8.600413144331174
1.0,96,MAGE,8.600413144331174
1.0,96,PALADIN,8.59188908904342
1.0,96,RANGER,8.602544158153112
1.0,96,ROGUE,8.646762694958335
1.0,96,WARRIOR,9.893405780792362
1.0,97,CLERIC,8.613817382242264
1.0,97,MAGE,8.613817382242264
1.0,97,PALADIN,8.603048656238014
1.0,97,RANGER,8.615432691142901
1.0,97,ROGUE,8.663891958162028
1.0,97,WARRIOR,9.920063846557818
1.0,98,CLERIC,8.629559563221799
1.0,98,MAGE,8.629559563221799
1.0,98,PALADIN,8.613779764316499
1.0,98,RANGER,8.629559563221799
1.0,98,ROGUE,8.677987221931167
1.0,98,WARRIOR,9.944180051332312
1.0,99,CLERIC,8.64166030088177
1.0,99,MAGE,8.64166030088177
1.0,99,PALADIN,8.627914364701784
1.0,99,RANGER,8.640560625987371
1.0,99,ROGUE,8.691695508576922
1.0,99,WARRIOR,9.968418060974068
1.0,100,CLERIC,8.655555555555557
1.0,100,MAGE,8.655555555555557
1.0,100,PALADIN,8.640555555555556
1.0,100,RANGER,8.655
1.0,100,ROGUE,8.704444444444444
1.0,100,WARRIOR,9.991666666666667
1.2,1,CLERIC,8.013181578491501
1.2,1,MAGE,8.013181578491501
1.2,1,PALADIN,8.013181578491501
1.2,1,RANGER,8.013181578491501
1.2,1,ROGUE,8.013181578491501
1.2,1,WARRIOR,8.013181578491501
1.2,2,CLERIC,8.013667797492007
1.2,2,MAGE,8.013667797492007
1.2,2,PALADIN,8.013667797492007
1.2,2,RANGER,8.013667797492007
1.2,2,ROGUE,8.013667797492007
1.2,2,WARRIOR,8.01451177783416
1.2,3,CLERIC,8.014437338786932
1.2,3,MAGE,8.014437338786932
1.2,3,PALADIN,8.014373313803723
1.2,3,RANGER,8.014497942415113
1.2,3,ROGUE,8.014434105383284
1.2,3,WARRIOR,8.016724479315732
1.2,4,CLERIC,8.014953242987803
1.2,4,MAGE,8.014953242987803
1.2,4,PALADIN,8.014946826150629
1.2,4,RANGER,8.015080672133282
1.2,4,ROGUE,8.01501992946787
1.2,4,WARRIOR,8.018248087571385
1.2,5,CLERIC,8.015579859969483
1.2,5,MAGE,8.015579859969483
1.2,5,PALADIN,8.015570785835644
1.2,5,RANGER,8.01571141986472
1.2,5,ROGUE,8.015709539018859
1.2,5,WARRIOR,8.0200286123823
1.2,6,CLERIC,8.016575801454293
1.2,6,MAGE,8.016575801454293
1.2,6,PALADIN,8.016840474872739
1.2,6,RANGER,8.016711705971296
1.2,6,ROGUE,8.01679161903922
1.2,6,WARRIOR,8.023232308944028
1.2,7,CLERIC,8.017629896474473
1.2,7,MAGE,8.017629896474473
1.2,7,PALADIN,8.017553230840852
1.2,7,RANGER,8.017770324022168
1.2,7,ROGUE,8.017417815237273
1.2,7,WARRIOR,8.025085610364041
1.2,8,CLERIC,8.018517722141082
1.2,8,MAGE,8.018517722141082
1.2,8,PALADIN,8.018364125884204
1.2,8,RANGER,8.018662826684313
1.2,8,ROGUE,8.018373644254291
1.2,8,WARRIOR,8.02735947713663
1.2,9,CLERIC,8.01976599108974
1.2,9,MAGE,8.01976599108974
1.2,9,PALADIN,8.019805481491472
1.2,9,RANGER,8.019915908608342
1.2,9,ROGUE,8.019670206624623
1.2,9,WARRIOR,8.031248616309695
1.2,10,CLERIC,8.020819990475797
1.2,10,MAGE,8.020819990475797
1.2,10,PALADIN,8.020858280252531
1.2,10,RANGER,8.02097484310164
1.2,10,ROGUE,8.020884321169802
1.2,10,WARRIOR,8.033840770647219
1.2,11,CLERIC,8.021753280571277
1.2,11,MAGE,8.021753280571277
1.2,11,PALADIN,8.02195159065179
1.2,11,RANGER,8.022076035652368
1.2,11,ROGUE,8.021980066791608
1.2,11,WARRIOR,8.036389005807402
1.2,12,CLERIC,8.022709836848362
1.2,12,MAGE,8.022709836848362
1.2,12,PALADIN,8.022745215091721
1.2,12,RANGER,8.023042983765393
1.2,12,ROGUE,8.022775858567647
1.2,12,WARRIOR,8.038695157381147
1.2,13,CLERIC,8.024238111039594
1.2,13,MAGE,8.024238111039594
1.2,13,PALADIN,8.024001926914783
1.2,13,RANGER,8.02468065541535
1.2,13,ROGUE,8.024115091549248
1.2,13,WARRIOR,8.042373666426013
1.2,14,CLERIC,8.025457263453442
1.2,14,MAGE,8.025457263453442
1.2,14,PALADIN,8.025215794603938
1.2,14,RANGER,8.02582753003898
1.2,14,ROGUE,8.025049015975137
1.2,14,WARRIOR,8.045023979058909
1.2,15,CLERIC,8.026814949292161
1.2,15,MAGE,8.026814949292161
1.2,15,PALADIN,8.026762117374387
1.2,15,RANGER,8.027205767428258
1.2,15,ROGUE,8.026866967641629
1.2,15,WARRIOR,8.049801906829979
1.2,16,CLERIC,8.027823248070275
1.2,16,MAGE,8.027823248070275
1.2,16,PALADIN,8.027977344221696
1.2,16,RANGER,8.028225921847145
1.2,16,ROGUE,8.027974575480963
1.2,16,WARRIOR,8.05284361787304
1.2,17,CLERIC,8.028954526632436
1.2,17,MAGE,8.028954526632436
1.2,17,PALADIN,8.0292287377298
1.2,17,RANGER,8.029476194571231
1.2,17,ROGUE,8.02911354515947
1.2,17,WARRIOR,8.056245878703935
1.2,18,CLERIC,8.030754510136525
1.2,18,MAGE,8.030754510136525
1.2,18,PALADIN,8.031027873344943
1.2,18,RANGER,8.031291482723352
1.2,18,ROGUE,8.031431064836726
1.2,18,WARRIOR,8.061788368169866
1.2,19,CLERIC,8.032302693359197
1.2,19,MAGE,8.032302693359197
1.2,19,PALADIN,8.032452065908213
1.2,19,RANGER,8.032960555132926
1.2,19,ROGUE,8.032770208320514
1.2,19,WARRIOR,8.065644281356398
1.2,20,CLERIC,8.034229537524459
1.2,20,MAGE,8.034229537524459
1.2,20,PALADIN,8.034387011506618
1.2,20,RANGER,8.034802923688314
1.2,20,ROGUE,8.034600620311243
1.2,20,WARRIOR,8.071167884865396
1.2,21,CLERIC,8.035419932115246
1.2,21,MAGE,8.035419932115246
1.2,21,PALADIN,8.035697387196569
1.2,21,RANGER,8.036009289775558
1.2,21,ROGUE,8.036031034378778
1.2,21,WARRIOR,8.074722778216392
1.2,22,CLERIC,8.037114629027355
1.2,22,MAGE,8.037114629027355
1.2,22,PALADIN,8.037512062378527
1.2,22,RANGER,8.037842548538928
1.2,22,ROGUE,8.038578750605788
1.2,22,WARRIOR,8.081235429576012
1.2,23,CLERIC,8.038725120166063
1.2,23,MAGE,8.038725120166063
1.2,23,PALADIN,8.03926107002028
1.2,23,RANGER,8.039346350308442
1.2,23,ROGUE,8.040869164718918
1.2,23,WARRIOR,8.08778742623354
1.2,24,CLERIC,8.040259947352714
1.2,24,MAGE,8.040259947352714
1.2,24,PALADIN,8.040550667115454
1.2,24,RANGER,8.04091157826509
1.2,24,ROGUE,8.043352947367234
1.2,24,WARRIOR,8.092131359097667
1.2,25,CLERIC,8.042465170399089
1.2,25,MAGE,8.042465170399089
1.2,25,PALADIN,8.042532884917046
1.2,25,RANGER,8.043135538765545
1.2,25,ROGUE,8.046058444820524
1.2,25,WARRIOR,8.097815932630162
1.2,26,CLERIC,8.04408893240761
1.2,26,MAGE,8.04408893240761
1.2,26,PALADIN,8.044432471794762
1.2,26,RANGER,8.044896572259576
1.2,26,ROGUE,8.04778116240285
1.2,26,WARRIOR,8.102937175192936
1.2,27,CLERIC,8.04601950674162
1.2,27,MAGE,8.04601950674162
1.2,27,PALADIN,8.046512491390397
1.2,27,RANGER,8.046715270509853
1.2,27,ROGUE,8.049950799055148
1.2,27,WARRIOR,8.111238771476257
1.2,28,CLERIC,8.048285822766703
1.2,28,MAGE,8.048285822766703
1.2,28,PALADIN,8.049372850678674
1.2,28,RANGER,8.049284952665571
1.2,28,ROGUE,8.052042513091513
1.2,28,WARRIOR,8.119407496600122
1.2,29,CLERIC,8.050176116077369
1.2,29,MAGE,8.050176116077369
1.2,29,PALADIN,8.050865557565286
1.2,29,RANGER,8.051199480316425
1.2,29,ROGUE,8.054047548794006
1.2,29,WARRIOR,8.12518021784754
1.2,30,CLERIC,8.052569506071341
1.2,30,MAGE,8.052569506071341
1.2,30,PALADIN,8.052835876701936
1.2,30,RANGER,8.053617278406088
1.2,30,ROGUE,8.055959292419093
1.2,30,WARRIOR,8.133383208059845
1.2,31,CLERIC,8.054879825343361
1.2,31,MAGE,8.054879825343361
1.2,31,PALADIN,8.055309255970881
1.2,31,RANGER,8.05611168095383
1.2,31,ROGUE,8.059132340493951
1.2,31,WARRIOR,8.142612034887415
1.2,32,CLERIC,8.057401158477282
1.2,32,MAGE,8.057401158477282
1.2,32,PALADIN,8.05769354501376
1.2,32,RANGER,8.058677432560795
1.2,32,ROGUE,8.06178331177408
1.2,32,WARRIOR,8.151986194977331
1.2,33,CLERIC,8.059196049037185
1.2,33,MAGE,8.059196049037185
1.2,33,PALADIN,8.059481444056246
1.2,33,RANGER,8.060501291823348
1.2,33,ROGUE,8.064333879452285
1.2,33,WARRIOR,8.159230181468303
1.2,34,CLERIC,8.062012566875575
1.2,34,MAGE,8.062012566875575
1.2,34,PALADIN,8.061809323460812
1.2,34,RANGER,8.06318491430349
1.2,34,ROGUE,8.067303603952228
1.2,34,WARRIOR,8.168853855644363
1.2,35,CLERIC,8.06472864551217
1.2,35,MAGE,8.06472864551217
1.2,35,PALADIN,8.065018936250782
1.2,35,RANGER,8.06559405070904
1.2,35,ROGUE,8.070843105754223
