cohort,variant,level,gap_h,session_min,hero_class,calendar_days
calibration,linear_10h,57,8.0,1.0,PALADIN,646.0260983896796
calibration,linear_10h,58,8.0,1.0,WARRIOR,660.7542296558219
calibration,linear_10h,58,8.0,1.0,ROGUE,665.1575923488363
calibration,linear_10h,58,8.0,1.0,RANGER,662.6578066050599
calibration,linear_10h,58,8.0,1.0,MAGE,670.2458050866039
calibration,linear_10h,58,8.0,1.0,CLERIC,672.962211503096
calibration,linear_10h,58,8.0,1.0,PALADIN,667.9500802435873
calibration,linear_10h,59,8.0,1.0,WARRIOR,682.3116400197997
calibration,linear_10h,59,8.0,1.0,ROGUE,687.0876540840558
calibration,linear_10h,59,8.0,1.0,RANGER,684.4768863350054
calibration,linear_10h,59,8.0,1.0,MAGE,692.3488604123784
calibration,linear_10h,59,8.0,1.0,CLERIC,695.2051004317134
calibration,linear_10h,59,8.0,1.0,PALADIN,690.2556561530071
calibration,linear_10h,60,8.0,1.0,WARRIOR,704.110452988805
calibration,linear_10h,60,8.0,1.0,ROGUE,709.3284787763848
calibration,linear_10h,60,8.0,1.0,RANGER,706.5935786826251
calibration,linear_10h,60,8.0,1.0,MAGE,714.7754506531531
calibration,linear_10h,60,8.0,1.0,CLERIC,717.7691299044619
calibration,linear_10h,60,8.0,1.0,PALADIN,712.8507546424108
calibration,linear_10h,61,8.0,1.0,WARRIOR,726.0884529441491
calibration,linear_10h,61,8.0,1.0,ROGUE,731.7625818684483
calibration,linear_10h,61,8.0,1.0,RANGER,728.8778161125973
calibration,linear_10h,61,8.0,1.0,MAGE,737.3796739498782
calibration,linear_10h,61,8.0,1.0,CLERIC,740.52443551326
calibration,linear_10h,61,8.0,1.0,PALADIN,735.6763708143862
calibration,linear_10h,62,8.0,1.0,WARRIOR,747.4088755866544
calibration,linear_10h,62,8.0,1.0,ROGUE,753.5166136905739
calibration,linear_10h,62,8.0,1.0,RANGER,750.5007275616722
calibration,linear_10h,62,8.0,1.0,MAGE,759.3307606578687
calibration,linear_10h,62,8.0,1.0,CLERIC,762.5950124861545
calibration,linear_10h,62,8.0,1.0,PALADIN,757.8346530372072
calibration,linear_10h,63,8.0,1.0,WARRIOR,769.6387364324177
calibration,linear_10h,63,8.0,1.0,ROGUE,776.2296725166864
calibration,linear_10h,63,8.0,1.0,RANGER,773.0620132552366
calibration,linear_10h,63,8.0,1.0,MAGE,782.2285904890498
calibration,linear_10h,63,8.0,1.0,CLERIC,785.6475135293338
calibration,linear_10h,63,8.0,1.0,PALADIN,781.002798427962
calibration,linear_10h,64,8.0,1.0,WARRIOR,792.1390291730216
calibration,linear_10h,64,8.0,1.0,ROGUE,799.2475658640237
calibration,linear_10h,64,8.0,1.0,RANGER,795.9521950874326
calibration,linear_10h,64,8.0,1.0,MAGE,805.4495226531587
calibration,linear_10h,64,8.0,1.0,CLERIC,809.0052259342215
calibration,linear_10h,64,8.0,1.0,PALADIN,804.5079098514005
calibration,linear_10h,65,8.0,1.0,WARRIOR,814.8673073384363
calibration,linear_10h,65,8.0,1.0,ROGUE,822.5726504548035
calibration,linear_10h,65,8.0,1.0,RANGER,819.1539405969592
calibration,linear_10h,65,8.0,1.0,MAGE,828.9854115984648
calibration,linear_10h,65,8.0,1.0,CLERIC,832.7225454342274
calibration,linear_10h,65,8.0,1.0,PALADIN,828.3040747772593
calibration,linear_10h,66,8.0,1.0,WARRIOR,837.7767010989041
calibration,linear_10h,66,8.0,1.0,ROGUE,846.0584205790719
calibration,linear_10h,66,8.0,1.0,RANGER,842.4961764945652
calibration,linear_10h,66,8.0,1.0,MAGE,852.6970457402247
calibration,linear_10h,66,8.0,1.0,CLERIC,856.5919567070448
calibration,linear_10h,66,8.0,1.0,PALADIN,852.3094473057731
calibration,linear_10h,67,8.0,1.0,WARRIOR,860.715931926643
calibration,linear_10h,67,8.0,1.0,ROGUE,869.5936332482547
calibration,linear_10h,67,8.0,1.0,RANGER,865.9089350902766
calibration,linear_10h,67,8.0,1.0,MAGE,876.467060339211
calibration,linear_10h,67,8.0,1.0,CLERIC,880.536988119626
calibration,linear_10h,67,8.0,1.0,PALADIN,876.4046405029022
calibration,linear_10h,68,8.0,1.0,WARRIOR,883.0277749521567
calibration,linear_10h,68,8.0,1.0,ROGUE,892.5636491499749
calibration,linear_10h,68,8.0,1.0,RANGER,888.7219415353456
calibration,linear_10h,68,8.0,1.0,MAGE,899.6405090038752
calibration,linear_10h,68,8.0,1.0,CLERIC,903.8463234011792
calibration,linear_10h,68,8.0,1.0,PALADIN,899.9103326295682
calibration,linear_10h,69,8.0,1.0,WARRIOR,906.1013637227524
calibration,linear_10h,69,8.0,1.0,ROGUE,916.35077803941
calibration,linear_10h,69,8.0,1.0,RANGER,912.3745790908622
calibration,linear_10h,69,8.0,1.0,MAGE,923.6515955631949
calibration,linear_10h,69,8.0,1.0,CLERIC,928.0494901921828
calibration,linear_10h,69,8.0,1.0,PALADIN,924.2538372242191
calibration,linear_10h,70,8.0,1.0,WARRIOR,929.4365801191343
calibration,linear_10h,70,8.0,1.0,ROGUE,940.3972077727108
calibration,linear_10h,70,8.0,1.0,RANGER,936.2607433714827
calibration,linear_10h,70,8.0,1.0,MAGE,947.9741419473893
calibration,linear_10h,70,8.0,1.0,CLERIC,952.5522125461557
calibration,linear_10h,70,8.0,1.0,PALADIN,948.9355935072581
calibration,linear_10h,71,8.0,1.0,WARRIOR,952.8509792850602
calibration,linear_10h,71,8.0,1.0,ROGUE,964.6513812509795
calibration,linear_10h,71,8.0,1.0,RANGER,960.2561582748626
calibration,linear_10h,71,8.0,1.0,MAGE,972.3753616155773
calibration,linear_10h,71,8.0,1.0,CLERIC,977.2009684036241
calibration,linear_10h,71,8.0,1.0,PALADIN,973.7723392860248
calibration,linear_10h,72,8.0,1.0,WARRIOR,976.5313492650284
calibration,linear_10h,72,8.0,1.0,ROGUE,989.1366579424052
calibration,linear_10h,72,8.0,1.0,RANGER,984.530665154347
calibration,linear_10h,72,8.0,1.0,MAGE,997.0488699788965
calibration,linear_10h,72,8.0,1.0,CLERIC,1002.1465871388724
calibration,linear_10h,72,8.0,1.0,PALADIN,998.9220283688154
calibration,linear_10h,73,8.0,1.0,WARRIOR,999.5916258631187
calibration,linear_10h,73,8.0,1.0,ROGUE,1013.1046409179625
calibration,linear_10h,73,8.0,1.0,RANGER,1008.2617266893185
calibration,linear_10h,73,8.0,1.0,MAGE,1021.1862073603153
calibration,linear_10h,73,8.0,1.0,CLERIC,1026.4861456010271
calibration,linear_10h,73,8.0,1.0,PALADIN,1023.5125527909853
calibration,linear_10h,74,8.0,1.0,WARRIOR,1024.2464969246914
calibration,linear_10h,74,8.0,1.0,ROGUE,1038.7186852223235
calibration,linear_10h,74,8.0,1.0,RANGER,1033.6284692482964
calibration,linear_10h,74,8.0,1.0,MAGE,1046.9985319352036
calibration,linear_10h,74,8.0,1.0,CLERIC,1052.5466790214186
calibration,linear_10h,74,8.0,1.0,PALADIN,1049.8353798592898
calibration,linear_10h,75,8.0,1.0,WARRIOR,1049.0844682459958
calibration,linear_10h,75,8.0,1.0,ROGUE,1064.5700136068813
calibration,linear_10h,75,8.0,1.0,RANGER,1059.2247971262063
calibration,linear_10h,75,8.0,1.0,MAGE,1073.0614559070423
calibration,linear_10h,75,8.0,1.0,CLERIC,1078.8688053855296
calibration,linear_10h,75,8.0,1.0,PALADIN,1076.4325724467358
calibration,linear_10h,76,8.0,1.0,WARRIOR,1074.0826732819157
calibration,linear_10h,76,8.0,1.0,ROGUE,1090.6361676204797
calibration,linear_10h,76,8.0,1.0,RANGER,1084.970398556714
calibration,linear_10h,76,8.0,1.0,MAGE,1099.2126112198139
calibration,linear_10h,76,8.0,1.0,CLERIC,1105.3552498329104
calibration,linear_10h,76,8.0,1.0,PALADIN,1103.2566290472023
calibration,linear_10h,77,8.0,1.0,WARRIOR,1099.2886258229937
calibration,linear_10h,77,8.0,1.0,ROGUE,1117.0041049378747
calibration,linear_10h,77,8.0,1.0,RANGER,1110.9806835782101
calibration,linear_10h,77,8.0,1.0,MAGE,1125.6346222234804
calibration,linear_10h,77,8.0,1.0,CLERIC,1132.1428229262324
calibration,linear_10h,77,8.0,1.0,PALADIN,1130.383835245284
calibration,linear_10h,78,8.0,1.0,WARRIOR,1123.5992276565562
calibration,linear_10h,78,8.0,1.0,ROGUE,1142.4732682535473
calibration,linear_10h,78,8.0,1.0,RANGER,1136.0889654886585
calibration,linear_10h,78,8.0,1.0,MAGE,1151.2136299645622
calibration,linear_10h,78,8.0,1.0,CLERIC,1158.0677456133703
calibration,linear_10h,78,8.0,1.0,PALADIN,1156.6145830888054
calibration,linear_10h,79,8.0,1.0,WARRIOR,1148.736714665697
calibration,linear_10h,79,8.0,1.0,ROGUE,1168.789641690366
calibration,linear_10h,79,8.0,1.0,RANGER,1162.0581547146512
calibration,linear_10h,79,8.0,1.0,MAGE,1177.6943721398343
calibration,linear_10h,79,8.0,1.0,CLERIC,1184.8764776115734
calibration,linear_10h,79,8.0,1.0,PALADIN,1183.8084947224224
calibration,linear_10h,80,8.0,1.0,WARRIOR,1174.0421036673833
calibration,linear_10h,80,8.0,1.0,ROGUE,1195.408636960712
calibration,linear_10h,80,8.0,1.0,RANGER,1188.3170842282323
calibration,linear_10h,80,8.0,1.0,MAGE,1204.4121598274196
calibration,linear_10h,80,8.0,1.0,CLERIC,1211.9294515830386
calibration,linear_10h,80,8.0,1.0,PALADIN,1211.2873591643406
calibration,linear_10h,81,8.0,1.0,WARRIOR,1199.3858216933643
calibration,linear_10h,81,8.0,1.0,ROGUE,1222.0978806221246
calibration,linear_10h,81,8.0,1.0,RANGER,1214.6656380597449
calibration,linear_10h,81,8.0,1.0,MAGE,1231.2300406103116
calibration,linear_10h,81,8.0,1.0,CLERIC,1239.1634618968637
calibration,linear_10h,81,8.0,1.0,PALADIN,1238.8572129009087
calibration,linear_10h,82,8.0,1.0,WARRIOR,1224.954881257342
calibration,linear_10h,82,8.0,1.0,ROGUE,1249.0606206829189
calibration,linear_10h,82,8.0,1.0,RANGER,1241.2415738387485
calibration,linear_10h,82,8.0,1.0,MAGE,1258.303276205405
calibration,linear_10h,82,8.0,1.0,CLERIC,1266.6235630050078
calibration,linear_10h,82,8.0,1.0,PALADIN,1266.748319846553
calibration,linear_10h,83,8.0,1.0,WARRIOR,1249.776562725016
calibration,linear_10h,83,8.0,1.0,ROGUE,1275.2895663707982
calibration,linear_10h,83,8.0,1.0,RANGER,1267.068812546275
calibration,linear_10h,83,8.0,1.0,MAGE,1284.6078336339813
calibration,linear_10h,83,8.0,1.0,CLERIC,1293.3256951514195
calibration,linear_10h,83,8.0,1.0,PALADIN,1293.9162053809637
calibration,linear_10h,84,8.0,1.0,WARRIOR,1275.4345356019332
calibration,linear_10h,84,8.0,1.0,ROGUE,1302.4767837813627
calibration,linear_10h,84,8.0,1.0,RANGER,1293.8108167252317
calibration,linear_10h,84,8.0,1.0,MAGE,1311.8635681280891
calibration,linear_10h,84,8.0,1.0,CLERIC,1320.9898386476505
calibration,linear_10h,84,8.0,1.0,PALADIN,1322.0577431431611
calibration,linear_10h,85,8.0,1.0,WARRIOR,1301.2793876353614
calibration,linear_10h,85,8.0,1.0,ROGUE,1329.9189496228362
calibration,linear_10h,85,8.0,1.0,RANGER,1320.809878874894
calibration,linear_10h,85,8.0,1.0,MAGE,1339.3707256955795
calibration,linear_10h,85,8.0,1.0,CLERIC,1348.9443160704095
calibration,linear_10h,85,8.0,1.0,PALADIN,1350.5122778276968
calibration,linear_10h,86,8.0,1.0,WARRIOR,1327.1258127742753
calibration,linear_10h,86,8.0,1.0,ROGUE,1357.4062470256158
calibration,linear_10h,86,8.0,1.0,RANGER,1347.8384471364786
calibration,linear_10h,86,8.0,1.0,MAGE,1366.9075809175133
calibration,linear_10h,86,8.0,1.0,CLERIC,1376.962061529245
calibration,linear_10h,86,8.0,1.0,PALADIN,1379.0317727954305
calibration,linear_10h,87,8.0,1.0,WARRIOR,1353.1390162006028
calibration,linear_10h,87,8.0,1.0,ROGUE,1385.1831996854746
calibration,linear_10h,87,8.0,1.0,RANGER,1375.1015242943283
calibration,linear_10h,87,8.0,1.0,MAGE,1394.6961937329195
calibration,linear_10h,87,8.0,1.0,CLERIC,1405.248753324117
calibration,linear_10h,87,8.0,1.0,PALADIN,1407.8245147885395
calibration,linear_10h,88,8.0,1.0,WARRIOR,1378.4463111482746
calibration,linear_10h,88,8.0,1.0,ROGUE,1412.260899773864
calibration,linear_10h,88,8.0,1.0,RANGER,1401.6576061627054
calibration,linear_10h,88,8.0,1.0,MAGE,1421.769810344094
calibration,linear_10h,88,8.0,1.0,CLERIC,1432.786156719308
calibration,linear_10h,88,8.0,1.0,PALADIN,1435.9327977997264
calibration,linear_10h,89,8.0,1.0,WARRIOR,1405.1712941227731
calibration,linear_10h,89,8.0,1.0,ROGUE,1440.9307002249898
calibration,linear_10h,89,8.0,1.0,RANGER,1429.7224891478613
calibration,linear_10h,89,8.0,1.0,MAGE,1450.3208921114438
calibration,linear_10h,89,8.0,1.0,CLERIC,1461.9050659289205
calibration,linear_10h,89,8.0,1.0,PALADIN,1465.7031802504414
calibration,linear_10h,90,8.0,1.0,WARRIOR,1432.0131887527668
calibration,linear_10h,90,8.0,1.0,ROGUE,1469.8499994712263
calibration,linear_10h,90,8.0,1.0,RANGER,1457.9634375216533
calibration,linear_10h,90,8.0,1.0,MAGE,1479.0842538216534
calibration,linear_10h,90,8.0,1.0,CLERIC,1491.2650755651414
calibration,linear_10h,90,8.0,1.0,PALADIN,1495.7075295171367
calibration,linear_10h,91,8.0,1.0,WARRIOR,1458.8948069374846
calibration,linear_10h,91,8.0,1.0,ROGUE,1498.8365548869508
calibration,linear_10h,91,8.0,1.0,RANGER,1486.2395653087747
calibration,linear_10h,91,8.0,1.0,MAGE,1507.9046517239676
calibration,linear_10h,91,8.0,1.0,CLERIC,1520.6729848519471
calibration,linear_10h,91,8.0,1.0,PALADIN,1525.8591563369612
calibration,linear_10h,92,8.0,1.0,WARRIOR,1485.6772271837724
calibration,linear_10h,92,8.0,1.0,ROGUE,1527.7864869250886
calibration,linear_10h,92,8.0,1.0,RANGER,1514.471255635548
calibration,linear_10h,92,8.0,1.0,MAGE,1536.6860090058099
calibration,linear_10h,92,8.0,1.0,CLERIC,1550.0667523067032
calibration,linear_10h,92,8.0,1.0,PALADIN,1555.9418703433591
calibration,linear_10h,93,8.0,1.0,WARRIOR,1512.1583942421341
calibration,linear_10h,93,8.0,1.0,ROGUE,1556.392179375528
calibration,linear_10h,93,8.0,1.0,RANGER,1542.3638309700482
calibration,linear_10h,93,8.0,1.0,MAGE,1565.1749657859882
calibration,linear_10h,93,8.0,1.0,CLERIC,1579.131867429279
calibration,linear_10h,93,8.0,1.0,PALADIN,1585.7421410770867
calibration,linear_10h,94,8.0,1.0,WARRIOR,1539.3055412362387
calibration,linear_10h,94,8.0,1.0,ROGUE,1585.7893137986084
calibration,linear_10h,94,8.0,1.0,RANGER,1571.004397571123
calibration,linear_10h,94,8.0,1.0,MAGE,1594.4011627259063
calibration,linear_10h,94,8.0,1.0,CLERIC,1609.0108657343044
calibration,linear_10h,94,8.0,1.0,PALADIN,1616.3378905014767
calibration,linear_10h,95,8.0,1.0,WARRIOR,1566.7326842394382
calibration,linear_10h,95,8.0,1.0,ROGUE,1615.4367292808274
calibration,linear_10h,95,8.0,1.0,RANGER,1599.853946325964
calibration,linear_10h,95,8.0,1.0,MAGE,1623.8552292729084
calibration,linear_10h,95,8.0,1.0,CLERIC,1639.0973340989922
calibration,linear_10h,95,8.0,1.0,PALADIN,1647.270763236968
calibration,linear_10h,96,8.0,1.0,WARRIOR,1594.2286789233954
calibration,linear_10h,96,8.0,1.0,ROGUE,1645.1443493844051
calibration,linear_10h,96,8.0,1.0,RANGER,1628.7635591084065
calibration,linear_10h,96,8.0,1.0,MAGE,1653.3948142466274
calibration,linear_10h,96,8.0,1.0,CLERIC,1669.2421311448784
calibration,linear_10h,96,8.0,1.0,PALADIN,1678.2627740372318
calibration,linear_10h,97,8.0,1.0,WARRIOR,1620.8486038363494
calibration,linear_10h,97,8.0,1.0,ROGUE,1673.929792505357
calibration,linear_10h,97,8.0,1.0,RANGER,1656.7365224547436
calibration,linear_10h,97,8.0,1.0,MAGE,1682.034835524887
calibration,linear_10h,97,8.0,1.0,CLERIC,1698.41236698583
calibration,linear_10h,97,8.0,1.0,PALADIN,1708.305604685088
calibration,linear_10h,98,8.0,1.0,WARRIOR,1648.2966649262385
calibration,linear_10h,98,8.0,1.0,ROGUE,1703.4594597922608
calibration,linear_10h,98,8.0,1.0,RANGER,1685.5152556953785
calibration,linear_10h,98,8.0,1.0,MAGE,1711.4950690266714
calibration,linear_10h,98,8.0,1.0,CLERIC,1728.4107737973181
calibration,linear_10h,98,8.0,1.0,PALADIN,1739.205976539542
calibration,linear_10h,99,8.0,1.0,WARRIOR,1675.9603870122953
calibration,linear_10h,99,8.0,1.0,ROGUE,1733.31323143822
calibration,linear_10h,99,8.0,1.0,RANGER,1714.4104390315756
calibration,linear_10h,99,8.0,1.0,MAGE,1741.2139326003412
calibration,linear_10h,99,8.0,1.0,CLERIC,1758.5838505660354
calibration,linear_10h,99,8.0,1.0,PALADIN,1770.319455849753
calibration,linear_10h,100,8.0,1.0,WARRIOR,1703.9188394905086
calibration,linear_10h,100,8.0,1.0,ROGUE,1763.312397619066
calibration,linear_10h,100,8.0,1.0,RANGER,1743.5806229826824
calibration,linear_10h,100,8.0,1.0,MAGE,1771.1693252162963
calibration,linear_10h,100,8.0,1.0,CLERIC,1788.9979113320405
calibration,linear_10h,100,8.0,1.0,PALADIN,1801.7105790413075
calibration,linear_10h,20,8.0,5.0,WARRIOR,16.714853659432443
calibration,linear_10h,20,8.0,5.0,ROGUE,16.82935236790471
calibration,linear_10h,20,8.0,5.0,RANGER,16.839739578001783
calibration,linear_10h,20,8.0,5.0,MAGE,16.779201460969638
calibration,linear_10h,20,8.0,5.0,CLERIC,16.895194672680883
calibration,linear_10h,20,8.0,5.0,PALADIN,16.661922942603365
calibration,linear_10h,21,8.0,5.0,WARRIOR,18.47939186583161
calibration,linear_10h,21,8.0,5.0,ROGUE,18.59512221207241
calibration,linear_10h,21,8.0,5.0,RANGER,18.61581473172521
calibration,linear_10h,21,8.0,5.0,MAGE,18.549857030614298
calibration,linear_10h,21,8.0,5.0,CLERIC,18.66983091812631
calibration,linear_10h,21,8.0,5.0,PALADIN,18.42557197647038
calibration,linear_10h,22,8.0,5.0,WARRIOR,20.34468588442293
calibration,linear_10h,22,8.0,5.0,ROGUE,20.440306749188576
calibration,linear_10h,22,8.0,5.0,RANGER,20.45091658895705
calibration,linear_10h,22,8.0,5.0,MAGE,20.40039586566958
calibration,linear_10h,22,8.0,5.0,CLERIC,20.519049555092963
calibration,linear_10h,22,8.0,5.0,PALADIN,20.259318158525815
calibration,linear_10h,23,8.0,5.0,WARRIOR,22.278789457807868
calibration,linear_10h,23,8.0,5.0,ROGUE,22.369860046243794
calibration,linear_10h,23,8.0,5.0,RANGER,22.395189618941675
calibration,linear_10h,23,8.0,5.0,MAGE,22.344752782398622
calibration,linear_10h,23,8.0,5.0,CLERIC,22.45514650047752
calibration,linear_10h,23,8.0,5.0,PALADIN,22.17863409133033
calibration,linear_10h,24,8.0,5.0,WARRIOR,24.30391761836742
calibration,linear_10h,24,8.0,5.0,ROGUE,24.37873546628635
calibration,linear_10h,24,8.0,5.0,RANGER,24.39791485024397
calibration,linear_10h,24,8.0,5.0,MAGE,24.365574640945
calibration,linear_10h,24,8.0,5.0,CLERIC,24.468546398562445
calibration,linear_10h,24,8.0,5.0,PALADIN,24.197137104913065
calibration,linear_10h,25,8.0,5.0,WARRIOR,26.4077445701201
calibration,linear_10h,25,8.0,5.0,ROGUE,26.44771271848242
calibration,linear_10h,25,8.0,5.0,RANGER,26.48550812880433
calibration,linear_10h,25,8.0,5.0,MAGE,26.470968707045394
calibration,linear_10h,25,8.0,5.0,CLERIC,26.563652022097
calibration,linear_10h,25,8.0,5.0,PALADIN,26.293620322575123
calibration,linear_10h,26,8.0,5.0,WARRIOR,28.590555485074365
calibration,linear_10h,26,8.0,5.0,ROGUE,28.580816961789097
calibration,linear_10h,26,8.0,5.0,RANGER,28.640400759857243
calibration,linear_10h,26,8.0,5.0,MAGE,28.63805603000951
calibration,linear_10h,26,8.0,5.0,CLERIC,28.72983846676175
calibration,linear_10h,26,8.0,5.0,PALADIN,28.469245799657394
calibration,linear_10h,27,8.0,5.0,WARRIOR,30.848196340621605
calibration,linear_10h,27,8.0,5.0,ROGUE,30.793836836947484
calibration,linear_10h,27,8.0,5.0,RANGER,30.86538941765518
calibration,linear_10h,27,8.0,5.0,MAGE,30.88507586510197
calibration,linear_10h,27,8.0,5.0,CLERIC,30.975123645355758
calibration,linear_10h,27,8.0,5.0,PALADIN,30.717074773927948
calibration,linear_10h,28,8.0,5.0,WARRIOR,33.185074333269576
calibration,linear_10h,28,8.0,5.0,ROGUE,33.11430685368177
calibration,linear_10h,28,8.0,5.0,RANGER,33.18108675923172
calibration,linear_10h,28,8.0,5.0,MAGE,33.21805269238942
calibration,linear_10h,28,8.0,5.0,CLERIC,33.30678172483239
calibration,linear_10h,28,8.0,5.0,PALADIN,33.049616589021376
calibration,linear_10h,29,8.0,5.0,WARRIOR,35.589832322605204
calibration,linear_10h,29,8.0,5.0,ROGUE,35.505017269155914
calibration,linear_10h,29,8.0,5.0,RANGER,35.56664182730186
calibration,linear_10h,29,8.0,5.0,MAGE,35.634398434967885
calibration,linear_10h,29,8.0,5.0,CLERIC,35.71652340942905
calibration,linear_10h,29,8.0,5.0,PALADIN,35.45776372871088
calibration,linear_10h,30,8.0,5.0,WARRIOR,38.08853003839742
calibration,linear_10h,30,8.0,5.0,ROGUE,37.9873975703304
calibration,linear_10h,30,8.0,5.0,RANGER,38.01628274878352
calibration,linear_10h,30,8.0,5.0,MAGE,38.1304233643088
calibration,linear_10h,30,8.0,5.0,CLERIC,38.20106062578933
calibration,linear_10h,30,8.0,5.0,PALADIN,37.95606479615994
calibration,linear_10h,31,8.0,5.0,WARRIOR,40.64430966962248
calibration,linear_10h,31,8.0,5.0,ROGUE,40.53947816147555
calibration,linear_10h,31,8.0,5.0,RANGER,40.55512760784546
calibration,linear_10h,31,8.0,5.0,MAGE,40.693437382522276
calibration,linear_10h,31,8.0,5.0,CLERIC,40.76193070533593
calibration,linear_10h,31,8.0,5.0,PALADIN,40.524946942615856
calibration,linear_10h,32,8.0,5.0,WARRIOR,43.26370315887576
calibration,linear_10h,32,8.0,5.0,ROGUE,43.16605703829896
calibration,linear_10h,32,8.0,5.0,RANGER,43.161961370990774
calibration,linear_10h,32,8.0,5.0,MAGE,43.32859839618829
calibration,linear_10h,32,8.0,5.0,CLERIC,43.40346219303947
calibration,linear_10h,32,8.0,5.0,PALADIN,43.15199720195848
calibration,linear_10h,33,8.0,5.0,WARRIOR,45.96984272685913
calibration,linear_10h,33,8.0,5.0,ROGUE,45.869895548752865
calibration,linear_10h,33,8.0,5.0,RANGER,45.84068595220551
calibration,linear_10h,33,8.0,5.0,MAGE,46.03784867510038
calibration,linear_10h,33,8.0,5.0,CLERIC,46.134864964906335
calibration,linear_10h,33,8.0,5.0,PALADIN,45.87890400012531
calibration,linear_10h,34,8.0,5.0,WARRIOR,48.72907781541022
calibration,linear_10h,34,8.0,5.0,ROGUE,48.64564290373339
calibration,linear_10h,34,8.0,5.0,RANGER,48.60182651649825
calibration,linear_10h,34,8.0,5.0,MAGE,48.832889250073926
calibration,linear_10h,34,8.0,5.0,CLERIC,48.92283241445833
calibration,linear_10h,34,8.0,5.0,PALADIN,48.659707229005065
calibration,linear_10h,35,8.0,5.0,WARRIOR,51.55069032041661
calibration,linear_10h,35,8.0,5.0,ROGUE,51.50071749231565
calibration,linear_10h,35,8.0,5.0,RANGER,51.426991812582436
calibration,linear_10h,35,8.0,5.0,MAGE,51.70619730213795
calibration,linear_10h,35,8.0,5.0,CLERIC,51.79681018571382
calibration,linear_10h,35,8.0,5.0,PALADIN,51.50150327776118
calibration,linear_10h,36,8.0,5.0,WARRIOR,54.449808423775366
calibration,linear_10h,36,8.0,5.0,ROGUE,54.4120100676555
calibration,linear_10h,36,8.0,5.0,RANGER,54.30434649970729
calibration,linear_10h,36,8.0,5.0,MAGE,54.63744556182711
calibration,linear_10h,36,8.0,5.0,CLERIC,54.73235577294243
calibration,linear_10h,36,8.0,5.0,PALADIN,54.433077691419896
calibration,linear_10h,37,8.0,5.0,WARRIOR,57.438511800834235
calibration,linear_10h,37,8.0,5.0,ROGUE,57.38268737010536
calibration,linear_10h,37,8.0,5.0,RANGER,57.24103641014338
calibration,linear_10h,37,8.0,5.0,MAGE,57.6268897869228
calibration,linear_10h,37,8.0,5.0,CLERIC,57.72772253268947
calibration,linear_10h,37,8.0,5.0,PALADIN,57.440111621473356
calibration,linear_10h,38,8.0,5.0,WARRIOR,60.489115560039835
calibration,linear_10h,38,8.0,5.0,ROGUE,60.43488328133023
calibration,linear_10h,38,8.0,5.0,RANGER,60.26860479499326
calibration,linear_10h,38,8.0,5.0,MAGE,60.70766708167544
calibration,linear_10h,38,8.0,5.0,CLERIC,60.811164384108814
calibration,linear_10h,38,8.0,5.0,PALADIN,60.50073832646096
calibration,linear_10h,39,8.0,5.0,WARRIOR,63.59145381700848
calibration,linear_10h,39,8.0,5.0,ROGUE,63.54788911806455
calibration,linear_10h,39,8.0,5.0,RANGER,63.34965051858693
calibration,linear_10h,39,8.0,5.0,MAGE,63.852949670960996
calibration,linear_10h,39,8.0,5.0,CLERIC,63.9623745099358
calibration,linear_10h,39,8.0,5.0,PALADIN,63.63837064711153
calibration,linear_10h,40,8.0,5.0,WARRIOR,66.77404402802964
calibration,linear_10h,40,8.0,5.0,ROGUE,66.7102409327758
calibration,linear_10h,40,8.0,5.0,RANGER,66.5206507667077
calibration,linear_10h,40,8.0,5.0,MAGE,67.08273241421455
calibration,linear_10h,40,8.0,5.0,CLERIC,67.20008144188752
calibration,linear_10h,40,8.0,5.0,PALADIN,66.85146933466214
calibration,linear_10h,41,8.0,5.0,WARRIOR,69.98434880140871
calibration,linear_10h,41,8.0,5.0,ROGUE,69.92225467327539
calibration,linear_10h,41,8.0,5.0,RANGER,69.74274827199744
calibration,linear_10h,41,8.0,5.0,MAGE,70.3674242327581
calibration,linear_10h,41,8.0,5.0,CLERIC,70.49145122441203
calibration,linear_10h,41,8.0,5.0,PALADIN,70.09553760190735
calibration,linear_10h,42,8.0,5.0,WARRIOR,73.26428437519776
calibration,linear_10h,42,8.0,5.0,ROGUE,73.21765384765496
calibration,linear_10h,42,8.0,5.0,RANGER,73.04353783263451
calibration,linear_10h,42,8.0,5.0,MAGE,73.71884486126092
calibration,linear_10h,42,8.0,5.0,CLERIC,73.85155910243822
calibration,linear_10h,42,8.0,5.0,PALADIN,73.41597485593005
calibration,linear_10h,43,8.0,5.0,WARRIOR,76.60444018270748
calibration,linear_10h,43,8.0,5.0,ROGUE,76.58789646100401
calibration,linear_10h,43,8.0,5.0,RANGER,76.40678436392722
calibration,linear_10h,43,8.0,5.0,MAGE,77.13820095485973
calibration,linear_10h,43,8.0,5.0,CLERIC,77.28563393935929
calibration,linear_10h,43,8.0,5.0,PALADIN,76.79653517381062
calibration,linear_10h,44,8.0,5.0,WARRIOR,79.99272080146756
calibration,linear_10h,44,8.0,5.0,ROGUE,80.0259930767654
calibration,linear_10h,44,8.0,5.0,RANGER,79.84332632789545
calibration,linear_10h,44,8.0,5.0,MAGE,80.63543279390356
calibration,linear_10h,44,8.0,5.0,CLERIC,80.78752771699422
calibration,linear_10h,44,8.0,5.0,PALADIN,80.22554440349093
