class,seed_index,hp,mp,str,con,dex,int,wis,cha
ROGUE,5917,4153,2521,241,91,16,87,5,81
ROGUE,5918,3580,2594,239,72,14,86,13,111
ROGUE,5919,1376,2555,81,11,318,12,76,7
ROGUE,5920,1378,2595,306,14,97,9,84,12
ROGUE,5921,1375,3021,89,9,298,10,102,13
ROGUE,5922,5030,2326,241,102,10,77,13,76
ROGUE,5923,1375,3050,83,9,321,12,91,11
ROGUE,5924,3392,2656,233,79,10,89,13,81
ROGUE,5925,4026,2291,9,76,238,78,11,102
ROGUE,5926,1148,3125,321,10,80,13,92,8
ROGUE,5927,4193,2579,15,83,238,87,9,88
ROGUE,5928,1607,2984,304,16,89,11,90,10
ROGUE,5929,918,2912,326,6,77,15,84,12
ROGUE,5930,4359,2461,13,91,240,81,11,78
ROGUE,5931,1376,2417,82,11,329,8,72,15
ROGUE,5932,4402,2142,11,84,240,73,9,97
ROGUE,5933,1605,2761,83,13,312,10,86,17
ROGUE,5934,3888,2366,239,86,8,84,7,79
ROGUE,5935,3788,2586,235,86,12,90,7,81
ROGUE,5936,4394,2459,9,90,238,82,7,86
ROGUE,5937,4252,2838,11,83,240,89,15,84
ROGUE,5938,1834,2762,84,15,327,12,80,7
ROGUE,5939,1605,3104,78,13,313,10,96,7
ROGUE,5940,1605,2550,99,13,314,10,74,5
ROGUE,5941,1605,3205,86,13,300,10,99,9
ROGUE,5942,3463,2852,11,73,240,93,11,86
ROGUE,5943,4040,2618,241,90,14,80,13,91
ROGUE,5944,919,2650,316,8,93,7,80,10
ROGUE,5945,1607,3095,313,16,71,13,91,14
ROGUE,5946,3678,2395,245,82,6,80,11,95
ROGUE,5947,1376,2934,89,11,302,8,92,11
ROGUE,5948,918,2646,310,6,85,11,82,6
ROGUE,5949,4148,2679,9,91,236,84,13,83
ROGUE,5950,1605,2878,92,13,310,10,87,11
ROGUE,5951,4619,2249,7,88,238,75,11,91
ROGUE,5952,1605,2844,96,13,312,10,83,7
ROGUE,5953,4560,2791,7,94,238,92,13,72
ROGUE,5954,3725,2569,13,77,236,85,11,94
ROGUE,5955,1148,2784,306,10,96,9,89,4
ROGUE,5956,1377,2655,324,12,82,9,83,10
ROGUE,5957,919,3186,314,8,68,13,97,6
ROGUE,5958,1375,3116,74,9,323,14,94,7
ROGUE,5959,1834,2819,100,15,308,14,81,11
ROGUE,5960,3604,2362,235,76,8,84,7,101
ROGUE,5961,3795,2461,241,85,10,74,15,88
ROGUE,5962,4165,2540,243,86,8,77,11,104
ROGUE,5963,1605,3321,82,13,298,10,109,5
ROGUE,5964,1376,2593,94,11,309,10,80,11
ROGUE,5965,1834,2978,87,15,322,16,82,9
ROGUE,5966,4298,2865,13,93,244,87,13,86
ROGUE,5967,3810,2834,9,75,238,85,17,88
ROGUE,5968,1605,2993,75,13,311,6,103,11
ROGUE,5969,3807,2953,239,87,12,92,13,70
ROGUE,5970,4102,2550,11,85,236,89,5,88
ROGUE,5971,919,2444,312,8,82,5,81,16
ROGUE,5972,919,2795,320,8,85,9,86,10
ROGUE,5973,4613,2644,9,95,240,82,13,75
ROGUE,5974,1834,2738,76,15,330,8,89,7
ROGUE,5975,4496,2793,13,94,240,94,11,70
ROGUE,5976,4823,2539,237,102,10,91,9,66
ROGUE,5977,1377,2878,322,12,85,11,86,8
ROGUE,5978,3882,2759,241,84,10,96,9,81
ROGUE,5979,1146,2793,89,7,320,12,80,11
ROGUE,5980,4133,2581,239,88,8,80,13,93
ROGUE,5981,1376,2421,95,11,316,8,74,13
ROGUE,5982,1377,2365,321,12,85,7,71,10
ROGUE,5983,917,2782,91,5,309,14,87,11
ROGUE,5984,1378,2566,316,14,93,9,76,10
ROGUE,5985,1835,2333,88,17,329,6,74,11
ROGUE,5986,1605,2421,81,13,327,8,77,13
ROGUE,5987,1375,2772,102,9,305,12,78,15
ROGUE,5988,1834,2638,80,15,321,8,80,11
ROGUE,5989,3644,2725,239,80,12,97,11,88
ROGUE,5990,919,2571,301,8,100,5,84,12
ROGUE,5991,1148,2604,329,10,70,9,82,6
ROGUE,5992,1607,2604,329,16,82,9,78,14
ROGUE,5993,918,2753,320,6,83,11,84,10
ROGUE,5994,919,2575,320,8,79,11,78,14
ROGUE,5995,1375,2886,87,9,315,10,91,9
ROGUE,5996,1605,2474,93,13,313,8,75,13
ROGUE,5997,4437,2766,235,96,8,85,13,82
ROGUE,5998,3429,2542,237,78,10,80,9,93
ROGUE,5999,3124,3087,245,75,8,100,15,76
ROGUE,6000,4010,2461,9,82,236,86,7,96
ROGUE,6001,1378,2833,302,14,81,7,96,12
ROGUE,6002,4368,2424,239,96,12,78,11,83
ROGUE,6003,1375,2611,88,9,321,8,78,11
ROGUE,6004,3556,2891,241,81,10,92,13,92
ROGUE,6005,1376,2763,92,11,316,12,81,11
ROGUE,6006,4526,2544,9,90,234,86,13,78
ROGUE,6007,3919,2682,235,87,14,84,13,88
ROGUE,6008,918,3071,311,6,82,13,96,8
ROGUE,6009,1146,2564,89,7,317,8,77,15
ROGUE,6010,1377,2519,311,12,93,11,75,6
ROGUE,6011,4295,3105,15,80,238,106,13,76
ROGUE,6012,1376,2868,87,11,312,6,96,15
ROGUE,6013,4962,2635,15,95,236,91,9,78
ROGUE,6014,3912,3010,9,85,236,102,11,75
ROGUE,6015,3983,2558,11,76,238,99,9,83
ROGUE,6016,1376,3216,86,11,310,16,91,9
ROGUE,6017,4224,2755,11,85,238,89,11,84
ROGUE,6018,4017,2986,235,77,4,103,9,85
ROGUE,6019,4476,2496,13,92,244,82,7,92
ROGUE,6020,1148,2603,319,10,90,11,80,6
ROGUE,6021,3503,2555,241,71,12,94,9,90
ROGUE,6022,919,3144,322,8,65,13,102,10
ROGUE,6023,1375,2555,76,9,324,6,85,13
ROGUE,6024,4041,2790,7,85,240,84,11,91
ROGUE,6025,4333,2741,241,97,14,79,13,81
ROGUE,6026,1834,2620,87,15,322,8,78,9
ROGUE,6027,919,3010,308,8,94,13,87,8
ROGUE,6028,1835,2637,104,17,311,8,78,11
ROGUE,6029,919,2896,321,8,77,9,89,10
ROGUE,6030,3972,2702,13,74,242,96,11,90
ROGUE,6031,5131,2397,11,103,232,74,15,81
ROGUE,6032,1376,2827,106,11,302,6,91,9
ROGUE,6033,4330,2376,241,90,12,84,9,79
ROGUE,6034,3750,2533,239,81,10,88,7,84
ROGUE,6035,1148,2906,315,10,83,13,85,10
ROGUE,6036,1148,3134,319,10,81,11,91,6
ROGUE,6037,919,2575,303,8,95,11,85,8
ROGUE,6038,1377,2966,308,12,96,13,85,10
ROGUE,6039,1375,2674,86,9,321,10,82,11
ROGUE,6040,4141,3046,9,85,240,100,13,83
ROGUE,6041,1148,3239,309,10,86,17,94,10
ROGUE,6042,1376,2620,86,11,315,8,80,7
ROGUE,6043,1605,2792,94,13,301,10,92,17
ROGUE,6044,1375,2846,83,9,316,12,86,11
ROGUE,6045,1375,2605,90,9,319,8,78,13
ROGUE,6046,4111,2356,9,85,234,80,13,85
ROGUE,6047,3536,2513,9,73,236,92,7,93
ROGUE,6048,1146,2309,91,7,319,8,73,9
ROGUE,6049,1605,2623,94,13,309,12,76,11
ROGUE,6050,4041,2416,11,81,242,82,9,89
ROGUE,6051,917,2939,92,5,305,14,88,11
ROGUE,6052,4743,2650,241,101,12,72,15,90
ROGUE,6053,4250,2623,7,89,242,89,9,82
ROGUE,6054,4303,2814,241,89,8,95,11,83
ROGUE,6055,4170,2738,15,83,236,93,9,86
ROGUE,6056,1607,2830,312,16,92,15,79,12
ROGUE,6057,919,2728,304,8,93,11,84,6
ROGUE,6058,4703,2372,15,95,240,77,11,88
ROGUE,6059,1375,2776,97,9,310,10,84,13
ROGUE,6060,4436,2626,9,84,238,91,9,91
ROGUE,6061,1375,2848,92,9,314,10,83,9
ROGUE,6062,3622,2859,241,78,10,97,13,78
ROGUE,6063,3830,3075,7,72,232,104,11,92
ROGUE,6064,689,2731,312,4,85,9,90,6
ROGUE,6065,4876,2876,17,97,242,89,13,84
ROGUE,6066,919,2730,318,8,94,13,79,8
ROGUE,6067,1376,2675,88,11,315,12,76,11
ROGUE,6068,1376,3130,90,11,302,14,97,13
ROGUE,6069,1834,3048,84,15,318,12,89,9
ROGUE,6070,1834,2659,79,15,330,4,82,11
ROGUE,6071,4777,2463,15,99,240,79,9,86
ROGUE,6072,4683,2576,9,91,238,85,13,82
ROGUE,6073,919,3059,307,8,84,13,94,6
ROGUE,6074,3914,2678,9,86,242,83,9,85
ROGUE,6075,4492,2840,9,90,242,94,11,74
ROGUE,6076,4086,2625,9,85,240,88,9,85
ROGUE,6077,3785,2741,13,70,238,96,11,92
ROGUE,6078,3616,2689,239,82,12,89,9,82
ROGUE,6079,3337,3179,237,75,12,102,13,82
ROGUE,6080,4721,2553,17,89,240,94,9,81
ROGUE,6081,3841,2124,11,81,232,75,9,94
ROGUE,6082,918,2754,322,6,90,15,79,6
ROGUE,6083,1148,3180,305,10,94,13,92,8
ROGUE,6084,1607,2826,305,16,94,11,86,10
ROGUE,6085,1148,2802,302,10,99,9,88,10
ROGUE,6086,919,2758,315,8,81,7,89,12
ROGUE,6087,1376,2738,97,11,315,12,77,5
ROGUE,6088,1376,2797,99,11,312,16,80,13
ROGUE,6089,1605,2749,92,13,316,12,79,7
ROGUE,6090,4655,2778,241,95,12,96,11,72
ROGUE,6091,1834,2882,76,15,319,16,84,9
ROGUE,6092,1146,2549,92,7,310,6,83,9
ROGUE,6093,1146,2820,82,7,319,10,88,17
ROGUE,6094,4620,2412,11,90,236,78,13,94
ROGUE,6095,4935,2233,13,94,236,81,7,89
ROGUE,6096,4127,2076,237,91,8,68,7,100
ROGUE,6097,1835,3225,88,17,308,16,97,13
ROGUE,6098,4100,2522,5,83,240,81,11,92
ROGUE,6099,1607,3364,314,16,74,13,99,12
ROGUE,6100,1377,3157,297,12,90,13,98,10
ROGUE,6101,917,3089,85,5,309,14,91,9
ROGUE,6102,1148,3161,313,10,75,13,95,12
ROGUE,6103,4135,2545,11,86,232,84,11,88
ROGUE,6104,917,2742,75,5,326,8,90,13
ROGUE,6105,4219,2285,9,82,240,79,7,103
ROGUE,6106,3561,3002,239,79,12,94,15,88
ROGUE,6107,1376,2602,92,11,319,14,72,11
ROGUE,6108,1835,3075,86,17,304,12,95,11
ROGUE,6109,4522,2594,239,101,4,78,11,90
ROGUE,6110,4286,2513,11,89,240,81,9,92
ROGUE,6111,3682,2700,243,80,10,91,13,84
ROGUE,6112,1375,2970,85,9,316,14,88,5
ROGUE,6113,1375,2870,85,9,320,10,88,11
ROGUE,6114,3647,2728,241,76,6,92,13,91
ROGUE,6115,919,2544,326,8,88,9,77,10
ROGUE,6116,1377,2772,304,12,93,11,82,14
ROGUE,6117,3730,2895,237,88,10,87,15,82
ROGUE,6118,3567,3159,233,72,12,104,13,79
ROGUE,6119,1377,2858,311,12,89,11,83,10
ROGUE,6120,1148,2543,309,10,94,11,74,12
ROGUE,6121,1377,2713,319,12,95,11,77,8
ROGUE,6122,1378,3096,307,14,75,11,101,10
ROGUE,6123,1605,2891,95,13,309,14,81,9
ROGUE,6124,1376,2721,82,11,319,8,88,11
ROGUE,6125,4317,2731,13,90,234,84,13,92
ROGUE,6126,3345,2575,241,71,4,95,7,91
ROGUE,6127,4302,2533,239,86,14,80,13,93
ROGUE,6128,918,3090,308,6,87,11,98,6
ROGUE,6129,4103,2750,11,84,242,87,13,87
ROGUE,6130,4028,2386,239,91,12,74,9,94
ROGUE,6131,1605,3267,85,13,320,16,90,13
ROGUE,6132,4730,2575,235,94,10,81,11,84
ROGUE,6133,1375,2812,88,9,320,12,83,11
ROGUE,6134,1835,2850,91,17,311,10,85,9
ROGUE,6135,4804,2228,241,107,6,69,11,83
ROGUE,6136,4214,2568,5,82,242,88,11,90
ROGUE,6137,4288,2275,235,92,4,74,11,95
ROGUE,6138,1378,2601,314,14,85,13,82,10
ROGUE,6139,4698,2905,7,97,238,86,15,79
ROGUE,6140,1605,2682,95,13,309,6,85,11
ROGUE,6141,4786,2623,9,95,236,81,13,86
ROGUE,6142,3675,2508,235,75,16,92,9,86
ROGUE,6143,1607,3182,305,16,81,17,93,4
ROGUE,6144,4129,2689,13,88,236,88,9,82
ROGUE,6145,4539,2000,11,88,244,74,5,94
ROGUE,6146,1148,2712,304,10,99,7,84,10
ROGUE,6147,917,2679,93,5,311,10,81,11
ROGUE,6148,1375,3085,89,9,309,12,95,15
ROGUE,6149,1146,2634,76,7,328,10,79,9
ROGUE,6150,1605,2721,74,13,321,8,84,11
ROGUE,6151,1375,3001,80,9,323,16,88,7
ROGUE,6152,4425,2172,15,92,240,72,9,94
ROGUE,6153,1605,2473,99,13,311,8,75,11
ROGUE,6154,3632,2967,237,79,12,97,13,75
ROGUE,6155,1148,2790,310,10,93,11,84,4
ROGUE,6156,1146,3075,88,7,312,16,89,11
ROGUE,6157,1607,2842,314,16,96,11,83,6
ROGUE,6158,3839,2573,11,82,238,85,11,95
ROGUE,6159,4296,2587,5,91,236,78,15,89
ROGUE,6160,1375,3023,88,9,322,14,79,5
ROGUE,6161,1605,2821,98,13,310,14,83,9
ROGUE,6162,4701,2565,13,96,240,84,13,76
ROGUE,6163,1148,3038,323,10,65,9,99,4
ROGUE,6164,919,3105,315,8,83,15,89,10
ROGUE,6165,1377,3055,311,12,75,13,97,6
ROGUE,6166,918,3166,306,6,89,15,88,8
ROGUE,6167,1376,2562,92,11,317,12,76,11
ROGUE,6168,4323,2905,9,90,238,86,13,82
ROGUE,6169,4437,2230,237,98,8,69,9,92
ROGUE,6170,3961,2878,237,82,6,85,15,94
ROGUE,6171,1375,2797,82,9,314,10,85,13
ROGUE,6172,1605,2646,101,13,306,10,82,11
ROGUE,6173,1605,2783,91,13,301,8,93,11
ROGUE,6174,4265,2731,9,88,240,93,9,87
ROGUE,6175,5108,2611,13,104,244,80,11,84
ROGUE,6176,1834,2942,78,15,329,16,86,13
ROGUE,6177,917,2963,92,5,302,14,93,9
ROGUE,6178,3684,2719,235,82,12,84,13,93
ROGUE,6179,919,2529,317,8,92,11,78,14
ROGUE,6180,1605,3025,90,13,316,14,89,11
ROGUE,6181,919,2495,321,8,91,11,77,16
ROGUE,6182,4747,2533,11,90,240,86,13,88
ROGUE,6183,1834,2505,75,15,322,4,88,11
ROGUE,6184,3852,2798,17,78,236,87,13,95
ROGUE,6185,1378,2664,302,14,100,9,87,6
ROGUE,6186,4073,2313,11,81,242,78,9,99
ROGUE,6187,1376,2793,93,11,308,12,84,11
ROGUE,6188,4316,2988,9,90,238,106,9,62
ROGUE,6189,1375,2527,84,9,327,10,80,11
ROGUE,6190,3718,2584,237,85,12,86,13,88
ROGUE,6191,4390,2758,11,83,238,97,9,82
ROGUE,6192,919,3098,319,8,73,13,93,8
ROGUE,6193,1834,2798,90,15,307,12,86,11
ROGUE,6194,4151,2635,237,81,8,81,15,97
ROGUE,6195,1376,2548,83,11,325,12,75,13
ROGUE,6196,1605,2860,84,13,313,10,84,9
ROGUE,6197,1605,2570,82,13,324,16,73,13
ROGUE,6198,1375,3196,82,9,312,14,95,9
ROGUE,6199,4475,2428,7,102,234,79,9,79
ROGUE,6200,4058,2687,15,74,240,93,9,89
ROGUE,6201,4621,2642,17,91,242,92,9,79
ROGUE,6202,1377,3160,309,12,92,15,90,14
ROGUE,6203,4222,2746,13,88,236,87,15,89
ROGUE,6204,4496,2482,13,94,232,79,7,93
ROGUE,6205,4606,2160,13,89,234,72,9,99
ROGUE,6206,3850,2467,237,83,4,84,9,92
ROGUE,6207,4079,2463,237,85,10,82,11,94
ROGUE,6208,3855,3014,9,82,238,92,15,84
ROGUE,6209,1376,2657,90,11,313,10,80,11
ROGUE,6210,4768,2724,11,89,242,98,7,71
ROGUE,6211,1834,2633,85,15,313,12,81,13
ROGUE,6212,4238,2525,9,87,244,84,11,93
ROGUE,6213,1376,3107,91,11,308,10,98,13
ROGUE,6214,4475,2809,241,94,10,91,15,78
ROGUE,6215,4579,2515,11,84,236,80,15,98
ROGUE,6216,3788,2292,237,82,8,76,9,99
ROGUE,6217,4691,2601,11,92,240,89,13,81
ROGUE,6218,1378,2817,315,14,87,13,83,8
ROGUE,6219,3937,2512,241,94,16,78,11,91
ROGUE,6220,1146,2736,96,7,315,10,82,7
ROGUE,6221,1146,2684,82,7,319,12,80,15
ROGUE,6222,3762,2804,11,78,240,85,17,93
ROGUE,6223,4082,2455,13,75,240,83,7,108
ROGUE,6224,3889,2853,241,82,10,97,11,80
ROGUE,6225,1375,2640,89,9,324,12,76,7
ROGUE,6226,1377,2573,316,12,89,9,82,4
ROGUE,6227,4408,2556,9,84,242,91,9,87
ROGUE,6228,1377,2921,316,12,89,9,90,14
ROGUE,6229,1376,2673,96,11,317,10,78,15
ROGUE,6230,919,2789,327,8,76,9,82,14
ROGUE,6231,4707,2296,9,96,234,71,11,91
ROGUE,6232,1375,3183,84,9,311,14,96,9
ROGUE,6233,4824,2232,15,101,232,65,15,96
ROGUE,6234,1834,2888,74,15,317,14,92,7
ROGUE,6235,4219,2213,235,90,12,71,9,100
ROGUE,6236,1376,3224,80,11,308,14,99,13
ROGUE,6237,4005,2633,235,82,12,85,13,84
ROGUE,6238,3733,2795,15,76,242,98,11,76
ROGUE,6239,4348,2732,241,86,12,95,11,86
ROGUE,6240,1834,2749,92,15,310,10,85,11
ROGUE,6241,1376,2970,89,11,314,10,90,13
ROGUE,6242,1375,2822,81,9,324,12,86,9
ROGUE,6243,4740,2234,9,94,238,75,7,99
ROGUE,6244,1378,2722,309,14,83,7,87,10
ROGUE,6245,1375,3199,80,9,316,10,99,15
ROGUE,6246,4954,2425,11,96,236,81,9,83
ROGUE,6247,4744,2629,9,97,238,80,13,81
ROGUE,6248,4377,2295,9,90,236,82,9,88
ROGUE,6249,4583,2559,9,89,238,84,13,91
ROGUE,6250,4504,2417,237,96,10,81,7,86
ROGUE,6251,3650,2579,245,81,8,84,11,90
ROGUE,6252,4421,2561,237,95,8,86,9,86
ROGUE,6253,4457,3007,9,92,234,94,15,78
ROGUE,6254,4313,2917,239,87,8,92,15,86
ROGUE,6255,4225,2343,235,88,12,75,13,94
ROGUE,6256,689,2686,315,4,98,15,72,10
ROGUE,6257,4429,2419,9,82,240,78,11,94
ROGUE,6258,1605,2882,92,13,303,10,88,13
ROGUE,6259,4207,2825,235,83,8,97,15,87
ROGUE,6260,4092,2469,241,85,16,82,13,90
ROGUE,6261,1375,2986,79,9,313,10,97,13
ROGUE,6262,1834,2400,83,15,324,6,80,9
ROGUE,6263,3471,2627,239,77,12,81,11,107
ROGUE,6264,4192,2519,13,79,234,83,13,96
ROGUE,6265,4000,2539,239,81,14,89,11,85
ROGUE,6266,4117,2713,13,83,234,98,9,73
ROGUE,6267,919,2373,316,8,106,11,65,10
ROGUE,6268,918,2913,314,6,87,11,90,8
ROGUE,6269,4434,2862,11,91,242,86,11,87
ROGUE,6270,3462,2635,233,84,6,88,11,75
ROGUE,6271,1378,3020,321,14,88,9,84,8
ROGUE,6272,3913,2893,9,87,234,93,11,80
ROGUE,6273,4610,2736,7,92,236,94,9,80
ROGUE,6274,4079,2739,15,90,242,93,7,81
ROGUE,6275,4120,2587,239,88,10,83,13,90
ROGUE,6276,1605,2949,94,13,307,12,86,9
ROGUE,6277,917,2549,78,5,318,4,87,13
ROGUE,6278,1605,2890,84,13,311,6,88,9
ROGUE,6279,3740,2510,239,86,10,82,13,85
ROGUE,6280,4578,2347,237,94,12,79,11,86
ROGUE,6281,3896,2736,239,84,16,88,11,89
ROGUE,6282,1148,2516,303,10,103,9,81,8
ROGUE,6283,1148,2726,312,10,86,5,93,10
ROGUE,6284,4495,2722,13,86,240,94,15,74
ROGUE,6285,3994,2657,11,76,242,81,13,103
ROGUE,6286,3917,2755,237,87,12,86,13,92
ROGUE,6287,4552,2827,11,90,238,100,11,72
ROGUE,6288,1605,2563,103,13,312,10,76,9
ROGUE,6289,1376,2608,74,11,323,8,88,9
ROGUE,6290,4792,2385,11,95,240,84,7,85
ROGUE,6291,4135,2429,9,83,236,89,5,88
ROGUE,6292,4519,2251,9,91,238,78,7,89
ROGUE,6293,1148,2954,310,10,92,9,93,10
ROGUE,6294,1148,3016,304,10,80,7,103,6
ROGUE,6295,1378,2969,311,14,92,11,88,10
ROGUE,6296,4352,2531,15,80,240,85,13,95
ROGUE,6297,4645,2782,11,93,238,90,11,83
ROGUE,6298,4105,2506,233,89,12,91,7,73
ROGUE,6299,4117,2562,235,91,8,84,9,86
ROGUE,6300,4191,2251,241,87,8,74,7,94
ROGUE,6301,1375,3009,80,9,320,10,93,15
ROGUE,6302,4148,2695,11,81,232,98,11,77
ROGUE,6303,3545,2886,7,73,238,94,11,99
ROGUE,6304,1605,3004,73,13,316,10,92,5
ROGUE,6305,1375,2816,92,9,310,6,91,7
ROGUE,6306,4079,2510,241,90,10,94,5,73
ROGUE,6307,4417,2747,13,89,234,93,9,84
ROGUE,6308,4304,2276,233,86,10,87,5,86
ROGUE,6309,1377,3111,315,12,78,11,100,6
ROGUE,6310,4198,2682,9,83,238,91,9,80
ROGUE,6311,918,3001,313,6,83,15,89,6
ROGUE,6312,4631,2571,9,85,236,96,7,81
ROGUE,6313,4423,2606,9,89,240,87,15,84
ROGUE,6314,1148,3126,327,10,76,15,88,4
ROGUE,6315,4409,2888,239,86,10,94,13,85
ROGUE,6316,1376,2569,83,11,304,8,90,11
ROGUE,6317,3905,2591,239,80,6,96,9,83
ROGUE,6318,1605,2784,86,13,322,14,83,7
ROGUE,6319,919,2738,311,8,97,11,81,8
ROGUE,6320,4026,2585,237,82,8,88,9,95
ROGUE,6321,4118,2613,237,88,10,89,11,84
ROGUE,6322,4467,2490,237,96,12,83,9,88
ROGUE,6323,3458,3247,239,77,14,104,13,76
ROGUE,6324,4153,2884,239,88,10,98,11,77
ROGUE,6325,1605,3078,97,13,306,10,94,7
ROGUE,6326,917,2609,83,5,326,10,80,11
ROGUE,6327,4287,2597,11,88,238,83,11,89
ROGUE,6328,4538,2757,11,91,242,94,9,77
ROGUE,6329,4586,2817,9,92,234,88,11,80
ROGUE,6330,1148,3032,301,10,85,13,97,12
ROGUE,6331,1148,2920,320,10,88,11,85,16
ROGUE,6332,1377,2643,307,12,91,13,79,10
ROGUE,6333,4051,2868,9,84,238,96,11,78
ROGUE,6334,3700,2697,239,77,14,89,11,91
ROGUE,6335,3600,2665,241,78,6,90,11,93
ROGUE,6336,4053,2718,9,79,234,89,11,88
ROGUE,6337,1605,2911,90,13,323,12,80,9
ROGUE,6338,4748,2680,9,92,238,87,11,81
ROGUE,6339,4086,2877,239,82,6,100,13,87
ROGUE,6340,1148,3191,299,10,91,9,101,10
ROGUE,6341,1375,2583,97,9,311,8,79,11
ROGUE,6342,4280,2766,241,92,8,92,11,81
ROGUE,6343,3631,2850,9,72,240,97,9,89
ROGUE,6344,4565,3028,235,100,8,92,15,79
ROGUE,6345,3802,2792,9,75,244,92,15,85
ROGUE,6346,1377,2942,308,12,85,11,92,12
ROGUE,6347,919,2615,317,8,90,7,82,16
ROGUE,6348,4426,2730,9,84,238,88,11,88
ROGUE,6349,4759,2557,9,92,244,94,7,72
ROGUE,6350,1378,2730,314,14,77,9,90,10
ROGUE,6351,3099,2456,241,70,12,83,11,96
ROGUE,6352,4020,2742,13,80,238,104,5,74
ROGUE,6353,4685,2755,11,93,238,87,13,82
ROGUE,6354,4252,2764,9,90,232,90,13,74
ROGUE,6355,3649,2634,237,82,10,90,5,87
ROGUE,6356,4570,2685,13,84,234,89,9,95
ROGUE,6357,1377,2830,311,12,93,7,89,8
ROGUE,6358,1148,2908,304,10,102,13,81,12
ROGUE,6359,4479,2151,13,89,236,71,11,100
ROGUE,6360,1376,2685,85,11,316,10,82,13
ROGUE,6361,4487,2683,7,90,240,95,11,69
ROGUE,6362,1835,2671,93,17,311,6,85,13
ROGUE,6363,4207,2715,243,84,16,91,9,94
ROGUE,6364,4447,2610,239,89,10,89,11,81
ROGUE,6365,917,2880,85,5,316,8,90,13
ROGUE,6366,4013,2909,11,78,238,103,11,81
ROGUE,6367,4288,2793,237,87,16,97,9,79
ROGUE,6368,1605,2805,85,13,318,12,84,15
ROGUE,6369,1375,2775,77,9,322,12,86,11
ROGUE,6370,1376,3332,71,11,294,14,116,15
ROGUE,6371,3770,2343,13,75,236,78,9,103
ROGUE,6372,4372,2800,9,85,238,88,15,93
ROGUE,6373,1377,3025,333,12,77,13,85,8
ROGUE,6374,4982,1851,17,92,234,72,7,92
ROGUE,6375,3428,2822,13,65,238,97,13,96
ROGUE,6376,4258,2898,9,90,238,98,11,64
ROGUE,6377,4105,2350,7,78,236,87,7,93
ROGUE,6378,4521,2638,239,94,10,84,13,87
ROGUE,6379,3242,2980,243,76,6,96,11,79
ROGUE,6380,4916,2409,235,103,8,83,7,83
ROGUE,6381,1605,2747,80,13,326,10,85,13
ROGUE,6382,1834,2785,87,15,315,8,85,13
ROGUE,6383,1375,2939,82,9,324,8,87,9
ROGUE,6384,4211,2338,239,97,10,75,9,85
ROGUE,6385,1377,3139,307,12,94,13,92,12
ROGUE,6386,4087,2756,241,83,10,88,17,82
ROGUE,6387,1605,2697,85,13,316,10,82,9
ROGUE,6388,919,3202,307,8,84,13,94,10
ROGUE,6389,1834,2758,87,15,305,4,95,17
ROGUE,6390,1605,3310,99,13,303,16,93,9
ROGUE,6391,4142,3145,235,90,4,104,11,69
ROGUE,6392,4536,2821,11,88,238,89,13,91
ROGUE,6393,4266,2809,239,86,8,87,13,90
ROGUE,6394,4227,2650,11,93,238,88,9,81
ROGUE,6395,1148,3170,319,10,81,11,93,12
ROGUE,6396,4068,2516,241,94,6,81,11,82
ROGUE,6397,1377,3119,318,12,88,13,89,14
ROGUE,6398,4221,2385,241,86,8,83,11,84
ROGUE,6399,919,3126,304,8,94,11,95,10
ROGUE,6400,4466,2367,9,85,234,84,9,89
ROGUE,6401,3576,2697,11,76,232,89,11,89
ROGUE,6402,4455,2543,9,81,238,90,7,89
ROGUE,6403,4200,2688,237,86,10,86,15,85
ROGUE,6404,4532,2542,235,93,8,82,9,88
ROGUE,6405,4146,2954,243,88,8,93,15,82
ROGUE,6406,1376,2903,87,11,310,12,86,5
ROGUE,6407,4192,2701,241,86,10,91,13,86
ROGUE,6408,4690,2424,241,106,6,73,11,78
ROGUE,6409,4276,2589,241,88,12,96,9,77
ROGUE,6410,918,2564,316,6,93,11,72,10
ROGUE,6411,1377,2638,319,12,86,13,82,10
ROGUE,6412,1378,2891,311,14,78,9,90,12
ROGUE,6413,1377,2876,310,12,99,9,86,12
ROGUE,6414,4796,2675,15,90,236,91,11,87
ROGUE,6415,1148,3102,316,10,69,11,100,8
ROGUE,6416,4766,2281,7,96,238,74,11,86
ROGUE,6417,3837,2736,237,85,12,93,9,75
ROGUE,6418,4574,2426,17,85,238,83,7,100
ROGUE,6419,919,2973,322,8,81,11,86,14
ROGUE,6420,3719,2732,239,80,12,85,11,102
ROGUE,6421,1377,2986,298,12,88,11,95,16
ROGUE,6422,1605,2486,80,13,317,4,84,11
ROGUE,6423,4537,3056,237,96,8,95,15,78
ROGUE,6424,4749,2154,7,92,234,70,9,94
ROGUE,6425,5044,2678,9,96,240,83,11,81
ROGUE,6426,3894,2667,237,82,10,94,7,83
ROGUE,6427,4191,2341,237,94,10,84,9,75
ROGUE,6428,4523,2847,239,86,12,102,7,85
ROGUE,6429,4765,2476,239,95,8,79,15,83
ROGUE,6430,689,2779,316,4,92,15,79,6
ROGUE,6431,4686,2228,11,99,242,74,9,87
ROGUE,6432,1146,2792,85,7,322,10,86,11
ROGUE,6433,1834,2967,77,15,311,8,95,15
ROGUE,6434,4075,2828,237,81,6,97,11,85
ROGUE,6435,4566,2874,13,98,236,93,13,75
