class,seed_index,hp,mp,str,con,dex,int,wis,cha
WARRIOR,5882,6621,2536,162,158,53,44,49,49
WARRIOR,5883,7227,2854,155,167,51,51,50,48
WARRIOR,5884,7119,2732,157,161,46,50,42,64
WARRIOR,5885,7067,3309,159,166,47,57,53,44
WARRIOR,5886,6793,2482,170,159,53,44,44,52
WARRIOR,5887,7547,2575,158,167,49,57,43,38
WARRIOR,5888,6839,3115,157,152,53,56,54,53
WARRIOR,5889,6967,2771,145,163,58,50,51,51
WARRIOR,5890,6869,2491,167,153,49,44,46,63
WARRIOR,5891,7206,2703,153,173,52,46,52,50
WARRIOR,5892,6482,2697,172,149,50,49,49,49
WARRIOR,5893,6535,3121,169,154,43,57,53,39
WARRIOR,5894,7092,3041,175,162,45,51,56,32
WARRIOR,5895,6034,3059,179,142,46,61,51,44
WARRIOR,5896,6863,2786,159,161,51,54,43,44
WARRIOR,5897,6967,2649,163,158,50,41,53,56
WARRIOR,5898,7891,2358,164,170,51,47,40,47
WARRIOR,5899,6701,3035,154,154,43,55,55,45
WARRIOR,5900,7578,2756,157,174,47,43,52,42
WARRIOR,5901,6967,2514,150,164,49,48,42,63
WARRIOR,5902,7140,2321,160,168,49,44,36,53
WARRIOR,5903,7913,2518,151,177,49,53,38,60
WARRIOR,5904,7529,2762,171,171,46,50,47,40
WARRIOR,5905,6631,2623,164,152,46,48,50,47
WARRIOR,5906,6923,2626,157,164,47,53,41,57
WARRIOR,5907,7054,2722,170,162,56,53,43,34
WARRIOR,5908,6511,2813,171,151,45,56,45,44
WARRIOR,5909,7348,2797,160,172,54,58,37,51
WARRIOR,5910,7303,2395,158,169,47,53,37,52
WARRIOR,5911,6498,3112,176,156,44,52,56,42
WARRIOR,5912,7092,2777,175,154,50,57,40,50
WARRIOR,5913,6879,2747,168,159,39,51,46,47
WARRIOR,5914,6289,2695,169,140,39,59,45,70
WARRIOR,5915,7385,2641,144,172,53,54,41,53
WARRIOR,5916,7005,2872,148,171,54,50,47,55
WARRIOR,5917,6619,2566,164,162,55,47,45,48
WARRIOR,5918,7044,3060,154,164,59,56,49,53
WARRIOR,5919,7268,2276,160,160,54,40,43,48
WARRIOR,5920,7251,2750,152,175,56,44,56,39
WARRIOR,5921,6377,2588,174,148,61,48,46,44
WARRIOR,5922,6868,2632,161,162,41,41,55,59
WARRIOR,5923,6352,2976,164,148,59,53,51,52
WARRIOR,5924,7069,2707,153,160,51,45,50,46
WARRIOR,5925,6812,2640,174,155,39,48,54,44
WARRIOR,5926,7629,2870,147,173,55,50,51,48
WARRIOR,5927,7100,2682,163,165,53,46,50,43
WARRIOR,5928,7648,2913,161,171,46,44,63,35
WARRIOR,5929,6723,2857,164,159,56,42,50,49
WARRIOR,5930,7299,2488,166,166,41,47,43,51
WARRIOR,5931,6966,2737,155,164,40,56,51,51
WARRIOR,5932,6845,2267,172,166,47,29,49,51
WARRIOR,5933,7211,2528,156,174,48,47,43,53
WARRIOR,5934,7036,2293,177,159,40,42,43,42
WARRIOR,5935,6836,2714,155,162,46,40,55,53
WARRIOR,5936,7035,2925,155,166,46,61,44,40
WARRIOR,5937,7264,2701,181,162,48,42,51,38
WARRIOR,5938,7264,2823,165,162,51,50,47,50
WARRIOR,5939,6931,2791,164,159,54,44,52,44
WARRIOR,5940,7512,2675,150,171,41,51,52,50
WARRIOR,5941,6998,3017,149,159,53,53,53,50
WARRIOR,5942,7119,2429,167,159,53,49,38,48
WARRIOR,5943,6462,2669,175,142,63,50,50,49
WARRIOR,5944,7083,2507,168,161,41,50,43,51
WARRIOR,5945,7564,2363,166,165,45,43,40,59
WARRIOR,5946,6779,2895,164,157,51,53,56,38
WARRIOR,5947,7318,2651,148,168,55,44,48,50
WARRIOR,5948,6007,2554,173,146,45,54,39,43
WARRIOR,5949,6445,2821,164,159,39,53,52,49
WARRIOR,5950,6829,2944,167,157,37,44,58,60
WARRIOR,5951,7268,2625,154,169,53,41,52,41
WARRIOR,5952,8112,2706,154,186,35,44,51,51
WARRIOR,5953,7255,2808,150,169,47,52,50,48
WARRIOR,5954,6336,2673,174,147,48,54,39,54
WARRIOR,5955,7436,2775,160,164,54,54,47,35
WARRIOR,5956,7059,2642,161,163,55,47,46,48
WARRIOR,5957,6566,2760,165,149,46,59,45,42
WARRIOR,5958,7168,3078,139,169,48,60,55,50
WARRIOR,5959,7647,2854,156,178,49,56,46,44
WARRIOR,5960,6467,2428,168,152,49,46,46,50
WARRIOR,5961,7791,2308,141,179,59,40,45,49
WARRIOR,5962,7297,2765,180,160,48,48,49,44
WARRIOR,5963,7148,2677,171,158,57,47,46,38
WARRIOR,5964,7337,2397,157,171,46,46,41,54
WARRIOR,5965,6823,3205,157,161,53,63,47,50
WARRIOR,5966,7082,2810,172,158,58,50,49,49
WARRIOR,5967,6996,3045,159,161,39,46,63,44
WARRIOR,5968,7256,2691,157,167,47,43,50,55
WARRIOR,5969,5970,2771,170,146,54,45,51,47
WARRIOR,5970,7459,2897,151,172,43,56,53,39
WARRIOR,5971,6625,2334,149,160,52,46,44,53
WARRIOR,5972,5564,2508,186,139,50,58,35,50
WARRIOR,5973,6665,2808,165,158,50,50,46,45
WARRIOR,5974,6914,2644,162,161,60,56,43,43
WARRIOR,5975,6937,2996,166,157,53,53,56,37
WARRIOR,5976,7361,2457,168,161,55,45,40,46
WARRIOR,5977,7114,2855,173,161,45,51,51,43
WARRIOR,5978,6787,2711,161,157,53,45,53,52
WARRIOR,5979,6572,2923,163,163,49,60,42,42
WARRIOR,5980,7460,2993,145,175,47,47,58,49
WARRIOR,5981,7325,2231,159,164,56,39,41,58
WARRIOR,5982,7865,2440,154,176,33,48,49,46
WARRIOR,5983,6995,2527,159,166,56,46,43,47
WARRIOR,5984,7374,2398,154,178,49,51,41,45
WARRIOR,5985,7200,2175,182,166,49,35,42,51
WARRIOR,5986,6932,2414,153,165,59,50,36,56
WARRIOR,5987,6840,2893,161,161,39,52,47,61
WARRIOR,5988,7380,2496,162,169,43,46,45,50
WARRIOR,5989,6782,2481,177,162,44,46,44,54
WARRIOR,5990,6484,2781,147,160,55,40,64,44
WARRIOR,5991,7709,2361,158,177,42,46,37,46
WARRIOR,5992,7368,2745,167,165,37,49,54,56
WARRIOR,5993,6772,2829,162,154,50,57,48,43
WARRIOR,5994,6456,2388,170,149,50,46,45,50
WARRIOR,5995,7534,2731,154,169,51,52,41,54
WARRIOR,5996,7257,2232,173,172,39,36,42,53
WARRIOR,5997,6346,2943,170,152,42,50,53,52
WARRIOR,5998,6807,2478,171,159,46,48,40,43
WARRIOR,5999,6613,2873,173,157,46,51,49,43
WARRIOR,6000,7289,2877,151,164,44,52,48,57
WARRIOR,6001,7546,2129,159,172,46,42,37,56
WARRIOR,6002,6698,2726,171,155,53,37,57,46
WARRIOR,6003,6926,2639,174,149,47,41,51,53
WARRIOR,6004,8435,2854,152,184,49,44,53,47
WARRIOR,6005,7034,2856,171,163,38,51,53,47
WARRIOR,6006,7632,2560,162,170,36,46,52,44
WARRIOR,6007,6794,2756,171,155,54,47,51,43
WARRIOR,6008,6985,3192,158,170,35,53,60,40
WARRIOR,6009,6235,2514,170,143,53,39,52,56
WARRIOR,6010,8377,2678,136,184,47,49,47,45
WARRIOR,6011,7251,2754,170,162,48,49,53,46
WARRIOR,6012,7329,2438,166,176,42,45,43,55
WARRIOR,6013,7826,2767,170,174,36,52,42,50
WARRIOR,6014,6914,2730,169,157,46,39,55,52
WARRIOR,6015,6648,2526,172,157,49,40,47,51
WARRIOR,6016,7053,2978,161,159,51,55,51,46
WARRIOR,6017,7184,2657,157,169,52,48,44,48
WARRIOR,6018,7637,2598,166,173,45,51,34,44
WARRIOR,6019,6089,2887,186,142,50,47,53,52
WARRIOR,6020,6712,2771,172,150,51,42,60,41
WARRIOR,6021,6829,2401,178,153,52,46,46,42
WARRIOR,6022,7185,2832,163,162,41,51,52,51
WARRIOR,6023,7404,2336,141,180,52,50,36,54
WARRIOR,6024,7120,2737,154,164,43,43,61,53
WARRIOR,6025,6998,2680,173,159,51,47,43,52
WARRIOR,6026,7454,2819,150,178,42,51,51,47
WARRIOR,6027,7506,2655,163,168,49,46,49,43
WARRIOR,6028,8208,3000,143,184,42,57,60,43
WARRIOR,6029,6533,3075,152,155,46,49,58,54
WARRIOR,6030,6930,2681,177,159,44,46,56,44
WARRIOR,6031,7001,2857,153,170,40,56,49,48
WARRIOR,6032,6882,2564,160,161,63,40,47,54
WARRIOR,6033,7170,2365,164,167,57,46,40,41
WARRIOR,6034,7555,2318,165,165,43,40,41,55
WARRIOR,6035,7332,2835,157,170,45,41,64,39
WARRIOR,6036,6731,2708,168,154,54,43,54,45
WARRIOR,6037,6687,2671,157,156,51,57,35,54
WARRIOR,6038,6749,2647,162,164,60,42,47,49
WARRIOR,6039,7209,2778,139,187,53,45,49,46
WARRIOR,6040,6743,2961,168,155,66,57,41,43
WARRIOR,6041,6649,2681,182,151,59,48,40,46
WARRIOR,6042,7390,2489,158,170,48,41,50,40
WARRIOR,6043,7316,2566,163,163,47,45,48,61
WARRIOR,6044,6957,2647,155,165,49,42,49,57
WARRIOR,6045,7044,2526,168,159,47,48,42,53
WARRIOR,6046,6868,2677,146,160,44,50,57,49
WARRIOR,6047,6588,2534,183,149,45,48,44,41
WARRIOR,6048,6929,2593,153,156,54,42,55,47
WARRIOR,6049,7476,2855,148,169,47,55,49,47
WARRIOR,6050,7031,2309,180,161,46,45,39,43
WARRIOR,6051,6362,2612,170,159,45,44,39,58
WARRIOR,6052,7178,3010,160,166,55,57,46,47
WARRIOR,6053,6955,2571,165,167,48,45,39,54
WARRIOR,6054,7830,2801,151,183,47,60,43,43
WARRIOR,6055,7455,2661,156,180,54,51,44,37
WARRIOR,6056,6726,2542,166,158,61,49,43,49
WARRIOR,6057,7045,2625,146,169,52,51,44,44
WARRIOR,6058,7118,2494,185,162,41,47,46,45
WARRIOR,6059,6928,2730,160,156,59,51,49,48
WARRIOR,6060,6388,2617,181,153,51,45,42,50
WARRIOR,6061,7152,2764,157,162,53,45,52,48
WARRIOR,6062,6411,2862,186,142,52,56,47,34
WARRIOR,6063,7660,2943,149,177,41,51,53,47
WARRIOR,6064,6814,2579,150,161,57,53,39,46
WARRIOR,6065,7816,2990,168,174,53,50,55,42
WARRIOR,6066,6115,2723,174,150,43,55,47,51
WARRIOR,6067,6175,2661,164,149,50,56,38,56
WARRIOR,6068,7138,2962,174,163,51,43,55,41
WARRIOR,6069,7388,2932,158,174,50,51,51,43
WARRIOR,6070,7109,2539,168,156,52,51,51,43
WARRIOR,6071,7664,2684,148,173,50,48,48,61
WARRIOR,6072,6930,2909,174,153,40,51,57,43
WARRIOR,6073,7114,2866,151,175,54,48,48,36
WARRIOR,6074,6895,2785,151,160,57,48,48,50
WARRIOR,6075,7165,2862,154,177,57,48,47,37
WARRIOR,6076,6937,2431,162,167,47,43,44,53
WARRIOR,6077,5936,2925,186,140,41,47,50,56
WARRIOR,6078,6920,2637,157,163,50,51,44,48
WARRIOR,6079,7466,2798,151,175,52,40,52,51
WARRIOR,6080,7868,2396,177,172,46,47,38,50
WARRIOR,6081,7120,2330,154,173,36,44,45,50
WARRIOR,6082,6829,2561,173,159,53,44,42,47
WARRIOR,6083,7352,2838,158,172,47,49,51,45
WARRIOR,6084,6644,2914,166,155,44,55,53,49
WARRIOR,6085,6914,2346,185,152,50,45,41,45
WARRIOR,6086,6992,2314,161,162,48,40,42,59
WARRIOR,6087,6991,2885,154,162,57,53,49,42
WARRIOR,6088,7081,3012,159,167,53,54,50,48
WARRIOR,6089,6951,2662,163,164,55,42,50,45
WARRIOR,6090,6953,3004,166,151,59,64,47,40
WARRIOR,6091,7625,2634,166,169,47,43,45,49
WARRIOR,6092,6182,2736,162,152,50,57,47,39
WARRIOR,6093,7016,2677,166,159,42,51,51,54
WARRIOR,6094,7434,2794,156,175,46,47,51,47
WARRIOR,6095,7941,2598,158,186,44,45,47,40
WARRIOR,6096,7638,2484,162,174,39,51,41,44
WARRIOR,6097,7292,2937,176,163,51,56,49,44
WARRIOR,6098,6173,2433,167,153,56,39,47,50
WARRIOR,6099,6789,3152,172,153,48,54,58,43
WARRIOR,6100,6620,2737,182,153,57,45,45,38
WARRIOR,6101,6845,2823,160,150,52,46,52,53
WARRIOR,6102,7078,2820,165,157,41,49,51,55
WARRIOR,6103,7137,2740,153,180,36,46,51,46
WARRIOR,6104,6480,2619,165,156,57,54,42,43
WARRIOR,6105,7286,2807,156,173,44,51,49,47
WARRIOR,6106,6548,2761,169,149,50,52,49,58
WARRIOR,6107,6516,2897,169,151,45,60,47,47
WARRIOR,6108,7521,3038,143,175,51,48,49,59
WARRIOR,6109,7895,3031,145,179,45,59,47,48
WARRIOR,6110,6967,2436,168,159,60,49,39,47
WARRIOR,6111,6599,3052,180,147,45,60,47,42
WARRIOR,6112,6822,3097,155,159,50,57,50,46
WARRIOR,6113,7000,2648,156,160,55,40,52,60
WARRIOR,6114,6966,2837,172,157,47,50,50,43
WARRIOR,6115,6821,2354,171,156,66,46,40,39
WARRIOR,6116,6547,3004,155,155,42,60,52,52
WARRIOR,6117,6903,3090,152,166,47,45,64,45
WARRIOR,6118,6153,2726,167,144,57,52,49,44
WARRIOR,6119,7105,3073,155,161,46,53,55,46
WARRIOR,6120,6882,2377,161,159,49,55,28,58
WARRIOR,6121,7165,2779,156,164,51,47,50,54
WARRIOR,6122,6960,2667,168,157,50,48,49,46
WARRIOR,6123,7237,2859,165,162,44,56,44,50
WARRIOR,6124,7087,2539,168,169,45,51,42,44
WARRIOR,6125,7511,2658,166,167,46,52,43,52
WARRIOR,6126,7192,2210,168,171,40,38,46,46
WARRIOR,6127,7757,2658,153,168,57,50,45,52
WARRIOR,6128,7407,2554,153,171,52,50,43,47
WARRIOR,6129,6593,2901,176,158,52,44,57,37
WARRIOR,6130,7606,2700,136,179,61,50,49,44
WARRIOR,6131,7339,2994,147,173,56,53,52,56
WARRIOR,6132,7004,2897,166,156,38,46,58,51
WARRIOR,6133,6855,2769,172,161,44,53,49,44
WARRIOR,6134,7067,2982,151,166,52,54,54,46
WARRIOR,6135,7765,2216,151,174,50,39,42,61
WARRIOR,6136,7252,2749,157,169,46,45,55,46
WARRIOR,6137,7234,2432,158,170,52,45,39,47
WARRIOR,6138,7643,2608,147,169,54,58,44,46
WARRIOR,6139,6869,3037,165,161,43,56,52,45
WARRIOR,6140,7589,2715,146,171,51,61,40,50
WARRIOR,6141,7104,2865,153,169,55,49,49,45
WARRIOR,6142,6921,2481,153,165,52,39,47,57
WARRIOR,6143,6959,2759,187,152,33,57,44,43
WARRIOR,6144,6904,2637,167,165,44,48,47,45
WARRIOR,6145,7608,2360,148,169,55,44,44,56
WARRIOR,6146,6533,2632,170,149,44,35,59,57
WARRIOR,6147,6895,2662,156,165,47,48,52,43
WARRIOR,6148,7155,2620,163,167,46,48,49,56
WARRIOR,6149,6590,2854,152,150,53,55,52,47
WARRIOR,6150,7710,2684,150,178,34,54,48,47
WARRIOR,6151,6574,3254,153,157,55,55,54,49
WARRIOR,6152,6510,2645,159,156,53,44,50,60
WARRIOR,6153,7171,2440,170,167,41,45,39,55
WARRIOR,6154,6862,2979,167,158,39,54,53,42
WARRIOR,6155,7025,2699,161,167,47,47,48,42
WARRIOR,6156,6319,3162,170,149,41,44,67,52
WARRIOR,6157,6842,2856,180,157,48,45,51,45
WARRIOR,6158,6381,2641,177,145,58,47,46,49
WARRIOR,6159,7428,2897,160,166,43,53,51,41
WARRIOR,6160,6363,3202,160,149,56,56,55,41
WARRIOR,6161,7412,2838,164,167,59,55,44,38
WARRIOR,6162,6517,2591,177,151,52,50,48,44
WARRIOR,6163,6752,2672,172,159,47,47,48,37
WARRIOR,6164,6707,2998,175,158,39,50,55,43
WARRIOR,6165,7887,2628,150,182,52,46,45,39
WARRIOR,6166,6876,2975,170,151,45,51,51,44
WARRIOR,6167,7516,2642,156,177,43,48,53,42
WARRIOR,6168,6908,2787,171,155,46,46,54,46
WARRIOR,6169,6881,2549,167,163,43,47,46,47
WARRIOR,6170,6513,2773,174,147,54,43,53,48
WARRIOR,6171,7239,2498,158,163,48,53,40,51
WARRIOR,6172,7052,3007,175,154,46,52,55,41
WARRIOR,6173,8036,2430,156,178,43,51,44,45
WARRIOR,6174,6752,2880,154,158,51,58,52,53
WARRIOR,6175,7431,3017,149,179,49,57,54,48
WARRIOR,6176,8075,2532,160,179,49,44,48,57
WARRIOR,6177,6900,2464,167,150,55,42,44,57
WARRIOR,6178,7197,2807,148,164,60,47,54,46
WARRIOR,6179,6558,2479,168,159,58,44,43,48
WARRIOR,6180,6307,3045,170,144,56,62,50,51
WARRIOR,6181,7075,2597,164,163,42,57,39,59
WARRIOR,6182,7242,2740,160,168,45,54,46,55
WARRIOR,6183,7978,2297,166,177,42,44,38,48
WARRIOR,6184,6455,2817,178,151,54,48,52,43
WARRIOR,6185,7162,2645,167,158,52,37,54,50
WARRIOR,6186,6825,2553,166,159,54,38,54,49
WARRIOR,6187,6920,2263,175,160,46,39,40,59
WARRIOR,6188,7396,2855,150,170,42,52,55,45
WARRIOR,6189,6853,2577,171,161,56,46,46,41
WARRIOR,6190,6981,2979,159,158,46,54,49,55
WARRIOR,6191,7129,2593,165,155,56,38,53,53
WARRIOR,6192,6699,2948,155,166,40,49,54,50
WARRIOR,6193,6793,2826,170,149,46,56,47,53
WARRIOR,6194,7071,2936,165,162,52,44,59,37
WARRIOR,6195,7085,2687,170,161,33,56,43,56
WARRIOR,6196,7093,2849,164,164,45,56,43,41
WARRIOR,6197,7310,3204,149,165,49,62,52,44
WARRIOR,6198,6703,2846,163,155,49,49,50,55
WARRIOR,6199,6981,2555,165,158,47,43,52,45
WARRIOR,6200,7259,2678,160,166,65,48,46,35
WARRIOR,6201,7388,2763,175,162,45,58,40,50
WARRIOR,6202,7094,2936,158,166,55,55,47,51
WARRIOR,6203,7950,2720,153,185,47,41,54,48
WARRIOR,6204,6703,2488,177,157,44,48,39,53
WARRIOR,6205,6983,2593,170,161,38,53,41,53
WARRIOR,6206,6980,2711,150,165,42,52,47,53
WARRIOR,6207,7074,2513,161,170,44,43,48,53
WARRIOR,6208,5890,2897,170,142,54,49,53,52
WARRIOR,6209,6860,2635,163,154,50,63,35,50
WARRIOR,6210,7108,2580,168,166,49,52,43,40
WARRIOR,6211,7637,2665,157,177,52,50,37,46
WARRIOR,6212,6367,2684,169,153,55,44,54,53
WARRIOR,6213,6633,2754,174,156,49,43,56,53
WARRIOR,6214,7079,3248,169,158,41,62,48,51
WARRIOR,6215,6446,2930,168,151,50,46,53,56
WARRIOR,6216,7351,2499,153,167,41,57,38,55
WARRIOR,6217,7001,2915,168,155,44,53,54,52
WARRIOR,6218,7499,2587,174,173,52,48,42,31
WARRIOR,6219,7305,2729,178,156,52,42,50,53
WARRIOR,6220,6270,2634,192,138,47,46,41,53
WARRIOR,6221,7479,2568,154,173,42,46,42,58
WARRIOR,6222,6874,3024,169,156,38,46,62,53
WARRIOR,6223,7481,2732,166,170,49,53,43,45
WARRIOR,6224,6655,3059,168,158,41,54,57,43
WARRIOR,6225,6472,2727,173,148,38,54,51,53
WARRIOR,6226,6815,2467,174,153,45,41,49,50
WARRIOR,6227,7374,2594,162,162,57,46,49,46
WARRIOR,6228,7474,2967,157,163,48,49,64,49
WARRIOR,6229,6509,2996,158,152,53,55,51,58
WARRIOR,6230,6794,2336,170,154,49,45,46,52
WARRIOR,6231,7149,2705,167,161,47,56,41,40
WARRIOR,6232,7499,2622,172,164,43,50,41,53
WARRIOR,6233,7095,2488,170,161,49,44,39,61
WARRIOR,6234,7706,2821,144,175,45,54,47,54
WARRIOR,6235,6626,2178,177,159,46,35,42,58
WARRIOR,6236,7703,2963,155,175,42,54,48,51
WARRIOR,6237,7520,2522,145,169,53,39,53,52
WARRIOR,6238,6247,2571,179,145,56,42,47,49
WARRIOR,6239,6752,2770,178,157,49,52,42,53
WARRIOR,6240,7892,2516,163,177,37,45,48,53
WARRIOR,6241,6707,2896,172,151,49,47,57,51
WARRIOR,6242,6580,3054,172,149,61,47,58,34
WARRIOR,6243,7980,2895,146,185,43,50,53,45
WARRIOR,6244,7589,2459,150,171,58,42,40,49
WARRIOR,6245,7199,2893,166,166,45,58,48,46
WARRIOR,6246,6831,2745,162,164,39,48,47,56
WARRIOR,6247,7219,2653,148,171,56,51,40,52
WARRIOR,6248,7016,2780,157,162,47,56,42,50
WARRIOR,6249,7427,3323,163,172,37,57,63,32
WARRIOR,6250,7420,2542,161,170,56,48,40,42
WARRIOR,6251,6214,2838,176,147,48,49,56,43
WARRIOR,6252,8048,2349,165,172,47,41,43,53
WARRIOR,6253,7326,3015,168,155,45,53,52,49
WARRIOR,6254,7043,3090,175,156,41,61,55,39
WARRIOR,6255,5883,2692,176,137,47,44,51,62
WARRIOR,6256,6412,2703,160,158,48,52,42,54
WARRIOR,6257,7079,2231,159,167,54,37,41,56
WARRIOR,6258,7104,2429,171,157,49,45,38,59
WARRIOR,6259,8499,2901,146,186,43,45,61,44
WARRIOR,6260,7172,2864,161,162,54,49,53,48
WARRIOR,6261,7181,2600,146,175,56,36,53,55
WARRIOR,6262,7664,2134,169,168,50,37,43,50
WARRIOR,6263,7520,2667,148,176,51,46,46,60
WARRIOR,6264,6828,3009,162,162,49,55,54,36
WARRIOR,6265,6875,2745,164,159,47,45,51,53
WARRIOR,6266,6312,2796,170,148,44,47,58,43
WARRIOR,6267,7229,2610,160,168,52,43,49,44
WARRIOR,6268,7643,2863,155,178,40,50,47,46
WARRIOR,6269,7427,2914,159,169,57,55,44,44
WARRIOR,6270,6846,2568,159,155,42,55,39,47
WARRIOR,6271,7957,2773,154,178,53,48,51,40
WARRIOR,6272,6699,2738,163,163,44,54,35,55
WARRIOR,6273,7194,2756,163,164,51,47,45,48
WARRIOR,6274,6746,2859,177,154,42,63,39,53
WARRIOR,6275,6699,2506,174,152,47,57,36,57
WARRIOR,6276,7368,2980,162,165,43,52,55,44
WARRIOR,6277,6240,2646,149,158,44,40,57,57
WARRIOR,6278,6928,2342,173,151,47,38,47,55
WARRIOR,6279,6596,2604,170,160,44,46,45,50
WARRIOR,6280,7083,2776,157,167,50,38,60,47
WARRIOR,6281,7136,2683,158,169,59,52,41,48
WARRIOR,6282,7053,2647,145,165,61,48,49,46
WARRIOR,6283,6647,2418,169,163,43,44,47,50
WARRIOR,6284,7331,2980,158,169,40,50,54,51
WARRIOR,6285,7528,2607,171,162,52,44,49,48
WARRIOR,6286,6508,2896,176,143,46,46,56,60
WARRIOR,6287,6934,3007,174,155,45,54,51,43
WARRIOR,6288,7275,2603,154,166,55,57,44,47
WARRIOR,6289,7562,2448,156,175,53,45,47,37
WARRIOR,6290,7225,2586,160,170,47,50,44,51
WARRIOR,6291,6804,2425,163,164,45,48,36,54
WARRIOR,6292,7971,2364,147,178,39,47,43,58
WARRIOR,6293,6699,2721,159,156,46,40,62,61
WARRIOR,6294,7181,2316,172,166,41,40,42,49
WARRIOR,6295,6977,2929,142,173,48,58,51,54
WARRIOR,6296,6777,2540,179,154,41,53,46,55
WARRIOR,6297,6817,2996,160,161,47,52,56,50
WARRIOR,6298,6308,2489,168,147,71,36,49,34
WARRIOR,6299,6991,2654,174,149,40,55,51,44
WARRIOR,6300,7118,2741,164,158,42,56,47,44
WARRIOR,6301,6855,3087,148,161,52,52,62,52
WARRIOR,6302,6919,2679,160,161,50,51,44,44
WARRIOR,6303,7475,2629,164,168,52,45,44,49
WARRIOR,6304,6773,2915,164,148,42,48,62,45
WARRIOR,6305,7085,2528,155,166,55,39,52,48
WARRIOR,6306,7419,2421,159,176,39,43,47,49
WARRIOR,6307,7689,2632,167,172,38,49,45,51
WARRIOR,6308,8329,2211,141,188,44,49,33,52
WARRIOR,6309,6705,2785,185,154,45,44,45,49
WARRIOR,6310,6940,2816,167,156,54,45,54,34
WARRIOR,6311,6507,2761,159,162,49,51,46,45
WARRIOR,6312,7166,2541,165,160,47,53,40,49
WARRIOR,6313,6819,3042,155,160,57,52,53,47
WARRIOR,6314,6347,3039,161,154,51,54,51,49
WARRIOR,6315,7730,2904,155,170,53,48,50,51
WARRIOR,6316,7524,2656,145,173,48,59,45,37
WARRIOR,6317,7025,2722,158,166,43,51,44,51
WARRIOR,6318,6821,2809,166,157,64,51,44,43
WARRIOR,6319,7380,2621,161,170,49,48,47,41
WARRIOR,6320,6830,2762,169,157,47,56,38,52
WARRIOR,6321,6241,2790,169,148,54,52,45,51
WARRIOR,6322,7793,2644,165,173,45,54,37,51
WARRIOR,6323,6294,2944,184,144,47,57,52,39
WARRIOR,6324,7261,2761,162,166,52,42,50,51
WARRIOR,6325,7085,2867,173,164,37,55,54,44
WARRIOR,6326,6316,2711,164,152,62,56,45,36
WARRIOR,6327,6688,2570,162,161,58,44,45,50
WARRIOR,6328,7323,2576,174,165,54,46,39,46
WARRIOR,6329,6879,2683,156,160,44,56,46,52
WARRIOR,6330,6852,2719,163,157,51,56,42,49
WARRIOR,6331,7515,2770,158,174,47,49,48,54
WARRIOR,6332,6726,2821,171,158,36,48,50,49
WARRIOR,6333,6754,2788,161,156,52,57,43,47
WARRIOR,6334,6699,2549,175,165,43,43,48,47
WARRIOR,6335,7081,2630,156,156,45,49,53,60
WARRIOR,6336,6942,2780,158,163,41,50,48,50
WARRIOR,6337,7813,2740,157,180,53,50,45,42
WARRIOR,6338,6845,2676,171,145,45,53,51,53
WARRIOR,6339,7685,2596,164,171,49,44,41,58
WARRIOR,6340,7109,2709,164,166,48,57,46,39
WARRIOR,6341,7234,2846,169,166,31,52,50,47
WARRIOR,6342,6759,2969,175,146,44,52,55,53
WARRIOR,6343,5286,2913,181,134,42,57,47,55
WARRIOR,6344,6811,3081,175,158,42,57,47,50
WARRIOR,6345,6742,2803,171,153,51,44,55,46
WARRIOR,6346,7249,2866,149,168,55,45,53,50
WARRIOR,6347,6717,2608,157,163,51,41,51,57
WARRIOR,6348,7501,2646,166,158,60,51,39,44
WARRIOR,6349,6519,2621,171,154,54,50,46,43
WARRIOR,6350,7724,2267,147,174,52,43,41,57
WARRIOR,6351,6470,2679,170,148,45,37,58,55
WARRIOR,6352,7301,2291,151,179,50,42,37,55
WARRIOR,6353,7144,3031,156,164,49,51,55,49
WARRIOR,6354,7652,2734,150,180,37,40,56,45
WARRIOR,6355,6650,2566,173,142,53,58,34,51
WARRIOR,6356,7453,2649,159,177,36,45,48,59
WARRIOR,6357,6988,2890,164,157,45,46,57,51
WARRIOR,6358,7048,2959,154,167,51,53,50,47
WARRIOR,6359,8055,2534,161,178,49,33,54,45
WARRIOR,6360,6891,2255,180,158,47,47,36,49
WARRIOR,6361,6793,2656,158,161,44,59,42,48
WARRIOR,6362,8767,2369,147,193,51,41,47,46
WARRIOR,6363,7554,2663,167,168,55,56,41,50
WARRIOR,6364,7557,2633,157,167,50,41,54,50
WARRIOR,6365,6914,2754,153,158,56,49,53,48
WARRIOR,6366,7503,2894,142,173,41,65,42,59
WARRIOR,6367,6656,3091,171,156,49,57,51,41
WARRIOR,6368,7136,3013,169,163,40,49,57,49
WARRIOR,6369,7157,2463,141,178,57,49,39,53
WARRIOR,6370,7193,2659,175,162,41,51,44,48
WARRIOR,6371,6686,2180,184,150,51,37,40,52
WARRIOR,6372,7032,2996,164,162,44,51,46,61
WARRIOR,6373,7671,2973,171,164,54,49,57,33
WARRIOR,6374,7183,2259,162,164,47,40,39,62
WARRIOR,6375,6951,2382,169,154,50,38,45,66
WARRIOR,6376,6994,2807,153,170,46,44,54,43
WARRIOR,6377,7093,2478,160,161,44,50,43,50
WARRIOR,6378,7714,2735,160,176,49,42,51,49
WARRIOR,6379,6667,2858,161,163,37,54,48,48
WARRIOR,6380,8100,2661,153,173,47,46,44,56
